Orthogroup	E_salsugineum	S_parvula
OG0001997	Thhalv10013493m.g	Sp6g27840
OG0001998	Thhalv10014755m.g	Sp6g26140
OG0001998	Thhalv10021561m.g	Sp3g02890
OG0001999	Thhalv10012470m.g	Sp6g27950
OG0002000	Thhalv10015740m.g, Thhalv10015857m.g, Thhalv10015228m.g	Sp6g28150
OG0002001	Thhalv10008312m.g	Sp5g25830, SpUn0343_0020
OG0002002	Thhalv10026763m.g, Thhalv10019124m.g	Sp6g12180, Sp5g25310
OG0002003	Thhalv10019670m.g	Sp5g25240, Sp5g25230
OG0002004	Thhalv10027970m.g, Thhalv10019773m.g	Sp7g01420, Sp5g25120
OG0002005	Thhalv10018902m.g	Sp5g24700
OG0002006	Thhalv10019726m.g, Thhalv10018691m.g	Sp5g24670
OG0002007	Thhalv10019188m.g	Sp5g24630
OG0002007	Thhalv10018913m.g	Sp5g24640
OG0002008	Thhalv10019111m.g	Sp5g24520
OG0002009	Thhalv10019379m.g	Sp5g22520
OG0002010	Thhalv10006672m.g	Sp1g22570
OG0002010	Thhalv10018058m.g	Sp5g23860
OG0002011	Thhalv10027972m.g	Sp7g04260, Sp5g21470
OG0002012	Thhalv10026438m.g	Sp7g31470
OG0002012	Thhalv10024051m.g	Sp7g31460
OG0002013	Thhalv10028317m.g, Thhalv10028290m.g	Sp7g04420, Sp3g29000
OG0002014	Thhalv10027679m.g, Thhalv10028211m.g, Thhalv10027629m.g	Sp7g04480
OG0002015	Thhalv10012491m.g	Sp6g40890
OG0002015	Thhalv10027627m.g	Sp7g05130
OG0002016	Thhalv10028754m.g	Sp6g01410, Sp1g01240, Sp6g01400
OG0002017	Thhalv10028899m.g, Thhalv10009820m.g	Sp6g01530, Sp1g01400
OG0002018	Thhalv10029024m.g	Sp3g31270, SpUn0082_0020, Sp6g01640
OG0002019	Thhalv10028572m.g	Sp6g02050
OG0002020	Thhalv10022246m.g, Thhalv10015229m.g	Sp6g25600, Sp3g05230
OG0002021	Thhalv10015373m.g	Sp6g24870, Sp6g24880
OG0002022	Thhalv10016025m.g, Thhalv10014083m.g	Sp6g24500
OG0002023	Thhalv10013657m.g	Sp6g24390
OG0002024	Thhalv10012719m.g	Sp6g23700, Sp5g18650
OG0002025	Thhalv10014385m.g	Sp6g23600
OG0002025	Thhalv10022299m.g	Sp6g03660
OG0002026	Thhalv10028736m.g, Thhalv10029476m.g, Thhalv10013826m.g	Sp6g23090
OG0002027	Thhalv10010623m.g	Sp5g17030
OG0002027	Thhalv10014297m.g	Sp6g22990
OG0002028	Thhalv10012556m.g	Sp5g15820, Sp6g22650
OG0002029	Thhalv10015381m.g	Sp5g15210
OG0002030	Thhalv10027319m.g	Sp7g24280
OG0002031	Thhalv10013812m.g	Sp6g17910
OG0002031	Thhalv10014123m.g	Sp6g37850
OG0002032	Thhalv10013478m.g	Sp6g17110
OG0002033	Thhalv10025367m.g	Sp6g16250, Sp7g25390
OG0002034	Thhalv10015378m.g, Thhalv10015444m.g	Sp6g16130
OG0002034	Thhalv10025217m.g	Sp7g25510
OG0002035	Thhalv10014624m.g	Sp6g14490
OG0002036	Thhalv10012981m.g	Sp6g13470, Sp6g13480
OG0002037	Thhalv10012589m.g	Sp6g11130
OG0002038	Thhalv10013782m.g	Sp6g29530
OG0002038	Thhalv10020899m.g	Sp3g00430
OG0002039	Thhalv10000696m.g, Thhalv10013083m.g	Sp6g29890, SpUn0049_0090
OG0002040	Thhalv10013745m.g	Sp2g19000, Sp2g18980, Sp6g30070
OG0002041	Thhalv10021582m.g	Sp3g10740
OG0002042	Thhalv10015825m.g, Thhalv10015406m.g	Sp6g31220
OG0002043	Thhalv10002608m.g, Thhalv10014783m.g, Thhalv10014040m.g, Thhalv10015862m.g	Sp6g32190
OG0002044	Thhalv10014820m.g, Thhalv10003117m.g, Thhalv10002896m.g	Sp6g33960
OG0002045	Thhalv10014911m.g	Sp6g34770
OG0002046	Thhalv10013039m.g	Sp6g37390
OG0002046	Thhalv10015240m.g, Thhalv10020409m.g	Sp6g36680
OG0002047	Thhalv10012528m.g	Sp6g37660, Sp3g09190
OG0002048	Thhalv10012854m.g	Sp6g37860
OG0002049	Thhalv10024421m.g	Sp7g31030
OG0002049	Thhalv10012720m.g	Sp6g38100
OG0002050	Thhalv10016111m.g	Sp6g38470
OG0002051	Thhalv10022691m.g	Sp6g39250, Sp3g32850
OG0002052	Thhalv10013303m.g	Sp6g39310
OG0002053	Thhalv10015461m.g	Sp6g39840
OG0002054	Thhalv10000235m.g	Sp4g00270
OG0002054	Thhalv10025983m.g	Sp7g37070
OG0002055	Thhalv10026255m.g, Thhalv10027154m.g	Sp7g17970
OG0002056	Thhalv10006494m.g	Sp5g04760
OG0002057	Thhalv10006019m.g	Sp5g05820
OG0002058	Thhalv10011303m.g	Sp1g41540
OG0002058	Thhalv10020238m.g	Sp3g11240
OG0002059	Thhalv10011835m.g	Sp1g41280
OG0002060	Thhalv10020433m.g	Sp3g11580
OG0002061	Thhalv10021584m.g	Sp3g11920
OG0002062	Thhalv10017875m.g, Thhalv10011970m.g	Sp3g12250
OG0002063	Thhalv10011574m.g	Sp1g39200
OG0002063	Thhalv10022114m.g	Sp3g14010
OG0002064	Thhalv10019180m.g	Sp5g35990
OG0002064	Thhalv10021518m.g	Sp3g14670
OG0002065	Thhalv10020547m.g	Sp3g14980
OG0002065	Thhalv10028208m.g	Sp7g00740, SpUn0010_0220
OG0002066	Thhalv10022138m.g, Thhalv10015617m.g	Sp1g09320, Sp3g15230
OG0002067	Thhalv10020794m.g	Sp3g15470
OG0002068	Thhalv10022004m.g	Sp1g35540, Sp3g16100
OG0002069	Thhalv10020536m.g, Thhalv10020535m.g	Sp3g16190, Sp3g16200
OG0002070	Thhalv10021001m.g, Thhalv10011671m.g, Thhalv10012396m.g	Sp3g16310
OG0002071	Thhalv10022433m.g	Sp3g17120
OG0002071	Thhalv10024590m.g	Sp7g31700
OG0002072	Thhalv10022199m.g	Sp3g17210
OG0002073	Thhalv10021239m.g	Sp1g36520, Sp3g17340
OG0002074	Thhalv10021039m.g, Thhalv10024147m.g	Sp3g17870
OG0002075	Thhalv10021197m.g	Sp3g18030
OG0002075	Thhalv10012035m.g	Sp1g37220, Sp1g37230
OG0002076	Thhalv10000828m.g, Thhalv10000947m.g, Thhalv10020929m.g	Sp3g18430
OG0002077	Thhalv10021500m.g	Sp3g18610
OG0002077	Thhalv10022399m.g	Sp3g18650, Sp3g18630
OG0002078	Thhalv10013835m.g	Sp3g18840, Sp6g31020
OG0002079	Thhalv10011901m.g	Sp3g19200, Sp1g38290
OG0002080	Thhalv10020205m.g	Sp3g19540
OG0002080	Thhalv10024542m.g	Sp7g13820
OG0002081	Thhalv10020563m.g	Sp3g20000
OG0002082	Thhalv10020296m.g	Sp5g15100, Sp3g20100
OG0002083	Thhalv10017318m.g, Thhalv10029384m.g, Thhalv10021679m.g	Sp3g20440
OG0002084	Thhalv10002522m.g	Sp3g21750, SpUn0001_0260, SpUn0242_NC2199, SpUn0001_0240
OG0002085	Thhalv10002593m.g, Thhalv10002569m.g	Sp3g22540, SpUn0027_0020
OG0002086	Thhalv10008854m.g	Sp1g00930
OG0002086	Thhalv10028988m.g	Sp6g01120
OG0002087	Thhalv10024224m.g	Sp7g32650
OG0002088	Thhalv10028366m.g	Sp6g02380
OG0002088	Thhalv10006579m.g	Sp1g01890
OG0002089	Thhalv10015154m.g, Thhalv10012291m.g	Sp1g14050
OG0002090	Thhalv10026527m.g	Sp7g26010, Sp6g19500
OG0002091	Thhalv10026282m.g	Sp7g12600
OG0002092	Thhalv10007238m.g	Sp1g22100
OG0002092	Thhalv10013119m.g	Sp6g15830
OG0002093	Thhalv10008713m.g	Sp1g28010
OG0002094	Thhalv10027313m.g, Thhalv10024637m.g	Sp7g24270
OG0002096	Thhalv10023511m.g	Sp7g00400
OG0002096	Thhalv10023427m.g	SpUn0768_0010
OG0002097	Thhalv10009994m.g, Thhalv10027696m.g	Sp7g00720, SpUn0010_0200
OG0002098	Thhalv10027901m.g	Sp7g00810
OG0002099	Thhalv10027888m.g	Sp7g01950
OG0002100	Thhalv10024653m.g, Thhalv10000136m.g, Thhalv10000691m.g	Sp7g29000
OG0002101	Thhalv10022941m.g	Sp7g28200
OG0002101	Thhalv10026682m.g	Sp3g32240
OG0002103	Thhalv10026005m.g, Thhalv10027444m.g, Thhalv10011766m.g, Thhalv10000684m.g, Thhalv10000455m.g, Thhalv10026918m.g	Sp7g27580
OG0002104	Thhalv10026945m.g	Sp7g27370
OG0002104	Thhalv10002025m.g	Sp3g33020
OG0002106	Thhalv10002141m.g	Sp5g19340
OG0002106	Thhalv10024219m.g	Sp7g26900
OG0002107	Thhalv10025937m.g	Sp7g26370
OG0002107	Thhalv10002064m.g	Sp3g33880
OG0002108	Thhalv10011205m.g	Sp1g37050, Sp1g37060, Sp3g25110
OG0002109	Thhalv10011174m.g	Sp1g36890
OG0002111	Thhalv10013284m.g, Thhalv10005881m.g, Thhalv10027729m.g	Sp7g03100
OG0002112	Thhalv10015379m.g, Thhalv10028126m.g	Sp7g03880, Sp7g13280, Sp7g03230
OG0002113	Thhalv10028179m.g, Thhalv10005486m.g, Thhalv10015383m.g, Thhalv10015562m.g, Thhalv10000484m.g, Thhalv10015555m.g	Sp6g31960
OG0002114	Thhalv10023056m.g	Sp6g32720
OG0002114	Thhalv10028293m.g	Sp3g29073, Sp2g17290
OG0002115	Thhalv10014200m.g	Sp6g29510
OG0002115	Thhalv10021199m.g	Sp3g00460
OG0002116	Thhalv10013218m.g	Sp6g28630
OG0002116	Thhalv10020487m.g	Sp3g01100
OG0002117	Thhalv10020771m.g	Sp3g01450
OG0002117	Thhalv10013599m.g	Sp6g28250
OG0002118	Thhalv10028524m.g	Sp6g02560
OG0002118	Thhalv10007148m.g	Sp1g02040
OG0002119	Thhalv10007606m.g	Sp1g02340
OG0002119	Thhalv10028651m.g	Sp6g02960
OG0002120	Thhalv10028669m.g	Sp6g03370, Sp1g02450
OG0002121	Thhalv10025857m.g	Sp6g03910, Sp7g19580
OG0002122	Thhalv10028677m.g	Sp6g04180
OG0002122	Thhalv10029321m.g	Sp6g04193
OG0002123	Thhalv10028567m.g, Thhalv10026767m.g, Thhalv10027200m.g	Sp6g04200
OG0002124	Thhalv10028658m.g	Sp6g04770, Sp6g04780
OG0002125	Thhalv10024629m.g	Sp6g04870
OG0002125	Thhalv10024809m.g	Sp5g22360, Sp5g22380
OG0002126	Thhalv10029268m.g	Sp6g04890
OG0002127	Thhalv10011401m.g	Sp1g38000
OG0002128	Thhalv10027653m.g	Sp1g38640
OG0002129	Thhalv10022334m.g	Sp3g14480
OG0002130	Thhalv10017765m.g	Sp4g13990
OG0002131	Thhalv10016544m.g	Sp4g13030
OG0002131	Thhalv10016545m.g	Sp4g13040
OG0002132	Thhalv10007393m.g	Sp1g05540
OG0002132	Thhalv10016488m.g	Sp4g13100
OG0002133	Thhalv10017460m.g	Sp3g24050, Sp3g24040, Sp3g24030
OG0002134	Thhalv10009486m.g	Sp6g13180, Sp4g07290, Sp1g13190
OG0002135	Thhalv10002140m.g	Sp3g33780
OG0002136	Thhalv10016219m.g, Thhalv10016252m.g, Thhalv10006755m.g	Sp4g13890
OG0002137	Thhalv10017374m.g	Sp4g14200
OG0002137	Thhalv10009017m.g	Sp1g04550
OG0002139	Thhalv10017883m.g, Thhalv10017846m.g	Sp4g14710
OG0002140	Thhalv10017699m.g	Sp4g14820, SpUn0024_0140, Sp1g04000
OG0002141	Thhalv10016177m.g, Thhalv10006675m.g	Sp1g03660
OG0002142	Thhalv10023971m.g, Thhalv10024105m.g, Thhalv10017685m.g, Thhalv10017705m.g	Sp4g15210, Sp4g15420
OG0002143	Thhalv10016622m.g	Sp1g03560, Sp4g15450
OG0002144	Thhalv10016095m.g	Sp6g25400
OG0002144	Thhalv10021285m.g	Sp3g05120
OG0002145	Thhalv10027489m.g	SpUn1612_0010, Sp7g33755, Sp7g33760
OG0002146	Thhalv10025259m.g	Sp7g33400
OG0002146	Thhalv10023021m.g	Sp3g30960
OG0002147	Thhalv10025639m.g	Sp5g25670, Sp7g33220
OG0002149	Thhalv10025517m.g	Sp7g33150
OG0002149	Thhalv10022748m.g	Sp3g30660
OG0002150	Thhalv10026886m.g, Thhalv10025393m.g, Thhalv10027326m.g, Thhalv10000421m.g, Thhalv10025415m.g, Thhalv10015695m.g	Sp7g32890
OG0002151	Thhalv10024727m.g	Sp3g29350, Sp7g32160
OG0002152	Thhalv10027337m.g	Sp7g31330
OG0002152	Thhalv10027073m.g	Sp7g31320
OG0002153	Thhalv10028908m.g	Sp6g07131, Sp6g07129
OG0002153	Thhalv10026019m.g	Sp7g30760
OG0002154	Thhalv10002028m.g	Sp4g05920
OG0002155	Thhalv10020247m.g	Sp3g08840, Sp6g38190
OG0002156	Thhalv10008610m.g	Sp1g07860
OG0002156	Thhalv10023658m.g	Sp2g06360
OG0002157	Thhalv10008206m.g	Sp1g07850
OG0002157	Thhalv10024166m.g	Sp2g06380
OG0002158	Thhalv10023309m.g	SpUn0004_0010
OG0002158	Thhalv10006999m.g	Sp1g07610
OG0002159	Thhalv10023692m.g	Sp4g09930, SpUn0002_0630
OG0002161	Thhalv10002931m.g	Sp3g25650, Sp3g25660
OG0002162	Thhalv10002412m.g, Thhalv10003155m.g	Sp3g25300
OG0002164	Thhalv10002851m.g	Sp2g14590
OG0002164	Thhalv10005340m.g	Sp2g14600
OG0002164	Thhalv10004585m.g	Sp2g17690
OG0002165	Thhalv10003534m.g	Sp2g17180
OG0002165	Thhalv10011187m.g, Thhalv10003530m.g	Sp2g17160
OG0002166	Thhalv10005819m.g	Sp5g03590
OG0002167	Thhalv10005548m.g	Sp3g04760
OG0002168	Thhalv10005421m.g, Thhalv10005418m.g, Thhalv10016006m.g, Thhalv10015508m.g, Thhalv10015605m.g, Thhalv10015761m.g	Sp2g23500
OG0002169	Thhalv10002476m.g	Sp3g23730
OG0002169	Thhalv10011072m.g	Sp5g09340
OG0002170	Thhalv10009020m.g	Sp1g09680
OG0002170	Thhalv10023742m.g	Sp2g03630
OG0002171	Thhalv10023263m.g, Thhalv10023246m.g, Thhalv10023914m.g, Thhalv10023255m.g	Sp2g03980
OG0002172	Thhalv10024096m.g, Thhalv10024053m.g	Sp2g03040
OG0002173	Thhalv10023840m.g, Thhalv10015346m.g	Sp2g03030, Sp2g03010
OG0002174	Thhalv10007792m.g	Sp1g10240
OG0002174	Thhalv10023498m.g	Sp2g02670
OG0002175	Thhalv10029515m.g, Thhalv10023606m.g, Thhalv10022385m.g	Sp2g01910
OG0002176	Thhalv10006095m.g	Sp5g00720
OG0002177	Thhalv10006716m.g	Sp4g15130, Sp1g03710
OG0002178	Thhalv10019959m.g	Sp3g03240, Sp6g11660, SpUn0054_0050
OG0002179	Thhalv10027450m.g, Thhalv10015816m.g, Thhalv10008770m.g	Sp1g10730
OG0002180	Thhalv10023792m.g	Sp2g02850
OG0002180	Thhalv10009269m.g	Sp1g10090
OG0002181	Thhalv10008794m.g	Sp1g09900
OG0002182	Thhalv10007996m.g, Thhalv10000634m.g, Thhalv10029367m.g	Sp1g09530
OG0002183	Thhalv10007877m.g	Sp1g09040
OG0002184	Thhalv10005127m.g	Sp2g15960
OG0002184	Thhalv10009108m.g	Sp1g11380
OG0002185	Thhalv10008257m.g	Sp1g12470
OG0002186	Thhalv10004358m.g, Thhalv10025388m.g	Sp1g12940, Sp2g13480
OG0002187	Thhalv10008428m.g	Sp2g13370, Sp1g13070
OG0002188	Thhalv10005482m.g	Sp2g13010
OG0002189	Thhalv10008648m.g	Sp5g34260
OG0002189	Thhalv10018943m.g	Sp1g14620
OG0002190	Thhalv10018288m.g	Sp5g33920
OG0002191	Thhalv10029521m.g, Thhalv10008052m.g	Sp1g03600
OG0002192	Thhalv10006811m.g	Sp1g03550
OG0002193	Thhalv10009004m.g, Thhalv10017414m.g	Sp4g14630, Sp1g03470
OG0002194	Thhalv10029253m.g	Sp1g02590, Sp6g03590
OG0002195	Thhalv10023223m.g, Thhalv10006613m.g, Thhalv10001287m.g, Thhalv10000018m.g	Sp5g19220
OG0002196	Thhalv10022665m.g	SpUn0003_0380, Sp3g32890
OG0002197	Thhalv10009140m.g	Sp1g18150, Sp5g31300
OG0002198	Thhalv10008824m.g	Sp1g18430
OG0002199	Thhalv10008032m.g	Sp1g18550
OG0002200	Thhalv10012395m.g	Sp1g37950, Sp1g37940
OG0002201	Thhalv10025814m.g	Sp7g24700
OG0002201	Thhalv10014205m.g	Sp6g17190
OG0002202	Thhalv10026803m.g	Sp7g24040
OG0002202	Thhalv10025781m.g	Sp7g24030
OG0002203	Thhalv10024252m.g	Sp7g22840
OG0002203	Thhalv10025113m.g	Sp7g22835, Sp3g26090
OG0002204	Thhalv10026947m.g	Sp7g21620
OG0002205	Thhalv10009935m.g	Sp7g21290
OG0002206	Thhalv10025672m.g	Sp7g20860
OG0002206	Thhalv10029174m.g	Sp6g05450
OG0002208	Thhalv10003401m.g, Thhalv10029330m.g	Sp5g02207
OG0002209	Thhalv10025978m.g, Thhalv10011887m.g, Thhalv10023148m.g	Sp7g20420
OG0002210	Thhalv10025844m.g	Sp7g19730
OG0002211	Thhalv10025491m.g	Sp7g18410
OG0002211	Thhalv10000928m.g	Sp2g09680
OG0002212	Thhalv10024451m.g	Sp7g12130
OG0002212	Thhalv10024437m.g	Sp7g18400
OG0002213	Thhalv10010848m.g	Sp5g09660
OG0002214	Thhalv10025391m.g	Sp7g15910
OG0002214	Thhalv10025476m.g	Sp7g15900
OG0002215	Thhalv10027089m.g	Sp7g15920
OG0002215	Thhalv10025436m.g	Sp7g15930
OG0002216	Thhalv10022819m.g, Thhalv10022822m.g	Sp3g28110
OG0002217	Thhalv10018026m.g, Thhalv10027623m.g	Sp5g26410
OG0002218	Thhalv10022592m.g	Sp3g28900
OG0002220	Thhalv10025286m.g	Sp7g32820
OG0002220	Thhalv10022705m.g	Sp3g29950
OG0002221	Thhalv10022624m.g	Sp3g30210
OG0002222	Thhalv10023149m.g, Thhalv10021664m.g	Sp3g30650
OG0002223	Thhalv10003075m.g	Sp5g19840, Sp5g18910, SpUn0054_0040
OG0002224	Thhalv10019041m.g	Sp5g21460
OG0002225	Thhalv10027833m.g	Sp7g03970
OG0002225	Thhalv10019161m.g	Sp5g21700
OG0002226	Thhalv10027778m.g	Sp5g21850, Sp7g03890
OG0002227	Thhalv10018816m.g, Thhalv10019798m.g	Sp5g22530
OG0002228	Thhalv10019265m.g	Sp5g23360
OG0002229	Thhalv10009731m.g	Sp1g23010
OG0002229	Thhalv10009768m.g	Sp1g23000
OG0002230	Thhalv10027195m.g, Thhalv10011362m.g	Sp1g06510
OG0002230	Thhalv10020503m.g	Sp3g07740
OG0002231	Thhalv10020618m.g	Sp3g06230, Sp3g06210
OG0002232	Thhalv10002456m.g, Thhalv10014729m.g, Thhalv10020356m.g	Sp3g05990
OG0002233	Thhalv10023968m.g, Thhalv10015023m.g, Thhalv10020145m.g	Sp3g05940
OG0002234	Thhalv10021249m.g	Sp3g05410
OG0002234	Thhalv10021309m.g	Sp3g05400
OG0002235	Thhalv10004472m.g	Sp3g04830
OG0002235	Thhalv10020449m.g	Sp3g04790
OG0002236	Thhalv10003092m.g	Sp6g11650
OG0002236	Thhalv10004344m.g	Sp3g03440
OG0002237	Thhalv10022255m.g, Thhalv10022034m.g, Thhalv10019907m.g	Sp3g03230
OG0002238	Thhalv10022139m.g, Thhalv10022790m.g, Thhalv10021939m.g, Thhalv10005304m.g, Thhalv10012048m.g	Sp7g14450
OG0002239	Thhalv10021846m.g, Thhalv10023096m.g	Sp3g02800
OG0002240	Thhalv10020014m.g	Sp3g02680
OG0002241	Thhalv10023070m.g, Thhalv10021118m.g	Sp3g02270
OG0002242	Thhalv10013649m.g	Sp6g28740
OG0002242	Thhalv10015332m.g, Thhalv10020394m.g	Sp3g01000
OG0002243	Thhalv10010134m.g	Sp4g19890, Sp4g08560, Sp3g00440
OG0002244	Thhalv10024657m.g, Thhalv10022452m.g, Thhalv10026877m.g	Sp7g13310
OG0002245	Thhalv10024982m.g	Sp7g11550, Sp7g11560
OG0002246	Thhalv10016091m.g	Sp6g36210
OG0002246	Thhalv10022159m.g	Sp3g10260
OG0002247	Thhalv10016795m.g	Sp4g24790
OG0002247	Thhalv10006007m.g	Sp5g04190
OG0002248	Thhalv10006298m.g	Sp1g40680, Sp5g03560
OG0002249	Thhalv10006256m.g	Sp4g25870, Sp5g03340
OG0002250	Thhalv10005900m.g, Thhalv10011470m.g	Sp5g01250
OG0002252	Thhalv10010518m.g, Thhalv10023829m.g	Sp5g00030, Sp1g00020
OG0002253	Thhalv10008528m.g	Sp1g16700, Sp1g16690, Sp1g16710
OG0002254	Thhalv10018231m.g	Sp5g28730
OG0002254	Thhalv10006987m.g	Sp1g16220
OG0002255	Thhalv10023137m.g, Thhalv10006892m.g	Sp4g05240
OG0002256	Thhalv10019459m.g	Sp5g27420
OG0002256	Thhalv10007290m.g	Sp1g15430
OG0002257	Thhalv10008655m.g	Sp5g33550, Sp1g15220
OG0002258	Thhalv10001486m.g	Sp4g25980
OG0002259	Thhalv10006605m.g	SpUn0400_0010
OG0002261	Thhalv10002442m.g	Sp3g23090
OG0002262	Thhalv10019582m.g	Sp5g28680
OG0002263	Thhalv10012129m.g, Thhalv10012105m.g, Thhalv10011139m.g, Thhalv10011010m.g	Sp5g14640
OG0002264	Thhalv10005046m.g	Sp2g25610
OG0002264	Thhalv10010659m.g	Sp5g14410
OG0002265	Thhalv10003926m.g	Sp2g25730
OG0002265	Thhalv10010295m.g	Sp5g14140
OG0002266	Thhalv10011023m.g	Sp5g13540
OG0002267	Thhalv10011611m.g	Sp5g11630, Sp1g33470
OG0002268	Thhalv10023024m.g, Thhalv10022692m.g	Sp3g30950
OG0002269	Thhalv10022570m.g	Sp3g30930
OG0002270	Thhalv10023082m.g	Sp4g09720
OG0002271	Thhalv10022564m.g, Thhalv10023126m.g	Sp3g30910
OG0002272	Thhalv10022829m.g, Thhalv10022612m.g	Sp3g30830
OG0002273	Thhalv10011668m.g	Sp1g41700
OG0002274	Thhalv10023233m.g	Sp2g00910
OG0002275	Thhalv10011612m.g	Sp1g32760
OG0002276	Thhalv10011444m.g	Sp1g34020
OG0002276	Thhalv10011443m.g	Sp1g34010
OG0002277	Thhalv10028681m.g, Thhalv10028733m.g	Sp6g06115, Sp6g06120
OG0002278	Thhalv10028580m.g, Thhalv10029398m.g, Thhalv10028581m.g, Thhalv10028583m.g	Sp6g05270
OG0002279	Thhalv10025761m.g	Sp7g16390
OG0002279	Thhalv10001235m.g	Sp2g11670
OG0002280	Thhalv10025854m.g, Thhalv10025863m.g	Sp7g16710, Sp7g16720
OG0002281	Thhalv10006843m.g	Sp1g06770
OG0002285	Thhalv10028879m.g	Sp6g09440
OG0002286	Thhalv10018385m.g	Sp5g34680
OG0002286	Thhalv10011392m.g	Sp1g41910
OG0002287	Thhalv10021009m.g	Sp3g11660
OG0002287	Thhalv10011610m.g	Sp1g41120
OG0002288	Thhalv10021863m.g	Sp3g12220
OG0002290	Thhalv10011877m.g	Sp1g39950
OG0002291	Thhalv10012397m.g	Sp1g39620
OG0002291	Thhalv10008356m.g, Thhalv10012298m.g	Sp1g39630
OG0002292	Thhalv10021071m.g	Sp3g13900
OG0002292	Thhalv10011626m.g	Sp1g39300
OG0002294	Thhalv10025129m.g	Sp7g35030, Sp7g35020
OG0002295	Thhalv10027135m.g	Sp7g26080
OG0002295	Thhalv10001971m.g	Sp2g09760, Sp3g34170
OG0002296	Thhalv10019110m.g	Sp5g34060
OG0002296	Thhalv10017872m.g, Thhalv10008714m.g	Sp1g14840
OG0002297	Thhalv10027825m.g, Thhalv10012333m.g	Sp1g30490, Sp1g30480, Sp7g05270
OG0002298	Thhalv10002309m.g, Thhalv10002813m.g	Sp5g17560
OG0002299	Thhalv10010089m.g	Sp5g16710, Sp5g16720, Sp5g16690
OG0002300	Thhalv10002672m.g	Sp5g16320
OG0002301	Thhalv10002839m.g, Thhalv10002947m.g	Sp5g15530, Sp5g15540
OG0002302	Thhalv10012688m.g	Sp6g21370
OG0002302	Thhalv10002401m.g	Sp5g15370
OG0002303	Thhalv10002974m.g, Thhalv10002769m.g	Sp5g15030
OG0002304	Thhalv10005484m.g	Sp2g14220, Sp2g14230
OG0002305	Thhalv10002674m.g, Thhalv10003066m.g	Sp3g24510, Sp3g27120, Sp1g30880, Sp4g07510, Sp6g11810
OG0002306	Thhalv10017886m.g	Sp5g06790, Sp5g06780
OG0002307	Thhalv10019192m.g	SpUn0117_0020, Sp4g10480, Sp2g07630
OG0002308	Thhalv10017979m.g	Sp1g14190
OG0002309	Thhalv10018028m.g	Sp5g32770, Sp5g32780
OG0002310	Thhalv10018716m.g	SpUn0984_0010, SpUN0984_0020, Sp5g32240
OG0002311	Thhalv10019729m.g	Sp5g32290
OG0002311	Thhalv10019514m.g	Sp5g32220
OG0002312	Thhalv10006634m.g, Thhalv10021382m.g, Thhalv10022147m.g, Thhalv10018018m.g	Sp5g31970
OG0002314	Thhalv10008937m.g	Sp1g18510
OG0002314	Thhalv10019232m.g	Sp5g31560
OG0002315	Thhalv10018854m.g	Sp5g29230, Sp5g29240
OG0002316	Thhalv10018021m.g	Sp5g34410
OG0002317	Thhalv10018086m.g, Thhalv10020518m.g, Thhalv10023142m.g	Sp5g34810
OG0002319	Thhalv10011761m.g	Sp1g35080
OG0002319	Thhalv10010672m.g	Sp5g06880
OG0002320	Thhalv10018093m.g, Thhalv10018074m.g, Thhalv10018202m.g, Thhalv10018158m.g, Thhalv10018082m.g, Thhalv10018087m.g	Sp5g29380
OG0002321	Thhalv10000912m.g	Sp2g12470
OG0002321	Thhalv10025643m.g	Sp7g17010
OG0002322	Thhalv10010458m.g	Sp2g30320, Sp5g11050
OG0002323	Thhalv10010124m.g	Sp5g09520, Sp5g09510
OG0002324	Thhalv10010156m.g, Thhalv10000736m.g, Thhalv10011003m.g	Sp5g07890
OG0002325	Thhalv10016118m.g, Thhalv10010633m.g, Thhalv10000999m.g, Thhalv10014972m.g	Sp5g09020
OG0002326	Thhalv10018710m.g	Sp5g14230
OG0002326	Thhalv10010436m.g	Sp5g07410
OG0002327	Thhalv10010975m.g	Sp5g07290
OG0002327	Thhalv10010159m.g	Sp5g07310
OG0002328	Thhalv10028037m.g, Thhalv10023039m.g, Thhalv10023065m.g, Thhalv10023035m.g	SpUn0417_0010, SpUn0005_0170
OG0002329	Thhalv10002046m.g	SpUn0399_0030, Sp3g33150
OG0002330	Thhalv10000671m.g, Thhalv10027380m.g, Thhalv10000477m.g	Sp3g33320
OG0002331	Thhalv10003989m.g	Sp5g30340, Sp3g34030
OG0002332	Thhalv10003457m.g, Thhalv10003468m.g	Sp7g07070
OG0002333	Thhalv10022263m.g	Sp3g14940
OG0002333	Thhalv10025068m.g	Sp7g14350
OG0002334	Thhalv10002058m.g, Thhalv10023108m.g	Sp7g27430, Sp3g32950
OG0002335	Thhalv10022562m.g, Thhalv10024453m.g	Sp3g32370
OG0002336	Thhalv10022631m.g	Sp3g32210
OG0002337	Thhalv10023180m.g	Sp3g32080, Sp3g32090
OG0002338	Thhalv10022871m.g	Sp3g31800, SpUn0030_0030
OG0002339	Thhalv10022854m.g	Sp3g31790, SpUn0030_0040
OG0002340	Thhalv10025628m.g	Sp7g14770, SpUn0581_0010, SpUn0786_0010, SpUn0413_0010, SpUn1305_0010
OG0002341	Thhalv10005331m.g, Thhalv10006480m.g, Thhalv10006375m.g, Thhalv10010910m.g	Sp5g06700
