Orthogroup	S_diversifolius	S_parvula
OG0004375	Sdiv_ptg000012l_0185-R	Sp2g28270
OG0004376	Sdiv_ptg000012l_0188-R, Sdiv_ptg000007l_1983-R	Sp2g28240
OG0004377	Sdiv_ptg000007l_1981-R, Sdiv_ptg000012l_0190-R	Sp2g28220
OG0004378	Sdiv_ptg000012l_0191-R, Sdiv_ptg000007l_1980-R	Sp2g28200
OG0004379	Sdiv_ptg000012l_0194-R, Sdiv_ptg000007l_1979-R	Sp2g28170
OG0004380	Sdiv_ptg000012l_0195-R, Sdiv_ptg000007l_1978-R	Sp2g28160
OG0004381	Sdiv_ptg000012l_0196-R, Sdiv_ptg000007l_1974-R	Sp2g28120
OG0004382	Sdiv_ptg000007l_1973-R	SpUN1172_0010, Sp2g28100
OG0004383	Sdiv_ptg000012l_0201-R, Sdiv_ptg000007l_1970-R	Sp2g28060
OG0004384	Sdiv_ptg000012l_0203-R, Sdiv_ptg000007l_1968-R	Sp2g28020
OG0004385	Sdiv_ptg000007l_1957-R, Sdiv_ptg000012l_0218-R	Sp2g27860
OG0004386	Sdiv_ptg000007l_1965-R, Sdiv_ptg000012l_0231-R	Sp2g27730
OG0004387	Sdiv_ptg000007l_1945-R	Sp2g27615
OG0004388	Sdiv_ptg000012l_0244-R, Sdiv_ptg000007l_1943-R	Sp2g27590
OG0004389	Sdiv_ptg000012l_0245-R, Sdiv_ptg000007l_1942-R	Sp2g27580
OG0004390	Sdiv_ptg000007l_1937-R, Sdiv_ptg000012l_0248-R	Sp2g27510
OG0004391	Sdiv_ptg000007l_1936-R	Sp2g27480
OG0004393	Sdiv_ptg000007l_1932-R, Sdiv_ptg000012l_0256-R	Sp2g27410
OG0004394	Sdiv_ptg000007l_1931-R, Sdiv_ptg000012l_0257-R	Sp2g27390
OG0004395	Sdiv_ptg000007l_1929-R, Sdiv_ptg000012l_0258-R	Sp2g27370
OG0004396	Sdiv_ptg000012l_0261-R	Sp2g27330
OG0004397	Sdiv_ptg000012l_0270-R	Sp2g27240
OG0004398	Sdiv_ptg000007l_1919-R, Sdiv_ptg000012l_0271-R	Sp2g27230
OG0004399	Sdiv_ptg000012l_0275-R, Sdiv_ptg000007l_1913-R	Sp2g27160
OG0004400	Sdiv_ptg000007l_1912-R, Sdiv_ptg000012l_0276-R	Sp2g27150
OG0004401	Sdiv_ptg000007l_1908-R, Sdiv_ptg000012l_0278-R	Sp2g27120
OG0004402	Sdiv_ptg000007l_1907-R, Sdiv_ptg000012l_0279-R	Sp2g27110
OG0004403	Sdiv_ptg000007l_1906-R, Sdiv_ptg000012l_0280-R	Sp2g27100
OG0004404	Sdiv_ptg000007l_1902-R, Sdiv_ptg000012l_0282-R	Sp2g27060
OG0004405	Sdiv_ptg000012l_0283-R, Sdiv_ptg000007l_1901-R	Sp2g27050
OG0004406	Sdiv_ptg000012l_0286-R	SpUn0382_0010, Sp2g27010
OG0004407	Sdiv_ptg000007l_1900-R, Sdiv_ptg000012l_0287-R	Sp2g27000
OG0004408	Sdiv_ptg000012l_0289-R, Sdiv_ptg000007l_1898-R	Sp2g26970
OG0004409	Sdiv_ptg000007l_1897-R, Sdiv_ptg000012l_0290-R	Sp2g26950
OG0004410	Sdiv_ptg000012l_0291-R, Sdiv_ptg000007l_1895-R	Sp2g26940
OG0004411	Sdiv_ptg000007l_1893-R, Sdiv_ptg000012l_0293-R	Sp2g26920
OG0004412	Sdiv_ptg000012l_0296-R, Sdiv_ptg000007l_1890-R	Sp2g26900
OG0004413	Sdiv_ptg000012l_0298-R, Sdiv_ptg000007l_1889-R	Sp2g26890
OG0004414	Sdiv_ptg000007l_1887-R, Sdiv_ptg000012l_0300-R	Sp2g26860
OG0004415	Sdiv_ptg000007l_1886-R, Sdiv_ptg000012l_0301-R	Sp2g26850
OG0004416	Sdiv_ptg000012l_0302-R, Sdiv_ptg000007l_1885-R	Sp2g26840
OG0004417	Sdiv_ptg000012l_0304-R, Sdiv_ptg000007l_1883-R	Sp2g26810
OG0004418	Sdiv_ptg000012l_0311-R, Sdiv_ptg000007l_1877-R	Sp2g26720
OG0004419	Sdiv_ptg000012l_0320-R, Sdiv_ptg000007l_1871-R	Sp2g26620
OG0004420	Sdiv_ptg000007l_1869-R	Sp2g26610
OG0004422	Sdiv_ptg000007l_1866-R, Sdiv_ptg000012l_0324-R	Sp2g26520
OG0004423	Sdiv_ptg000012l_0325-R, Sdiv_ptg000007l_1865-R	Sp2g26510
OG0004424	Sdiv_ptg000012l_0329-R, Sdiv_ptg000007l_1863-R	Sp2g26470
OG0004425	Sdiv_ptg000012l_0330-R, Sdiv_ptg000007l_1862-R	Sp2g26460
OG0004426	Sdiv_ptg000007l_1859-R, Sdiv_ptg000012l_0334-R	Sp2g26410
OG0004427	Sdiv_ptg000007l_1858-R, Sdiv_ptg000012l_0335-R	Sp2g26400
OG0004428	Sdiv_ptg000002l_0707-R	Sp5g13650
OG0004429	Sdiv_ptg000012l_0340-R, Sdiv_ptg000007l_1850-R	Sp2g26300
OG0004430	Sdiv_ptg000007l_1846-R, Sdiv_ptg000012l_0344-R	Sp2g26250
OG0004431	Sdiv_ptg000012l_0346-R, Sdiv_ptg000007l_1844-R	Sp2g26240
OG0004432	Sdiv_ptg000007l_1842-R, Sdiv_ptg000012l_0349-R	Sp2g26180
OG0004433	Sdiv_ptg000012l_0352-R	Sp2g26150, Sp2g26160
OG0004434	Sdiv_ptg000007l_1840-R, Sdiv_ptg000012l_0354-R	Sp2g26130
OG0004435	Sdiv_ptg000007l_1839-R	Sp2g26100
OG0004436	Sdiv_ptg000012l_0357-R, Sdiv_ptg000007l_1837-R	Sp2g26080
OG0004437	Sdiv_ptg000007l_1834-R, Sdiv_ptg000012l_0360-R	Sp2g26050
OG0004438	Sdiv_ptg000012l_0372-R, Sdiv_ptg000007l_1821-R	Sp2g25940
OG0004439	Sdiv_ptg000012l_0373-R, Sdiv_ptg000007l_1819-R	Sp2g25930
OG0004440	Sdiv_ptg000007l_1813-R, Sdiv_ptg000012l_0379-R	Sp2g25860
OG0004441	Sdiv_ptg000012l_0381-R, Sdiv_ptg000007l_1811-R	Sp2g25830
OG0004442	Sdiv_ptg000007l_1810-R, Sdiv_ptg000012l_0382-R	Sp2g25820
OG0004443	Sdiv_ptg000007l_1809-R, Sdiv_ptg000012l_0383-R	Sp2g25810
OG0004444	Sdiv_ptg000007l_1802-R, Sdiv_ptg000012l_0391-R	Sp2g25690
OG0004445	Sdiv_ptg000012l_0397-R, Sdiv_ptg000007l_1800-R	Sp2g25650
OG0004446	Sdiv_ptg000007l_1799-R, Sdiv_ptg000012l_0398-R	Sp2g25640
OG0004447	Sdiv_ptg000012l_0400-R, Sdiv_ptg000007l_1797-R	Sp2g25620
OG0004448	Sdiv_ptg000012l_0403-R, Sdiv_ptg000007l_1793-R	Sp2g25560
OG0004449	Sdiv_ptg000007l_1792-R	Sp2g25550
OG0004450	Sdiv_ptg000012l_0406-R, Sdiv_ptg000007l_1790-R	Sp2g25490
OG0004451	Sdiv_ptg000007l_1783-R, Sdiv_ptg000012l_0414-R	Sp2g25390
OG0004452	Sdiv_ptg000012l_0415-R, Sdiv_ptg000007l_1782-R	Sp2g25350
OG0004453	Sdiv_ptg000012l_0421-R, Sdiv_ptg000007l_1777-R	Sp2g25260
OG0004454	Sdiv_ptg000012l_0426-R, Sdiv_ptg000007l_1772-R	Sp2g25190
OG0004455	Sdiv_ptg000012l_0427-R, Sdiv_ptg000007l_1771-R	Sp2g25180
OG0004456	Sdiv_ptg000007l_1770-R, Sdiv_ptg000012l_0430-R	Sp2g25160
OG0004457	Sdiv_ptg000012l_0432-R, Sdiv_ptg000007l_1769-R	Sp2g25140
OG0004458	Sdiv_ptg000007l_1765-R, Sdiv_ptg000012l_0438-R	Sp2g25080
OG0004459	Sdiv_ptg000007l_1761-R, Sdiv_ptg000012l_0440-R	Sp2g25050
OG0004460	Sdiv_ptg000007l_1758-R	Sp2g25020
OG0004461	Sdiv_ptg000012l_0445-R, Sdiv_ptg000007l_1754-R	Sp2g24970
OG0004462	Sdiv_ptg000007l_1753-R, Sdiv_ptg000012l_0446-R	Sp2g24960
OG0004463	Sdiv_ptg000007l_1746-R, Sdiv_ptg000012l_0448-R	Sp2g24830
OG0004464	Sdiv_ptg000007l_1735-R, Sdiv_ptg000012l_0460-R	Sp2g24680
OG0004465	Sdiv_ptg000007l_1732-R, Sdiv_ptg000012l_0463-R	Sp2g24630
OG0004466	Sdiv_ptg000012l_0464-R, Sdiv_ptg000007l_1731-R	Sp2g24620
OG0004467	Sdiv_ptg000012l_0466-R, Sdiv_ptg000007l_1729-R	Sp2g24590
OG0004468	Sdiv_ptg000012l_0468-R	Sp2g24540
OG0004469	Sdiv_ptg000007l_1725-R, Sdiv_ptg000012l_0472-R	Sp2g24500
OG0004470	Sdiv_ptg000012l_0474-R, Sdiv_ptg000007l_1724-R	Sp2g24470
OG0004471	Sdiv_ptg000007l_1718-R, Sdiv_ptg000007l_1717-R	Sp2g24430
OG0004472	Sdiv_ptg000012l_0479-R	Sp2g24400
OG0004473	Sdiv_ptg000012l_0480-R, Sdiv_ptg000007l_1712-R	Sp2g24380
OG0004474	Sdiv_ptg000012l_0485-R, Sdiv_ptg000007l_1710-R	Sp2g24340
OG0004475	Sdiv_ptg000007l_1706-R, Sdiv_ptg000012l_0490-R	Sp2g24280
OG0004476	Sdiv_ptg000012l_0492-R	Sp2g24250
OG0004477	Sdiv_ptg000012l_0496-R, Sdiv_ptg000007l_1697-R	Sp2g24200
OG0004479	Sdiv_ptg000012l_0596-R, Sdiv_ptg000007l_1606-R	Sp2g22950
OG0004480	Sdiv_ptg000012l_0594-R, Sdiv_ptg000007l_1608-R	Sp2g22990
OG0004481	Sdiv_ptg000007l_1612-R, Sdiv_ptg000012l_0586-R	Sp2g23060
OG0004482	Sdiv_ptg000012l_0580-R	Sp2g23140
OG0004483	Sdiv_ptg000007l_1616-R, Sdiv_ptg000012l_0579-R	Sp2g23150
OG0004484	Sdiv_ptg000007l_1626-R, Sdiv_ptg000012l_0572-R	Sp2g23250
OG0004485	Sdiv_ptg000012l_0569-R, Sdiv_ptg000007l_1628-R	Sp2g23290
OG0004486	Sdiv_ptg000012l_0568-R	Sp2g23350
OG0004487	Sdiv_ptg000007l_1634-R, Sdiv_ptg000012l_0567-R	Sp2g23370
OG0004488	Sdiv_ptg000007l_1640-R, Sdiv_ptg000012l_0560-R	Sp2g23450
OG0004489	Sdiv_ptg000012l_0557-R, Sdiv_ptg000007l_1644-R	Sp2g23510
OG0004490	Sdiv_ptg000007l_1647-R	Sp2g23560
OG0004491	Sdiv_ptg000012l_0552-R	Sp2g23580
OG0004492	Sdiv_ptg000012l_0548-R, Sdiv_ptg000007l_1653-R	Sp2g23630
OG0004493	Sdiv_ptg000012l_0537-R, Sdiv_ptg000007l_1662-R	Sp2g23730
OG0004494	Sdiv_ptg000012l_0536-R, Sdiv_ptg000007l_1663-R	Sp2g23750
OG0004495	Sdiv_ptg000012l_0530-R, Sdiv_ptg000007l_1664-R	Sp2g23770
OG0004496	Sdiv_ptg000012l_0529-R, Sdiv_ptg000007l_1665-R	Sp2g23780
OG0004497	Sdiv_ptg000012l_0527-R	Sp2g23820
OG0004498	Sdiv_ptg000012l_0523-R, Sdiv_ptg000007l_1671-R	Sp2g23850
OG0004499	Sdiv_ptg000007l_1673-R, Sdiv_ptg000012l_0521-R	Sp2g23870
OG0004500	Sdiv_ptg000007l_1674-R	Sp2g23890
OG0004501	Sdiv_ptg000007l_1678-R, Sdiv_ptg000012l_0516-R	Sp2g23930
OG0004502	Sdiv_ptg000007l_1679-R, Sdiv_ptg000012l_0515-R	Sp2g23940
OG0004503	Sdiv_ptg000007l_1682-R, Sdiv_ptg000012l_0512-R	Sp2g23970
OG0004504	Sdiv_ptg000012l_0505-R, Sdiv_ptg000007l_1690-R	Sp2g24090
OG0004505	Sdiv_ptg000012l_0502-R	Sp2g24130
OG0004506	Sdiv_ptg000012l_0500-R, Sdiv_ptg000007l_1693-R	Sp2g24160
OG0004507	Sdiv_ptg000012l_0601-R, Sdiv_ptg000007l_1599-R	Sp2g22860
OG0004508	Sdiv_ptg000012l_0603-R	Sp2g22840
OG0004509	Sdiv_ptg000012l_0609-R, Sdiv_ptg000007l_1595-R	Sp2g22800
OG0004510	Sdiv_ptg000007l_1594-R, Sdiv_ptg000012l_0610-R	Sp2g22790
OG0004511	Sdiv_ptg000012l_0611-R, Sdiv_ptg000007l_1593-R	Sp2g22780
OG0004512	Sdiv_ptg000012l_0614-R, Sdiv_ptg000007l_1591-R	Sp2g22750
OG0004513	Sdiv_ptg000012l_0615-R, Sdiv_ptg000007l_1589-R	Sp2g22740
OG0004514	Sdiv_ptg000012l_0618-R, Sdiv_ptg000007l_1587-R	Sp2g22710
OG0004515	Sdiv_ptg000012l_0620-R, Sdiv_ptg000007l_1582-R	Sp2g22650
OG0004516	Sdiv_ptg000007l_1581-R, Sdiv_ptg000012l_0622-R	Sp2g22640
OG0004517	Sdiv_ptg000012l_0629-R, Sdiv_ptg000007l_1578-R	Sp2g22560
OG0004518	Sdiv_ptg000012l_0631-R, Sdiv_ptg000007l_1574-R	Sp2g22520
OG0004519	Sdiv_ptg000007l_1568-R, Sdiv_ptg000012l_0637-R	Sp2g22450
OG0004520	Sdiv_ptg000012l_0645-R, Sdiv_ptg000007l_1562-R	Sp2g22340
OG0004521	Sdiv_ptg000007l_1545-R, Sdiv_ptg000012l_0662-R	Sp2g22080
OG0004522	Sdiv_ptg000007l_1543-R, Sdiv_ptg000012l_0664-R	Sp2g22070
OG0004523	Sdiv_ptg000012l_0667-R, Sdiv_ptg000007l_1541-R	Sp2g22040
OG0004524	Sdiv_ptg000012l_0670-R, Sdiv_ptg000007l_1537-R	Sp2g22010
OG0004525	Sdiv_ptg000007l_1535-R, Sdiv_ptg000012l_0672-R	Sp2g21960
OG0004526	Sdiv_ptg000007l_1533-R, Sdiv_ptg000012l_0674-R	Sp2g21940
OG0004527	Sdiv_ptg000007l_1531-R	Sp2g21920
OG0004528	Sdiv_ptg000012l_0676-R, Sdiv_ptg000007l_1530-R	Sp2g21910
OG0004529	Sdiv_ptg000007l_1527-R, Sdiv_ptg000012l_0682-R	Sp2g21860
OG0004530	Sdiv_ptg000012l_0686-R, Sdiv_ptg000007l_1521-R	Sp2g21790
OG0004531	Sdiv_ptg000007l_1518-R, Sdiv_ptg000012l_0687-R	Sp2g21760
OG0004532	Sdiv_ptg000007l_1510-R, Sdiv_ptg000012l_0693-R	Sp2g21690
OG0004534	Sdiv_ptg000007l_1507-R, Sdiv_ptg000012l_0698-R	Sp2g21590
OG0004535	Sdiv_ptg000007l_1506-R, Sdiv_ptg000012l_0700-R	Sp2g21580
OG0004536	Sdiv_ptg000007l_1505-R	Sp2g21570
OG0004537	Sdiv_ptg000012l_0711-R, Sdiv_ptg000007l_1497-R	Sp2g21450
OG0004538	Sdiv_ptg000012l_0712-R, Sdiv_ptg000007l_1496-R	Sp2g21430
OG0004539	Sdiv_ptg000012l_0713-R	Sp2g21410
OG0004540	Sdiv_ptg000007l_1494-R, Sdiv_ptg000012l_0714-R	Sp2g21400
OG0004541	Sdiv_ptg000007l_1491-R, Sdiv_ptg000012l_0720-R	Sp2g21350
OG0004542	Sdiv_ptg000007l_1490-R, Sdiv_ptg000012l_0721-R	Sp2g21340
OG0004543	Sdiv_ptg000007l_1488-R, Sdiv_ptg000012l_0722-R	Sp2g21330
OG0004544	Sdiv_ptg000007l_1486-R, Sdiv_ptg000012l_0723-R	Sp2g21310
OG0004545	Sdiv_ptg000012l_0724-R, Sdiv_ptg000007l_1485-R	Sp2g21300
OG0004546	Sdiv_ptg000012l_0726-R, Sdiv_ptg000007l_1482-R	Sp2g21250
OG0004547	Sdiv_ptg000012l_0728-R, Sdiv_ptg000007l_1478-R	Sp2g21210
OG0004548	Sdiv_ptg000012l_0730-R, Sdiv_ptg000007l_1476-R	Sp2g21170
OG0004549	Sdiv_ptg000012l_0734-R, Sdiv_ptg000007l_1474-R	Sp2g21130
OG0004550	Sdiv_ptg000007l_1473-R, Sdiv_ptg000012l_0735-R	Sp2g21110
OG0004551	Sdiv_ptg000012l_0736-R, Sdiv_ptg000007l_1471-R	Sp2g21090
OG0004552	Sdiv_ptg000007l_1470-R, Sdiv_ptg000012l_0738-R	Sp2g21060
OG0004553	Sdiv_ptg000007l_1469-R, Sdiv_ptg000012l_0739-R	Sp2g21050
OG0004554	Sdiv_ptg000012l_0741-R, Sdiv_ptg000007l_1467-R	Sp2g21030
OG0004555	Sdiv_ptg000007l_1459-R	Sp2g20910
OG0004556	Sdiv_ptg000012l_0751-R, Sdiv_ptg000007l_1455-R	Sp2g20850
OG0004557	Sdiv_ptg000007l_1449-R, Sdiv_ptg000012l_0754-R	Sp2g20770
OG0004558	Sdiv_ptg000007l_1447-R, Sdiv_ptg000012l_0758-R	Sp2g20730
OG0004559	Sdiv_ptg000007l_1446-R, Sdiv_ptg000012l_0759-R	Sp2g20720
OG0004560	Sdiv_ptg000001l_2015-R	Sp3g04040
OG0004561	Sdiv_ptg000007l_1439-R, Sdiv_ptg000012l_0768-R	Sp2g20600
OG0004562	Sdiv_ptg000012l_0769-R, Sdiv_ptg000007l_1438-R	Sp2g20560
OG0004563	Sdiv_ptg000007l_1437-R, Sdiv_ptg000012l_0770-R	Sp2g20540
OG0004564	Sdiv_ptg000007l_1435-R, Sdiv_ptg000012l_0773-R	Sp2g20510
OG0004565	Sdiv_ptg000012l_0779-R, Sdiv_ptg000007l_1433-R	Sp2g20440
OG0004566	Sdiv_ptg000012l_0786-R, Sdiv_ptg000007l_1427-R	Sp2g20340
OG0004567	Sdiv_ptg000012l_0788-R, Sdiv_ptg000007l_1425-R	Sp2g20320
OG0004568	Sdiv_ptg000007l_1418-R, Sdiv_ptg000012l_0794-R	Sp2g20220
OG0004569	Sdiv_ptg000012l_0795-R, Sdiv_ptg000007l_1417-R	Sp2g20210
OG0004571	Sdiv_ptg000012l_0796-R, Sdiv_ptg000007l_1404-R	Sp2g20170
OG0004572	Sdiv_ptg000007l_1407-R	Sp2g20130
OG0004573	Sdiv_ptg000012l_0799-R, Sdiv_ptg000007l_1408-R	Sp2g20110
OG0004574	Sdiv_ptg000012l_0800-R, Sdiv_ptg000007l_1409-R	Sp2g20100
OG0004575	Sdiv_ptg000007l_1413-R, Sdiv_ptg000012l_0804-R	Sp2g20050
OG0004576	Sdiv_ptg000012l_0808-R, Sdiv_ptg000007l_1401-R	Sp2g20000
OG0004577	Sdiv_ptg000012l_0809-R, Sdiv_ptg000007l_1400-R	Sp2g19990
OG0004578	Sdiv_ptg000007l_1399-R, Sdiv_ptg000012l_0810-R	Sp2g19980
OG0004579	Sdiv_ptg000014l_1814-R, Sdiv_ptg000012l_0812-R	Sp2g19960
OG0004580	Sdiv_ptg000012l_0813-R	Sp2g19950
OG0004581	Sdiv_ptg000012l_0814-R, Sdiv_ptg000007l_1397-R	Sp2g19940
OG0004582	Sdiv_ptg000007l_1396-R, Sdiv_ptg000012l_0815-R	Sp2g19930
OG0004583	Sdiv_ptg000012l_0823-R, Sdiv_ptg000007l_1391-R	Sp2g19850
OG0004584	Sdiv_ptg000007l_1388-R	SpUn0021_0040, Sp2g19810
OG0004585	Sdiv_ptg000012l_0829-R	Sp2g19770, SpUn0021_0080
OG0004586	Sdiv_ptg000007l_1379-R, Sdiv_ptg000012l_0836-R	Sp2g19710
OG0004587	Sdiv_ptg000012l_0842-R, Sdiv_ptg000007l_1374-R	Sp2g19640
OG0004588	Sdiv_ptg000012l_0844-R, Sdiv_ptg000007l_1371-R	Sp2g19600
OG0004589	Sdiv_ptg000012l_0845-R, Sdiv_ptg000007l_1370-R	Sp2g19590
OG0004590	Sdiv_ptg000007l_1364-R, Sdiv_ptg000012l_0852-R	Sp2g19410
OG0004591	Sdiv_ptg000007l_1360-R, Sdiv_ptg000012l_0854-R	Sp2g19380
OG0004592	Sdiv_ptg000012l_0856-R, Sdiv_ptg000007l_1358-R	Sp2g19340
OG0004593	Sdiv_ptg000007l_1355-R, Sdiv_ptg000012l_0858-R	Sp2g19310
OG0004594	Sdiv_ptg000012l_0866-R, Sdiv_ptg000007l_1349-R	Sp2g19230
OG0004595	Sdiv_ptg000012l_0867-R, Sdiv_ptg000007l_1347-R	Sp2g19210
OG0004596	Sdiv_ptg000012l_0875-R, Sdiv_ptg000005l_0134-R	Sp2g19130
OG0004597	Sdiv_ptg000012l_0877-R, Sdiv_ptg000007l_1342-R	Sp2g19090
OG0004598	Sdiv_ptg000012l_0879-R, Sdiv_ptg000007l_1340-R	Sp2g19070
OG0004599	Sdiv_ptg000012l_0880-R, Sdiv_ptg000007l_1339-R	Sp2g19060
OG0004600	Sdiv_ptg000007l_1337-R, Sdiv_ptg000012l_0884-R	Sp2g19020
OG0004601	Sdiv_ptg000007l_1332-R	Sp2g18940
OG0004602	Sdiv_ptg000012l_0892-R, Sdiv_ptg000007l_1329-R	Sp2g18910
OG0004603	Sdiv_ptg000012l_0893-R, Sdiv_ptg000007l_1328-R	Sp2g18900
OG0004604	Sdiv_ptg000012l_0894-R, Sdiv_ptg000007l_1327-R	Sp2g18890
OG0004605	Sdiv_ptg000007l_1326-R, Sdiv_ptg000012l_0895-R	Sp2g18880
OG0004606	Sdiv_ptg000007l_1325-R	Sp2g18870
OG0004607	Sdiv_ptg000012l_0898-R, Sdiv_ptg000007l_1322-R	Sp2g18830
OG0004608	Sdiv_ptg000007l_1321-R, Sdiv_ptg000012l_0899-R	Sp2g18820
OG0004609	Sdiv_ptg000007l_1316-R, Sdiv_ptg000012l_0903-R	Sp2g18730
OG0004610	Sdiv_ptg000007l_1309-R, Sdiv_ptg000012l_0913-R	Sp2g18620
OG0004611	Sdiv_ptg000007l_1308-R, Sdiv_ptg000012l_0914-R	Sp2g18610
OG0004612	Sdiv_ptg000012l_0917-R, Sdiv_ptg000007l_1304-R	Sp2g18580
OG0004613	Sdiv_ptg000007l_1303-R, Sdiv_ptg000012l_0919-R	Sp2g18570
OG0004614	Sdiv_ptg000012l_0920-R, Sdiv_ptg000007l_1302-R	Sp2g18560
OG0004615	Sdiv_ptg000007l_1295-R, Sdiv_ptg000012l_0928-R	Sp2g18480
OG0004616	Sdiv_ptg000012l_0929-R, Sdiv_ptg000007l_1294-R	Sp2g18470
OG0004617	Sdiv_ptg000007l_1290-R, Sdiv_ptg000012l_0935-R	Sp2g18420
OG0004618	Sdiv_ptg000012l_0936-R, Sdiv_ptg000007l_1289-R	Sp2g18410
OG0004619	Sdiv_ptg000012l_0939-R, Sdiv_ptg000007l_1286-R	Sp2g18370
OG0004620	Sdiv_ptg000012l_0942-R, Sdiv_ptg000007l_1281-R	Sp2g18330
OG0004621	Sdiv_ptg000012l_0943-R, Sdiv_ptg000007l_1280-R	Sp2g18320
OG0004622	Sdiv_ptg000012l_0944-R, Sdiv_ptg000007l_1279-R	Sp2g18310
OG0004623	Sdiv_ptg000012l_0945-R, Sdiv_ptg000007l_1277-R	Sp2g18300
OG0004624	Sdiv_ptg000007l_1273-R, Sdiv_ptg000012l_0948-R	Sp2g18250
OG0004625	Sdiv_ptg000007l_1272-R, Sdiv_ptg000012l_0949-R	Sp2g18240
OG0004626	Sdiv_ptg000007l_1271-R, Sdiv_ptg000012l_0950-R	Sp2g18210
OG0004627	Sdiv_ptg000012l_0956-R, Sdiv_ptg000007l_1266-R	Sp2g18140
OG0004628	Sdiv_ptg000007l_1262-R, Sdiv_ptg000012l_0960-R	Sp2g18100
OG0004629	Sdiv_ptg000007l_1260-R, Sdiv_ptg000012l_0961-R	Sp2g18090
OG0004630	Sdiv_ptg000012l_0963-R, Sdiv_ptg000007l_1258-R	Sp2g18050
OG0004631	Sdiv_ptg000012l_0965-R, Sdiv_ptg000007l_1252-R	Sp2g18010
OG0004632	Sdiv_ptg000012l_0966-R, Sdiv_ptg000007l_1251-R	Sp2g17990
OG0004633	Sdiv_ptg000007l_1249-R, Sdiv_ptg000012l_0968-R	Sp2g17960
OG0004634	Sdiv_ptg000012l_0971-R, Sdiv_ptg000007l_1246-R	Sp2g17910
OG0004635	Sdiv_ptg000012l_0972-R, Sdiv_ptg000007l_1245-R	Sp2g17890
OG0004636	Sdiv_ptg000007l_1243-R	Sp1g26250, Sp2g17870
OG0004637	Sdiv_ptg000007l_1242-R, Sdiv_ptg000012l_0977-R	Sp2g17830
OG0004638	Sdiv_ptg000012l_0988-R, Sdiv_ptg000007l_1232-R	Sp2g17680
OG0004639	Sdiv_ptg000007l_1231-R	Sp2g17670
OG0004640	Sdiv_ptg000007l_1230-R, Sdiv_ptg000012l_0989-R	Sp2g17660
OG0004641	Sdiv_ptg000012l_0992-R, Sdiv_ptg000007l_1228-R	Sp2g17630
OG0004642	Sdiv_ptg000007l_1223-R, Sdiv_ptg000012l_0996-R	Sp2g17560
OG0004643	Sdiv_ptg000012l_0997-R	Sp2g17530
OG0004644	Sdiv_ptg000012l_0999-R	Sp2g17510
OG0004645	Sdiv_ptg000007l_1212-R, Sdiv_ptg000012l_1009-R	Sp2g17340
OG0004646	Sdiv_ptg000007l_1211-R, Sdiv_ptg000012l_1010-R	Sp2g17330
OG0004647	Sdiv_ptg000012l_1011-R, Sdiv_ptg000007l_1210-R	Sp2g17320
OG0004649	Sdiv_ptg000012l_1024-R, Sdiv_ptg000007l_1192-R	Sp2g17090
OG0004650	Sdiv_ptg000012l_1044-R, Sdiv_ptg000007l_1178-R	Sp2g16880
OG0004651	Sdiv_ptg000007l_1177-R, Sdiv_ptg000012l_1045-R	Sp2g16870
OG0004652	Sdiv_ptg000012l_1046-R, Sdiv_ptg000007l_1176-R	Sp2g16860
OG0004653	Sdiv_ptg000007l_1174-R, Sdiv_ptg000012l_1050-R	Sp2g16820
OG0004654	Sdiv_ptg000007l_1169-R, Sdiv_ptg000012l_1057-R	Sp2g16720
OG0004655	Sdiv_ptg000007l_1168-R, Sdiv_ptg000012l_1058-R	Sp2g16710
OG0004656	Sdiv_ptg000007l_1167-R, Sdiv_ptg000012l_1059-R	Sp2g16700
OG0004657	Sdiv_ptg000007l_1164-R, Sdiv_ptg000012l_1062-R	Sp2g16680
OG0004658	Sdiv_ptg000012l_1064-R	Sp2g16660, Sp4g28330
OG0004659	Sdiv_ptg000012l_1069-R	SpUn0633_0010, Sp2g16590
OG0004660	Sdiv_ptg000012l_1070-R, Sdiv_ptg000007l_1157-R	Sp2g16580
OG0004661	Sdiv_ptg000012l_1074-R, Sdiv_ptg000007l_1154-R	Sp2g16540
OG0004662	Sdiv_ptg000007l_1153-R, Sdiv_ptg000012l_1075-R	Sp2g16530
OG0004664	Sdiv_ptg000012l_1077-R, Sdiv_ptg000007l_1150-R	Sp2g16490
OG0004665	Sdiv_ptg000007l_1145-R, Sdiv_ptg000012l_1083-R	Sp2g16390
OG0004666	Sdiv_ptg000012l_1086-R, Sdiv_ptg000007l_1142-R	Sp2g16360
OG0004667	Sdiv_ptg000007l_1141-R	Sp2g16350
OG0004668	Sdiv_ptg000012l_1089-R, Sdiv_ptg000007l_1140-R	Sp2g16340
OG0004669	Sdiv_ptg000012l_1098-R, Sdiv_ptg000007l_1134-R	Sp2g16220
OG0004670	Sdiv_ptg000012l_1100-R, Sdiv_ptg000007l_1132-R	Sp2g16190
OG0004671	Sdiv_ptg000012l_1103-R, Sdiv_ptg000007l_1127-R	Sp2g16150
OG0004672	Sdiv_ptg000007l_1122-R, Sdiv_ptg000012l_1107-R	Sp2g16100
OG0004673	Sdiv_ptg000007l_1121-R, Sdiv_ptg000012l_1108-R	Sp2g16090
OG0004674	Sdiv_ptg000012l_1109-R, Sdiv_ptg000007l_1120-R	Sp2g16080
