Orthogroup	S_parvula	E_salsugineum
OG0001056	Sp7g11070	Thhalv10026896m.g
OG0001058	Sp7g03130	Thhalv10000632m.g, Thhalv10000034m.g, Thhalv10002367m.g, Thhalv10000552m.g, Thhalv10000035m.g, Thhalv10000033m.g, Thhalv10002360m.g, Thhalv10000044m.g
OG0001059	Sp4g03860	Thhalv10000479m.g, Thhalv10003338m.g
OG0001060	Sp4g04750, Sp4g04620, Sp4g04610	Thhalv10000450m.g, Thhalv10000474m.g
OG0001061	Sp7g29910	Thhalv10025629m.g
OG0001061	Sp4g04390	Thhalv10000224m.g
OG0001063	Sp7g29410	Thhalv10026315m.g
OG0001063	Sp4g03580	Thhalv10000328m.g
OG0001064	Sp4g03040	Thhalv10000567m.g, Thhalv10000491m.g, Thhalv10000581m.g, Thhalv10000706m.g
OG0001065	Sp7g28410	Thhalv10024678m.g
OG0001065	Sp4g02850	Thhalv10000081m.g
OG0001066	Sp4g02810	Thhalv10000263m.g
OG0001066	Sp7g28350	Thhalv10025830m.g
OG0001067	Sp4g02550	Thhalv10000625m.g
OG0001067	Sp4g02560, Sp4g02540	Thhalv10000533m.g
OG0001068	Sp4g02410	Thhalv10000109m.g
OG0001068	Sp7g34830	Thhalv10024704m.g
OG0001071	Sp4g22720	Thhalv10016304m.g
OG0001071	Sp5g06390	Thhalv10005804m.g
OG0001072	Sp4g22210	Thhalv10017249m.g
OG0001072	Sp5g06710	Thhalv10010740m.g
OG0001073	Sp4g22060	Thhalv10016850m.g
OG0001073	Sp7g28500	Thhalv10025578m.g
OG0001073	Sp5g06890	Thhalv10002042m.g
OG0001074	Sp4g20970	Thhalv10016625m.g
OG0001074	Sp5g08210	Thhalv10010345m.g
OG0001075	Sp4g20960	Thhalv10016956m.g
OG0001075	Sp5g08220	Thhalv10010568m.g
OG0001076	Sp4g20870	Thhalv10017438m.g
OG0001076	Sp4g20860	Thhalv10017425m.g
OG0001077	Sp5g08440	Thhalv10010224m.g
OG0001077	Sp4g20210	Thhalv10016423m.g
OG0001078	Sp4g13700	Thhalv10017908m.g, Thhalv10017830m.g
OG0001079	Sp4g19530, Sp5g08890	Thhalv10010644m.g
OG0001080	Sp4g18950	Thhalv10017224m.g
OG0001080	Sp5g09200	Thhalv10023701m.g
OG0001081	Sp5g09300	Thhalv10010779m.g
OG0001081	Sp4g18900	Thhalv10017341m.g
OG0001082	Sp4g18340, Sp4g18330	Thhalv10017240m.g, Thhalv10017241m.g
OG0001083	Sp4g18100	Thhalv10016712m.g
OG0001083	Sp1g38100	Thhalv10011514m.g
OG0001084	Sp4g17950	Thhalv10016360m.g
OG0001084	Sp7g17360	Thhalv10024621m.g
OG0001085	Sp4g17460	Thhalv10017195m.g
OG0001085	Sp3g28400	Thhalv10022834m.g
OG0001087	Sp1g26800	Thhalv10007059m.g
OG0001087	Sp4g17240	Thhalv10016381m.g
OG0001088	Sp1g26230	Thhalv10006546m.g
OG0001088	Sp4g16940	Thhalv10016133m.g
OG0001089	Sp1g25860	Thhalv10007784m.g
OG0001089	Sp4g16770	Thhalv10016749m.g
OG0001090	Sp1g25130	Thhalv10009096m.g
OG0001090	Sp4g16470	Thhalv10017416m.g
OG0001091	Sp4g15640	Thhalv10017042m.g
OG0001091	Sp1g03350	Thhalv10008311m.g
OG0001092	SpUn0146_0010, Sp6g05840	Thhalv10028948m.g
OG0001092	Sp1g30280	Thhalv10028920m.g
OG0001093	Sp7g21800	Thhalv10024614m.g
OG0001093	Sp6g06430	Thhalv10029385m.g
OG0001094	Sp6g06680	Thhalv10026968m.g, Thhalv10015091m.g
OG0001095	Sp6g06770	Thhalv10029381m.g, Thhalv10029147m.g, Thhalv10029424m.g, Thhalv10029142m.g
OG0001096	Sp6g06970	Thhalv10028770m.g
OG0001096	Sp6g06950	Thhalv10028774m.g
OG0001097	Sp6g07490, SpUn1102_0010	Thhalv10029469m.g, Thhalv10029471m.g, Thhalv10029259m.g, Thhalv10029136m.g
OG0001098	Sp6g07620	Thhalv10029361m.g
OG0001099	Sp6g07900	Thhalv10028966m.g
OG0001099	Sp1g20250	Thhalv10008896m.g
OG0001100	Sp6g09340	Thhalv10029008m.g
OG0001100	Sp3g08130	Thhalv10021608m.g
OG0001101	Sp7g36870	Thhalv10025379m.g
OG0001101	Sp4g00510	Thhalv10000191m.g
OG0001102	Sp7g36750	Thhalv10024425m.g
OG0001102	Sp4g00590	Thhalv10000048m.g
OG0001103	Sp7g36620	Thhalv10026317m.g
OG0001103	Sp4g00760	Thhalv10000333m.g
OG0001104	Sp7g36250	Thhalv10024781m.g
OG0001104	Sp7g36240	Thhalv10019543m.g
OG0001106	Sp4g01390	Thhalv10000164m.g
OG0001106	Sp7g35910	Thhalv10025198m.g
OG0001107	Sp7g35880	Thhalv10000315m.g
OG0001107	Sp4g01420	Thhalv10000314m.g
OG0001108	Sp4g01670	Thhalv10000598m.g
OG0001108	Sp7g35590	Thhalv10026139m.g
OG0001110	Sp5g05040	Thhalv10006029m.g
OG0001110	Sp4g24150	Thhalv10016777m.g
OG0001111	Sp4g24410	Thhalv10016442m.g
OG0001111	Sp5g04830	Thhalv10005862m.g
OG0001112	Sp5g04060	Thhalv10006196m.g
OG0001112	Sp4g24950	Thhalv10017047m.g
OG0001113	Sp5g03930	Thhalv10005954m.g
OG0001113	Sp4g25150	Thhalv10016573m.g
OG0001114	Sp4g25370	Thhalv10001470m.g
OG0001114	Sp5g03760	Thhalv10006015m.g
OG0001115	Sp4g25540	Thhalv10006355m.g
OG0001115	Sp5g03600	Thhalv10001710m.g
OG0001116	Sp7g12350	Thhalv10026643m.g
OG0001116	Sp3g21060	Thhalv10021815m.g
OG0001117	Sp4g26240	Thhalv10001367m.g
OG0001117	Sp5g03210	Thhalv10005854m.g
OG0001118	Sp5g03110	Thhalv10005966m.g
OG0001119	Sp5g02940	Thhalv10006159m.g
OG0001119	Sp4g26840	Thhalv10001587m.g
OG0001120	Sp6g00170	Thhalv10028667m.g
OG0001120	Sp4g27330	Thhalv10001454m.g
OG0001121	Sp4g28250	Thhalv10001443m.g
OG0001121	Sp5g01830	Thhalv10005967m.g
OG0001122	Sp6g07280, SpUn0121_0030, Sp4g29310	Thhalv10001544m.g
OG0001123	Sp5g00670	Thhalv10006266m.g
OG0001123	Sp4g29580	Thhalv10001688m.g
OG0001124	Sp5g00730	Thhalv10006347m.g
OG0001124	Sp4g29630	Thhalv10001702m.g
OG0001125	Sp5g33140	Thhalv10018244m.g
OG0001125	Sp1g19650	Thhalv10009756m.g
OG0001126	Sp1g19700	Thhalv10007894m.g
OG0001126	Sp5g33220	Thhalv10018695m.g
OG0001127	Sp1g20350	Thhalv10006737m.g
OG0001127	Sp5g26570	Thhalv10018097m.g
OG0001128	Sp5g26540, SpUn0807_0010, SpUn0209_0010	Thhalv10018465m.g
OG0001129	Sp1g20380	Thhalv10008042m.g
OG0001129	Sp5g26420	Thhalv10018788m.g
OG0001130	Sp1g20520	Thhalv10007111m.g
OG0001130	Sp5g26110	Thhalv10018257m.g
OG0001131	Sp1g20620, Sp6g30670	Thhalv10013094m.g
OG0001132	Sp1g20650, Sp5g26100	Thhalv10007178m.g
OG0001132	Sp5g25910	Thhalv10018328m.g
OG0001133	Sp5g25840, Sp1g20720	Thhalv10008977m.g
OG0001134	Sp1g34990, Sp1g21130	Thhalv10008530m.g
OG0001135	Sp5g25100	Thhalv10018330m.g
OG0001135	Sp1g21580	Thhalv10009684m.g
OG0001136	Sp5g24650	Thhalv10019043m.g
OG0001136	Sp1g22030	Thhalv10008578m.g
OG0001137	Sp5g22620	Thhalv10019219m.g
OG0001137	Sp1g23420	Thhalv10008942m.g
OG0001138	Sp1g23450	Thhalv10006835m.g
OG0001138	Sp5g22470	Thhalv10018104m.g
OG0001139	Sp6g30870	Thhalv10013032m.g
OG0001139	Sp1g23480	Thhalv10007147m.g
OG0001140	Sp1g23580	Thhalv10007882m.g
OG0001140	Sp1g23590	Thhalv10007832m.g
OG0001141	Sp1g24010	Thhalv10007663m.g, Thhalv10017549m.g, Thhalv10017670m.g, Thhalv10017552m.g, Thhalv10001793m.g, Thhalv10009506m.g
OG0001142	Sp1g24870	Thhalv10007853m.g
OG0001142	Sp1g24860	Thhalv10009717m.g
OG0001143	Sp1g25980	Thhalv10007796m.g
OG0001143	Sp4g16860	Thhalv10016731m.g
OG0001144	Sp1g10400	Thhalv10007344m.g
OG0001144	Sp1g00320	Thhalv10007313m.g
OG0001144	Sp1g26620	Thhalv10007308m.g
OG0001145	Sp1g27770, Sp7g11400	Thhalv10026944m.g
OG0001146	Sp5g11870	Thhalv10010509m.g
OG0001146	Sp2g29600	Thhalv10004510m.g
OG0001147	Sp5g12160	Thhalv10010981m.g
OG0001147	Sp2g29240	Thhalv10005469m.g
OG0001148	Sp5g12370	Thhalv10010641m.g
OG0001148	Sp2g28900	Thhalv10004790m.g
OG0001149	Sp6g32860	Thhalv10016038m.g
OG0001149	Sp2g28730	Thhalv10004732m.g
OG0001150	Sp6g33100	Thhalv10014596m.g
OG0001150	Sp2g28370	Thhalv10004873m.g
OG0001151	Sp2g27830	Thhalv10004227m.g
OG0001151	Sp6g33510	Thhalv10005179m.g
OG0001152	Sp2g27320	Thhalv10005461m.g
OG0001152	Sp6g33890	Thhalv10014244m.g
OG0001153	Sp6g33920	Thhalv10012552m.g
OG0001153	Sp2g27280	Thhalv10003564m.g
OG0001154	Sp2g26910	Thhalv10004152m.g
OG0001154	Sp6g34090	Thhalv10013363m.g
OG0001155	Sp2g26680	Thhalv10005710m.g
OG0001156	Sp5g13330	Thhalv10010651m.g
OG0001156	Sp2g26590	Thhalv10004812m.g
OG0001157	Sp6g35250	Thhalv10014155m.g
OG0001157	Sp2g24700	Thhalv10004633m.g
OG0001158	Sp2g23470	Thhalv10004940m.g
OG0001158	Sp5g13110	Thhalv10010917m.g, Thhalv10011156m.g
OG0001159	Sp2g23980	Thhalv10004843m.g
OG0001159	Sp6g34720	Thhalv10014542m.g
OG0001160	Sp2g24110	Thhalv10005522m.g, Thhalv10004072m.g
OG0001161	Sp5g12560	Thhalv10010801m.g
OG0001161	Sp2g22770	Thhalv10005081m.g
OG0001163	Sp2g20650	Thhalv10005038m.g
OG0001163	Sp3g04080	Thhalv10021665m.g
OG0001164	Sp3g03860	Thhalv10020432m.g
OG0001164	Sp2g20430	Thhalv10003949m.g
OG0001165	Sp2g20420	Thhalv10003536m.g
OG0001165	Sp3g03870	Thhalv10011164m.g, Thhalv10022131m.g
OG0001166	Sp2g19400	Thhalv10003986m.g
OG0001166	Sp3g05880	Thhalv10020486m.g
OG0001167	Sp3g06180	Thhalv10021140m.g
OG0001167	Sp2g19040	Thhalv10004601m.g
OG0001168	Sp2g16630	Thhalv10004761m.g
OG0001168	Sp7g01280	Thhalv10027794m.g
OG0001169	Sp7g01100	Thhalv10027856m.g
OG0001169	Sp2g16370	Thhalv10004628m.g
OG0001170	Sp7g01060	Thhalv10027737m.g
OG0001170	Sp2g16320	Thhalv10004106m.g
OG0001171	Sp2g16000	Thhalv10005094m.g, Thhalv10005287m.g, Thhalv10005109m.g, Thhalv10005543m.g, Thhalv10026775m.g, Thhalv10026776m.g, Thhalv10026927m.g
OG0001172	Sp2g15890	Thhalv10004680m.g
OG0001172	Sp2g15900	Thhalv10004683m.g
OG0001173	Sp2g15490	Thhalv10004762m.g
OG0001173	Sp1g11610	Thhalv10008454m.g
OG0001174	Sp6g01260	Thhalv10029140m.g
OG0001174	Sp1g01120	Thhalv10009224m.g
OG0001176	Sp7g14660	Thhalv10024608m.g
OG0001176	Sp3g15190	Thhalv10020389m.g
OG0001177	Sp3g03220	Thhalv10021780m.g, Thhalv10020458m.g
OG0001177	Sp6g25840	Thhalv10013196m.g
OG0001178	Sp3g02280	Thhalv10020665m.g
OG0001178	Sp6g26920	Thhalv10013449m.g
OG0001179	Sp3g02160	Thhalv10021569m.g
OG0001179	Sp6g27100	Thhalv10014746m.g
OG0001180	Sp3g02150	Thhalv10019949m.g
OG0001180	Sp6g27120	Thhalv10012517m.g
OG0001181	Sp6g27130	Thhalv10013319m.g
OG0001181	Sp3g02130	Thhalv10020565m.g
OG0001182	Sp2g06630, Sp3g01800	Thhalv10021668m.g
OG0001182	Sp6g27740	Thhalv10014865m.g
OG0001183	Sp3g01490	Thhalv10022357m.g
OG0001183	Sp6g28160	Thhalv10015260m.g
OG0001184	Sp6g38670	Thhalv10007998m.g
OG0001184	Sp6g28170	Thhalv10013899m.g, Thhalv10013855m.g
OG0001185	Sp6g28320	Thhalv10014493m.g
OG0001185	Sp3g01370	Thhalv10021390m.g
OG0001186	Sp1g20470	Thhalv10007182m.g
OG0001186	Sp5g26210	Thhalv10018329m.g
OG0001187	Sp5g25160, Sp5g25150, Sp5g25170, Sp5g25140, Sp5g25130	Thhalv10019296m.g
OG0001188	Sp1g21750	Thhalv10009612m.g
OG0001188	Sp5g24960	Thhalv10018324m.g
OG0001189	Sp3g27630, Sp3g27600, Sp7g05550, Sp7g05700, SpUn0005_0030, SpUn0032_0020, SpUn0005_0140, Sp7g05050	Thhalv10028218m.g
OG0001190	Sp4g21350, SpUn0366_0010, SpUn0005_0310, SpUn0040_0020	Thhalv10016602m.g
OG0001191	Sp1g00220	Thhalv10006521m.g
OG0001192	Sp2g16440	Thhalv10028273m.g
OG0001193	Sp3g05210	Thhalv10021226m.g
OG0001193	Sp6g25490	Thhalv10014223m.g
OG0001194	Sp3g05170	Thhalv10020128m.g
OG0001194	Sp6g25430	Thhalv10012731m.g
OG0001195	Sp6g25360	Thhalv10014423m.g
OG0001195	Sp3g05140	Thhalv10002220m.g
OG0001196	Sp3g04950	Thhalv10019947m.g
OG0001196	Sp6g25110	Thhalv10015665m.g
OG0001197	Sp6g31460	Thhalv10013236m.g
OG0001197	Sp6g25050	Thhalv10013240m.g
OG0001198	Sp6g24380	Thhalv10014622m.g
OG0001198	Sp6g17120	Thhalv10014614m.g
OG0001199	Sp6g24030	Thhalv10013989m.g
OG0001199	Sp4g12070, Sp6g24020	Thhalv10013988m.g, Thhalv10028311m.g
OG0001200	Sp5g17460, Sp6g23430	Thhalv10014631m.g
OG0001201	Sp5g16460	Thhalv10003028m.g
OG0001201	Sp6g22710	Thhalv10016085m.g
OG0001202	Sp6g22260, Sp5g16120	Thhalv10012678m.g
OG0001203	Sp5g15980	Thhalv10002588m.g
OG0001203	Sp6g21960	Thhalv10013934m.g
OG0001204	Sp5g15710	Thhalv10003051m.g
OG0001204	Sp6g21670	Thhalv10016055m.g
OG0001205	Sp6g21410	Thhalv10014012m.g
OG0001205	Sp5g15450	Thhalv10002597m.g
OG0001206	Sp5g14610	Thhalv10010665m.g
OG0001206	Sp6g20490	Thhalv10014521m.g
OG0001207	Sp6g18420	Thhalv10014148m.g
OG0001207	Sp7g24250	Thhalv10025773m.g
OG0001209	Sp7g24420	Thhalv10025796m.g
OG0001209	Sp6g17990	Thhalv10014150m.g
OG0001210	Sp6g17820	Thhalv10014037m.g
OG0001210	Sp7g24540	Thhalv10006288m.g, Thhalv10025652m.g
OG0001211	Sp7g24570	Thhalv10024951m.g
OG0001211	Sp6g17760	Thhalv10013345m.g
OG0001212	Sp6g16720	Thhalv10013605m.g
OG0001212	Sp7g25070	Thhalv10025248m.g
OG0001213	Sp7g25040	Thhalv10014630m.g
OG0001213	Sp6g16750	Thhalv10025097m.g
OG0001214	Sp6g17160	Thhalv10013064m.g
OG0001214	Sp7g24740	Thhalv10024776m.g
OG0001215	Sp7g24670	Thhalv10024581m.g
OG0001215	Sp6g17320	Thhalv10012845m.g
OG0001216	Sp7g25190	Thhalv10026307m.g
OG0001216	Sp6g16470	Thhalv10014706m.g
OG0001217	Sp7g25280	Thhalv10025946m.g
OG0001217	Sp6g16280	Thhalv10014333m.g
OG0001218	Sp6g15000	Thhalv10014849m.g
OG0001218	Sp7g25950	Thhalv10015894m.g, Thhalv10026409m.g
OG0001219	Sp6g14860	Thhalv10015441m.g, Thhalv10016007m.g
OG0001219	Sp6g14840	Thhalv10015896m.g
OG0001219	Sp6g14850	Thhalv10015970m.g, Thhalv10015036m.g
OG0001220	Sp7g32440	Thhalv10025392m.g
OG0001220	Sp7g32430	Thhalv10025338m.g
OG0001221	Sp6g13640	Thhalv10013035m.g
OG0001221	Sp7g23260	Thhalv10024736m.g
OG0001222	Sp3g00400	Thhalv10020651m.g
OG0001222	Sp6g29600	Thhalv10013466m.g
OG0001223	Sp6g30140	Thhalv10013854m.g
OG0001223	Sp3g10590	Thhalv10022018m.g
OG0001224	Sp6g31380, Sp6g31370	Thhalv10012969m.g
OG0001225	Sp7g31830	Thhalv10027214m.g
OG0001225	Sp6g31840	Thhalv10014970m.g
OG0001226	Sp6g32890	Thhalv10012826m.g
OG0001226	Sp2g28710	Thhalv10003666m.g
OG0001227	Sp6g33090	Thhalv10014497m.g
OG0001227	Sp7g29500	Thhalv10026073m.g
OG0001228	Sp3g17790	Thhalv10020497m.g
OG0001228	Sp6g33990	Thhalv10012815m.g
OG0001229	Sp4g18730, Sp5g15490, Sp5g15470, Sp5g15510	Thhalv10013280m.g
OG0001230	SpUn0847_0010, Sp6g35000	Thhalv10012438m.g
OG0001231	Sp6g35090	Thhalv10015498m.g
OG0001232	Sp6g36690	Thhalv10015967m.g
OG0001232	Sp3g09790	Thhalv10021542m.g
OG0001233	Sp6g36920	Thhalv10012734m.g
OG0001233	Sp3g09610	Thhalv10020101m.g
OG0001234	Sp6g37030	Thhalv10013500m.g
OG0001234	Sp6g37020	Thhalv10013508m.g
OG0001234	Sp6g37010	Thhalv10015913m.g
OG0001235	Sp6g37120	Thhalv10014182m.g
OG0001235	Sp3g09540	Thhalv10021176m.g
OG0001236	Sp3g09530	Thhalv10022017m.g
OG0001236	Sp6g37130	Thhalv10015842m.g
OG0001237	Sp6g37950	Thhalv10012990m.g
OG0001237	Sp3g08980	Thhalv10020268m.g
OG0001238	Sp6g39450	Thhalv10013851m.g
OG0001238	Sp3g08140	Thhalv10020958m.g
OG0001239	Sp3g07320	Thhalv10020541m.g
OG0001239	Sp6g40750	Thhalv10013023m.g
OG0001240	Sp6g41120	Thhalv10014581m.g
OG0001240	Sp3g07170	Thhalv10022392m.g, Thhalv10023841m.g
OG0001241	Sp7g36500	Thhalv10024430m.g, Thhalv10027643m.g
OG0001242	Sp7g29420	Thhalv10024573m.g
OG0001242	Sp4g03610	Thhalv10000073m.g
OG0001243	Sp4g05080	Thhalv10023250m.g, Thhalv10023251m.g
OG0001243	Sp7g30270	Thhalv10024374m.g
OG0001244	Sp3g10900	Thhalv10021053m.g
OG0001244	Sp1g41860	Thhalv10011617m.g
OG0001245	Sp1g41230	Thhalv10011192m.g
OG0001245	Sp3g11570	Thhalv10019932m.g
OG0001246	Sp3g11740	Thhalv10019926m.g
OG0001246	Sp3g06890	Thhalv10019902m.g
OG0001247	Sp3g12950	Thhalv10020339m.g
OG0001247	Sp1g40040	Thhalv10011329m.g
OG0001248	Sp1g39590	Thhalv10011848m.g
OG0001248	Sp3g13560	Thhalv10021717m.g
OG0001249	Sp1g13580	Thhalv10009202m.g
OG0001249	Sp3g14390	Thhalv10022282m.g
OG0001250	Sp3g14430, Sp1g38830	Thhalv10011894m.g
OG0001251	Sp3g14970	Thhalv10021471m.g
OG0001251	Sp7g14390	Thhalv10026938m.g, Thhalv10026185m.g
OG0001252	Sp3g15610	Thhalv10021318m.g
OG0001252	Sp1g35200	Thhalv10011716m.g
OG0001253	Sp1g35320	Thhalv10011269m.g
OG0001253	Sp3g15780	Thhalv10020160m.g
OG0001254	Sp3g15840	Thhalv10020123m.g
OG0001254	Sp3g15830	Thhalv10020120m.g
OG0001255	Sp3g15900	Thhalv10021758m.g
OG0001255	Sp1g35390	Thhalv10011861m.g
OG0001256	Sp3g15970	Thhalv10019909m.g
OG0001256	Sp1g35440	Thhalv10011190m.g
OG0001257	Sp1g36030	Thhalv10011884m.g
OG0001257	Sp3g16520	Thhalv10022379m.g
OG0001258	Sp3g17960	Thhalv10022032m.g
OG0001258	Sp1g37150	Thhalv10011372m.g
OG0001259	Sp3g18000	Thhalv10021218m.g
OG0001259	Sp1g37200	Thhalv10012080m.g
OG0001260	Sp1g37330	Thhalv10011743m.g
OG0001260	Sp3g18090	Thhalv10021614m.g
OG0001261	Sp3g18170, Sp1g36400, Sp3g18190, Sp3g18180	Thhalv10022207m.g
OG0001262	Sp3g18970	Thhalv10021272m.g
OG0001262	Sp1g38060	Thhalv10011711m.g
OG0001263	Sp3g19100	Thhalv10020874m.g
OG0001263	Sp1g38210	Thhalv10011555m.g
OG0001264	Sp1g38230	Thhalv10011358m.g
OG0001264	Sp3g19120	Thhalv10020383m.g
OG0001265	Sp3g19480	Thhalv10021818m.g
OG0001265	Sp3g19490	Thhalv10021819m.g
OG0001266	Sp4g07860, Sp7g13590	Thhalv10024939m.g
OG0001266	Sp3g19660	Thhalv10020525m.g
OG0001267	Sp7g13390	Thhalv10026071m.g
OG0001267	Sp3g19940	Thhalv10021384m.g
OG0001268	Sp3g20020	Thhalv10026543m.g
OG0001268	Sp7g13160	Thhalv10021742m.g
OG0001269	Sp3g20990	Thhalv10026688m.g
OG0001271	Sp6g00550	Thhalv10029128m.g
OG0001271	Sp1g00600	Thhalv10007689m.g
OG0001272	Sp6g02180	Thhalv10028585m.g
OG0001272	Sp1g01770	Thhalv10007402m.g
OG0001273	Sp6g39490	Thhalv10011466m.g, Thhalv10028730m.g, Thhalv10028728m.g
OG0001274	Sp6g02410, Sp5g00800	Thhalv10005949m.g
OG0001275	Sp5g16550	Thhalv10028028m.g, Thhalv10013261m.g, Thhalv10011001m.g, Thhalv10010335m.g, Thhalv10027328m.g
OG0001276	Sp6g13600	Thhalv10014661m.g
OG0001276	Sp7g23220	Thhalv10026232m.g
OG0001279	Sp7g00080, Sp6g04280, Sp2g00230	Thhalv10023640m.g
OG0001280	Sp7g21690, Sp7g00380	Thhalv10028124m.g
OG0001281	Sp2g01110	Thhalv10023428m.g
OG0001282	SpUn0010_0180, Sp7g00700	Thhalv10028137m.g
OG0001282	SpUn0010_0170, Sp7g00690	Thhalv10027680m.g
OG0001283	Sp7g02210	Thhalv10027944m.g
OG0001283	Sp6g28870	Thhalv10014722m.g
OG0001284	Sp7g28210	Thhalv10025025m.g
OG0001284	Sp3g32220	Thhalv10022666m.g
OG0001285	Sp3g33060	Thhalv10002093m.g
OG0001285	Sp7g27290	Thhalv10026507m.g
OG0001286	Sp7g27090	Thhalv10026202m.g
OG0001286	Sp3g33190	Thhalv10002096m.g
OG0001287	Sp1g40170, SpUn0227_0010	Thhalv10012209m.g
OG0001288	Sp1g36090, Sp1g36100	Thhalv10012018m.g, Thhalv10011758m.g
OG0001289	Sp7g03600	Thhalv10027726m.g
OG0001289	Sp5g22040	Thhalv10018406m.g
OG0001290	Sp5g22180	Thhalv10019303m.g
OG0001290	Sp7g03260	Thhalv10027984m.g
OG0001291	Sp3g00780	Thhalv10019952m.g
OG0001291	Sp6g29000	Thhalv10012536m.g
OG0001292	Sp3g00790	Thhalv10020609m.g
OG0001292	Sp6g28990	Thhalv10013316m.g
OG0001293	Sp6g28850	Thhalv10014900m.g, Thhalv10015460m.g, Thhalv10014899m.g, Thhalv10001060m.g
OG0001294	Sp6g03830	Thhalv10028563m.g
OG0001294	Sp6g03840	Thhalv10028562m.g
OG0001295	Sp7g19890, Sp1g30090, Sp6g04050, SpUn0051_0030	Thhalv10028462m.g
OG0001296	Sp7g19980	Thhalv10026097m.g
OG0001296	Sp6g04120	Thhalv10028917m.g
OG0001297	Sp6g04140	Thhalv10029054m.g
OG0001298	Sp7g20520	Thhalv10026090m.g
OG0001298	Sp6g04920	Thhalv10028913m.g
OG0001299	Sp1g38890	Thhalv10011635m.g
OG0001300	Sp3g31870	Thhalv10022591m.g
OG0001300	Sp2g29920	Thhalv10003821m.g
OG0001301	Sp1g39180	Thhalv10011490m.g
OG0001301	Sp3g14030	Thhalv10020754m.g
OG0001302	Sp4g13090	Thhalv10017804m.g
OG0001302	Sp1g05560	Thhalv10009180m.g
OG0001303	Sp4g13440	Thhalv10016334m.g
OG0001303	Sp1g05190	Thhalv10006971m.g
OG0001304	Sp4g14080	Thhalv10017221m.g
OG0001304	Sp1g04620	Thhalv10008743m.g
OG0001305	Sp1g04380	Thhalv10009707m.g
OG0001305	Sp4g14390	Thhalv10017523m.g
OG0001306	Sp1g03950	Thhalv10008574m.g
OG0001306	Sp4g14910	Thhalv10017291m.g
OG0001307	Sp3g05320	Thhalv10019967m.g
OG0001307	Sp6g25710	Thhalv10012527m.g
OG0001308	Sp3g32000	Thhalv10023133m.g
OG0001308	Sp7g34370	Thhalv10025054m.g
OG0001309	Sp3g31530	Thhalv10022586m.g
OG0001309	Sp7g33950	Thhalv10024597m.g
OG0001310	Sp7g33640	Thhalv10026238m.g
OG0001310	Sp7g17030	Thhalv10025789m.g
OG0001311	Sp7g32490	Thhalv10024529m.g
OG0001311	Sp3g29770	Thhalv10022578m.g
OG0001312	Sp3g29400	Thhalv10022539m.g
OG0001312	Sp7g32250	Thhalv10024368m.g
OG0001313	Sp3g28440	Thhalv10022669m.g
OG0001313	Sp7g32030	Thhalv10025022m.g
OG0001314	Sp7g30890, Sp7g09720, Sp7g27040	Thhalv10026685m.g
OG0001315	Sp7g30810	Thhalv10025033m.g
OG0001315	Sp4g06290	Thhalv10001975m.g
OG0001316	Sp3g07250	Thhalv10019904m.g
OG0001316	Sp6g41030	Thhalv10012449m.g
OG0001317	Sp6g13530, Sp6g05960, Sp4g02030, Sp7g06140, Sp7g02840, Sp2g04360	Thhalv10005417m.g, Thhalv10002256m.g, Thhalv10002811m.g
OG0001318	Sp1g07820	Thhalv10007717m.g
OG0001318	Sp2g06520	Thhalv10023481m.g
OG0001319	SpUn0004_0290	Thhalv10023950m.g
OG0001320	Sp4g08930, Sp3g25830	Thhalv10012409m.g
OG0001321	Sp7g25110, Sp7g25120	Thhalv10026791m.g
OG0001323	Sp3g25870	Thhalv10022839m.g
OG0001324	Sp7g04680, SpUn0001_0940, SpUn0447_0010, Sp3g28010, Sp4g08510, Sp7g11960, Sp4g03270, Sp7g14400	Thhalv10029312m.g
OG0001325	Sp4g14270	Thhalv10016242m.g
OG0001325	Sp1g04430	Thhalv10006774m.g
OG0001326	Sp1g05410	Thhalv10008504m.g
OG0001326	Sp4g13290	Thhalv10017096m.g
OG0001328	Sp1g08600	Thhalv10007359m.g
OG0001328	Sp2g05310	Thhalv10023403m.g
OG0001329	Sp5g20560, Sp2g05220	Thhalv10023431m.g
OG0001330	Sp1g09060	Thhalv10006587m.g
OG0001330	Sp2g04750	Thhalv10023222m.g
OG0001331	Sp2g04230, Sp2g04220	Thhalv10023925m.g, Thhalv10024169m.g, Thhalv10023322m.g, Thhalv10024158m.g
OG0001332	Sp2g03540	Thhalv10023883m.g
OG0001333	Sp2g03640	Thhalv10023368m.g
OG0001333	Sp1g09670	Thhalv10007167m.g
OG0001334	Sp1g09640	Thhalv10006602m.g
OG0001334	Sp2g03660	Thhalv10023226m.g
OG0001335	Sp2g03810	Thhalv10023294m.g
OG0001335	Sp1g09570	Thhalv10006873m.g
OG0001336	Sp1g09910	Thhalv10008327m.g
OG0001336	Sp2g03190	Thhalv10023607m.g
OG0001337	Sp2g02700	Thhalv10024134m.g
OG0001337	Sp2g02720, Sp2g02710	Thhalv10023411m.g
OG0001338	Sp1g11210, Sp2g01920	Thhalv10023806m.g, Thhalv10009452m.g
OG0001339	Sp1g11160, Sp2g01580	Thhalv10023613m.g
OG0001340	Sp2g01500	Thhalv10023623m.g
OG0001340	Sp1g11290	Thhalv10008388m.g
OG0001341	Sp2g01390	Thhalv10023559m.g
OG0001341	Sp1g11340	Thhalv10008065m.g
