genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
S_diversifolius,S_diversifolius,ptg000007l,ptg000012l,S_diversifolius_vs_S_diversifolius: 54,3023,5265759,11875,12284,2_11874,2_12283,141,21436460,25462092,23857,24280,2_23856,2_24279,141,-,25462092,21436460,24280,23857,2_24279,2_23856
S_diversifolius,S_diversifolius,ptg000007l,ptg000012l,S_diversifolius_vs_S_diversifolius: 60,14390044,19502237,12425,13276,2_12424,2_13275,358,4294652,10560021,22740,23697,2_22739,2_23696,358,-,10560021,4294652,23697,22740,2_23696,2_22739
S_diversifolius,S_diversifolius,ptg000007l,ptg000012l,S_diversifolius_vs_S_diversifolius: 62,19573173,22330749,13291,13821,2_13290,2_13820,211,1063816,4224161,22174,22728,2_22173,2_22727,211,-,4224161,1063816,22728,22174,2_22727,2_22173
S_diversifolius,S_diversifolius,ptg000007l,ptg000012l,S_diversifolius_vs_S_diversifolius: 64,22428632,23382551,13842,14015,2_13841,2_14014,67,5900,932293,21934,22136,2_21933,2_22135,67,-,932293,5900,22136,21934,2_22135,2_21933
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 160,1787774,2002480,14277,14296,2_14276,2_14295,10,1597761,1805716,32807,32832,2_32806,2_32831,10,-,1805716,1597761,32832,32807,2_32831,2_32806
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 163,11495687,11971619,14494,14525,2_14493,2_14524,15,15057941,15453517,33060,33095,2_33059,2_33094,15,-,15453517,15057941,33095,33060,2_33094,2_33059
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 165,12529157,12749491,14590,14611,2_14589,2_14610,13,16109203,16298451,33158,33179,2_33157,2_33178,13,-,16298451,16109203,33179,33158,2_33178,2_33157
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 167,13271094,13344511,14699,14715,2_14698,2_14714,8,16845699,16942651,33272,33284,2_33271,2_33283,8,-,16942651,16845699,33284,33272,2_33283,2_33271
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 169,14112422,14291758,14856,14885,2_14855,2_14884,13,17056169,17256319,33305,33338,2_33304,2_33337,13,-,17256319,17056169,33338,33305,2_33337,2_33304
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 171,13952481,14098120,14826,14852,2_14825,2_14851,10,17366124,17542507,33358,33387,2_33357,2_33386,10,-,17542507,17366124,33387,33358,2_33386,2_33357
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 172,13430185,13868389,14729,14807,2_14728,2_14806,37,17623687,18086496,33402,33490,2_33401,2_33489,37,-,18086496,17623687,33490,33402,2_33489,2_33401
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 174,15375013,15616780,15096,15140,2_15095,2_15139,19,19182221,19454363,33708,33755,2_33707,2_33754,19,-,19454363,19182221,33755,33708,2_33754,2_33707
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 176,17693497,17764214,15524,15547,2_15523,2_15546,12,21578545,21655562,34172,34192,2_34171,2_34191,12,-,21655562,21578545,34192,34172,2_34191,2_34171
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 66,1787774,2002480,14277,14296,2_14276,2_14295,10,1597761,1805716,32807,32832,2_32806,2_32831,10,-,1805716,1597761,32832,32807,2_32831,2_32806
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 69,11495687,11971619,14494,14525,2_14493,2_14524,15,15057941,15453517,33060,33095,2_33059,2_33094,15,-,15453517,15057941,33095,33060,2_33094,2_33059
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 71,12529157,12749491,14590,14611,2_14589,2_14610,13,16109203,16298451,33158,33179,2_33157,2_33178,13,-,16298451,16109203,33179,33158,2_33178,2_33157
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 73,13271094,13344511,14699,14715,2_14698,2_14714,8,16845699,16942651,33272,33284,2_33271,2_33283,8,-,16942651,16845699,33284,33272,2_33283,2_33271
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 75,13430185,13868389,14729,14807,2_14728,2_14806,37,17623687,18086496,33402,33490,2_33401,2_33489,37,-,18086496,17623687,33490,33402,2_33489,2_33401
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 77,13952481,14098120,14826,14852,2_14825,2_14851,10,17366124,17542507,33358,33387,2_33357,2_33386,10,-,17542507,17366124,33387,33358,2_33386,2_33357
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 78,14112422,14291758,14856,14885,2_14855,2_14884,13,17056169,17256319,33305,33338,2_33304,2_33337,13,-,17256319,17056169,33338,33305,2_33337,2_33304
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 80,15375013,15616780,15096,15140,2_15095,2_15139,19,19182221,19454363,33708,33755,2_33707,2_33754,19,-,19454363,19182221,33755,33708,2_33754,2_33707
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 82,17693497,17764214,15524,15547,2_15523,2_15546,12,21578545,21655562,34172,34192,2_34171,2_34191,12,-,21655562,21578545,34192,34172,2_34191,2_34171
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 100,23702761,24629922,18193,18375,2_18192,2_18374,85,2590498,3529691,19050,19234,2_19049,2_19233,85,-,3529691,2590498,19234,19050,2_19233,2_19049
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 102,21260320,23589675,17742,18171,2_17741,2_18170,191,3660329,5780924,19259,19681,2_19258,2_19680,191,-,5780924,3660329,19681,19259,2_19680,2_19258
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 104,19444100,21125771,17523,17722,2_17522,2_17721,81,5886938,7425833,19695,19895,2_19694,2_19894,81,-,7425833,5886938,19895,19695,2_19894,2_19694
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 106,6905021,19094640,16985,17502,2_16984,2_17501,164,7757781,20252779,19912,20398,2_19911,2_20397,164,-,20252779,7757781,20398,19912,2_20397,2_19911
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 108,650766,5177529,15703,16623,2_15702,2_16622,359,20458316,25101925,20450,21364,2_20449,2_21363,359,-,25101925,20458316,21364,20450,2_21363,2_20449
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 109,445310,480816,15653,15660,2_15652,2_15659,5,25123612,25166448,21367,21377,2_21366,2_21376,5,-,25166448,25123612,21377,21367,2_21376,2_21366
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 111,27171,443504,15561,15652,2_15560,2_15651,38,25284876,25636926,21406,21477,2_21405,2_21476,38,-,25636926,25284876,21477,21406,2_21476,2_21405
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 84,27171,443504,15561,15652,2_15560,2_15651,38,25284876,25636926,21406,21477,2_21405,2_21476,38,-,25636926,25284876,21477,21406,2_21476,2_21405
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 85,445310,480816,15653,15660,2_15652,2_15659,5,25123612,25166448,21367,21377,2_21366,2_21376,5,-,25166448,25123612,21377,21367,2_21376,2_21366
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 87,650766,5177529,15703,16623,2_15702,2_16622,359,20458316,25101925,20450,21364,2_20449,2_21363,359,-,25101925,20458316,21364,20450,2_21363,2_20449
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 89,6905021,19094640,16985,17502,2_16984,2_17501,164,7757781,20252779,19912,20398,2_19911,2_20397,164,-,20252779,7757781,20398,19912,2_20397,2_19911
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 91,19444100,21125771,17523,17722,2_17522,2_17721,81,5886938,7425833,19695,19895,2_19694,2_19894,81,-,7425833,5886938,19895,19695,2_19894,2_19694
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 93,21260320,23589675,17742,18171,2_17741,2_18170,191,3660329,5780924,19259,19681,2_19258,2_19680,191,-,5780924,3660329,19681,19259,2_19680,2_19258
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 95,23702761,24629922,18193,18375,2_18192,2_18374,85,2590498,3529691,19050,19234,2_19049,2_19233,85,-,3529691,2590498,19234,19050,2_19233,2_19049
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 97,24850177,25557071,18424,18582,2_18423,2_18581,47,205974,776706,18590,18710,2_18589,2_18709,47,-,776706,205974,18710,18590,2_18709,2_18589
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 98,24850177,25557071,18424,18582,2_18423,2_18581,47,205974,776706,18590,18710,2_18589,2_18709,47,-,776706,205974,18710,18590,2_18709,2_18589
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 100,2590498,3529691,19050,19234,2_19049,2_19233,85,23702761,24629922,18193,18375,2_18192,2_18374,85,-,24629922,23702761,18375,18193,2_18374,2_18192
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 102,3660329,5780924,19259,19681,2_19258,2_19680,191,21260320,23589675,17742,18171,2_17741,2_18170,191,-,23589675,21260320,18171,17742,2_18170,2_17741
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 104,5886938,7425833,19695,19895,2_19694,2_19894,81,19444100,21125771,17523,17722,2_17522,2_17721,81,-,21125771,19444100,17722,17523,2_17721,2_17522
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 106,7757781,20252779,19912,20398,2_19911,2_20397,164,6905021,19094640,16985,17502,2_16984,2_17501,164,-,19094640,6905021,17502,16985,2_17501,2_16984
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 108,20458316,25101925,20450,21364,2_20449,2_21363,359,650766,5177529,15703,16623,2_15702,2_16622,359,-,5177529,650766,16623,15703,2_16622,2_15702
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 109,25123612,25166448,21367,21377,2_21366,2_21376,5,445310,480816,15653,15660,2_15652,2_15659,5,-,480816,445310,15660,15653,2_15659,2_15652
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 111,25284876,25636926,21406,21477,2_21405,2_21476,38,27171,443504,15561,15652,2_15560,2_15651,38,-,443504,27171,15652,15561,2_15651,2_15560
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 84,25284876,25636926,21406,21477,2_21405,2_21476,38,27171,443504,15561,15652,2_15560,2_15651,38,-,443504,27171,15652,15561,2_15651,2_15560
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 85,25123612,25166448,21367,21377,2_21366,2_21376,5,445310,480816,15653,15660,2_15652,2_15659,5,-,480816,445310,15660,15653,2_15659,2_15652
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 87,20458316,25101925,20450,21364,2_20449,2_21363,359,650766,5177529,15703,16623,2_15702,2_16622,359,-,5177529,650766,16623,15703,2_16622,2_15702
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 89,7757781,20252779,19912,20398,2_19911,2_20397,164,6905021,19094640,16985,17502,2_16984,2_17501,164,-,19094640,6905021,17502,16985,2_17501,2_16984
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 91,5886938,7425833,19695,19895,2_19694,2_19894,81,19444100,21125771,17523,17722,2_17522,2_17721,81,-,21125771,19444100,17722,17523,2_17721,2_17522
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 93,3660329,5780924,19259,19681,2_19258,2_19680,191,21260320,23589675,17742,18171,2_17741,2_18170,191,-,23589675,21260320,18171,17742,2_18170,2_17741
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 95,2590498,3529691,19050,19234,2_19049,2_19233,85,23702761,24629922,18193,18375,2_18192,2_18374,85,-,24629922,23702761,18375,18193,2_18374,2_18192
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 97,205974,776706,18590,18710,2_18589,2_18709,47,24850177,25557071,18424,18582,2_18423,2_18581,47,-,25557071,24850177,18582,18424,2_18581,2_18423
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 98,205974,776706,18590,18710,2_18589,2_18709,47,24850177,25557071,18424,18582,2_18423,2_18581,47,-,25557071,24850177,18582,18424,2_18581,2_18423
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 117,5900,932293,21934,22136,2_21933,2_22135,67,22428632,23382551,13842,14015,2_13841,2_14014,67,-,23382551,22428632,14015,13842,2_14014,2_13841
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 119,1063816,4224161,22174,22728,2_22173,2_22727,211,19573173,22330749,13291,13821,2_13290,2_13820,211,-,22330749,19573173,13821,13291,2_13820,2_13290
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 121,4294652,10560021,22740,23697,2_22739,2_23696,358,14390044,19502237,12425,13276,2_12424,2_13275,358,-,19502237,14390044,13276,12425,2_13275,2_12424
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 127,21436460,25462092,23857,24280,2_23856,2_24279,141,3023,5265759,11875,12284,2_11874,2_12283,141,-,5265759,3023,12284,11875,2_12283,2_11874
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 54,21436460,25462092,23857,24280,2_23856,2_24279,141,3023,5265759,11875,12284,2_11874,2_12283,141,-,5265759,3023,12284,11875,2_12283,2_11874
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 60,4294652,10560021,22740,23697,2_22739,2_23696,358,14390044,19502237,12425,13276,2_12424,2_13275,358,-,19502237,14390044,13276,12425,2_13275,2_12424
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 62,1063816,4224161,22174,22728,2_22173,2_22727,211,19573173,22330749,13291,13821,2_13290,2_13820,211,-,22330749,19573173,13821,13291,2_13820,2_13290
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 64,5900,932293,21934,22136,2_21933,2_22135,67,22428632,23382551,13842,14015,2_13841,2_14014,67,-,23382551,22428632,14015,13842,2_14014,2_13841
S_diversifolius,S_diversifolius,ptg000013l,ptg000001l,S_diversifolius_vs_S_diversifolius: 130,13793689,13848981,24988,25003,2_24987,2_25002,8,15478413,15546420,764,782,2_763,2_781,8,-,15546420,15478413,782,764,2_781,2_763
S_diversifolius,S_diversifolius,ptg000013l,ptg000001l,S_diversifolius_vs_S_diversifolius: 8,13793689,13848981,24988,25003,2_24987,2_25002,8,15478413,15546420,764,782,2_763,2_781,8,-,15546420,15478413,782,764,2_781,2_763
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 132,11786,1076420,26479,26634,2_26478,2_26633,65,25132033,25791722,7265,7420,2_7264,2_7419,65,-,25791722,25132033,7420,7265,2_7419,2_7264
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 134,1185745,2965418,26662,27058,2_26661,2_27057,165,22503890,25012966,6813,7233,2_6812,2_7232,165,-,25012966,22503890,7233,6813,2_7232,2_6812
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 136,4295470,4388670,27286,27307,2_27285,2_27306,14,21280839,21379591,6547,6572,2_6546,2_6571,14,-,21379591,21280839,6572,6547,2_6571,2_6546
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 138,4580571,5405994,27344,27523,2_27343,2_27522,70,20258764,21103826,6345,6520,2_6344,2_6519,70,-,21103826,20258764,6520,6345,2_6519,2_6344
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 140,7310274,8717283,27932,28173,2_27931,2_28172,105,17873787,19485814,5946,6189,2_5945,2_6188,105,-,19485814,17873787,6189,5946,2_6188,2_5945
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 142,8949651,10283593,28202,28280,2_28201,2_28279,24,10907844,17582721,5800,5912,2_5799,2_5911,24,-,17582721,10907844,5912,5800,2_5911,2_5799
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 144,18168676,22407788,28369,28641,2_28368,2_28640,110,5833100,8754940,5479,5774,2_5478,2_5773,110,-,8754940,5833100,5774,5479,2_5773,2_5478
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 146,22502227,23668026,28662,28857,2_28661,2_28856,77,4547796,5753350,5276,5461,2_5275,2_5460,77,-,5753350,4547796,5461,5276,2_5460,2_5275
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 148,23732508,25195862,28881,29168,2_28880,2_29167,106,2888147,4477322,4971,5250,2_4970,2_5249,106,-,4477322,2888147,5250,4971,2_5249,2_4970
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 15,26080430,26525804,29313,29415,2_29312,2_29414,37,3563,506137,4464,4579,2_4463,2_4578,37,-,506137,3563,4579,4464,2_4578,2_4463
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 150,26080430,26525804,29313,29415,2_29312,2_29414,37,3563,506137,4464,4579,2_4463,2_4578,37,-,506137,3563,4579,4464,2_4578,2_4463
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 17,23732508,25195862,28881,29168,2_28880,2_29167,106,2888147,4477322,4971,5250,2_4970,2_5249,106,-,4477322,2888147,5250,4971,2_5249,2_4970
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 19,22502227,23668026,28662,28857,2_28661,2_28856,77,4547796,5753350,5276,5461,2_5275,2_5460,77,-,5753350,4547796,5461,5276,2_5460,2_5275
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 21,18168676,22407788,28369,28641,2_28368,2_28640,110,5833100,8754940,5479,5774,2_5478,2_5773,110,-,8754940,5833100,5774,5479,2_5773,2_5478
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 22,8949651,17787081,28202,28362,2_28201,2_28361,25,9682550,17582721,5786,5912,2_5785,2_5911,25,-,17582721,9682550,5912,5786,2_5911,2_5785
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 24,7310274,8717283,27932,28173,2_27931,2_28172,105,17873787,19485814,5946,6189,2_5945,2_6188,105,-,19485814,17873787,6189,5946,2_6188,2_5945
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 26,4580571,5405994,27344,27523,2_27343,2_27522,70,20258764,21103826,6345,6520,2_6344,2_6519,70,-,21103826,20258764,6520,6345,2_6519,2_6344
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 28,4295470,4388670,27286,27307,2_27285,2_27306,14,21280839,21379591,6547,6572,2_6546,2_6571,14,-,21379591,21280839,6572,6547,2_6571,2_6546
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 30,1185745,2965418,26662,27058,2_26661,2_27057,165,22503890,25012966,6813,7233,2_6812,2_7232,165,-,25012966,22503890,7233,6813,2_7232,2_6812
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 32,11786,1076420,26479,26634,2_26478,2_26633,65,25132033,25791722,7265,7420,2_7264,2_7419,65,-,25791722,25132033,7420,7265,2_7419,2_7264
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 10,8819340,20449017,30559,31513,2_30558,2_31512,382,82680,11424375,2311,3301,2_2310,2_3300,382,-,11424375,82680,3301,2311,2_3300,2_2310
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 12,1392077,7252952,29647,30520,2_29646,2_30519,362,12820865,19477579,3331,4230,2_3330,2_4229,362,-,19477579,12820865,4230,3331,2_4229,2_3330
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 14,5364,1210122,29416,29622,2_29415,2_29621,77,19622567,20893738,4257,4463,2_4256,2_4462,77,-,20893738,19622567,4463,4257,2_4462,2_4256
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 151,5364,1210122,29416,29622,2_29415,2_29621,78,19622567,20893738,4257,4463,2_4256,2_4462,78,-,20893738,19622567,4463,4257,2_4462,2_4256
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 153,1392077,7252952,29647,30520,2_29646,2_30519,361,12820865,19477579,3331,4230,2_3330,2_4229,361,-,19477579,12820865,4230,3331,2_4229,2_3330
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 155,8819340,20449017,30559,31513,2_30558,2_31512,382,82680,11424375,2311,3301,2_2310,2_3300,382,-,11424375,82680,3301,2311,2_3300,2_2310
S_diversifolius,S_diversifolius,ptg000018l,ptg000022l,S_diversifolius_vs_S_diversifolius: 158,14604,2146118,32154,32520,2_32153,2_32519,157,21730006,24007574,34203,34597,2_34202,2_34596,157,-,24007574,21730006,34597,34203,2_34596,2_34202
S_diversifolius,S_diversifolius,ptg000018l,ptg000022l,S_diversifolius_vs_S_diversifolius: 178,14604,2146118,32154,32520,2_32153,2_32519,157,21730006,24007574,34203,34597,2_34202,2_34596,157,-,24007574,21730006,34597,34203,2_34596,2_34202
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 160,1597761,1805716,32807,32832,2_32806,2_32831,10,1787774,2002480,14277,14296,2_14276,2_14295,10,-,2002480,1787774,14296,14277,2_14295,2_14276
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 163,15057941,15453517,33060,33095,2_33059,2_33094,15,11495687,11971619,14494,14525,2_14493,2_14524,15,-,11971619,11495687,14525,14494,2_14524,2_14493
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 165,16109203,16298451,33158,33179,2_33157,2_33178,13,12529157,12749491,14590,14611,2_14589,2_14610,13,-,12749491,12529157,14611,14590,2_14610,2_14589
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 167,16845699,16942651,33272,33284,2_33271,2_33283,8,13271094,13344511,14699,14715,2_14698,2_14714,8,-,13344511,13271094,14715,14699,2_14714,2_14698
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 169,17056169,17256319,33305,33338,2_33304,2_33337,13,14112422,14291758,14856,14885,2_14855,2_14884,13,-,14291758,14112422,14885,14856,2_14884,2_14855
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 171,17366124,17542507,33358,33387,2_33357,2_33386,10,13952481,14098120,14826,14852,2_14825,2_14851,10,-,14098120,13952481,14852,14826,2_14851,2_14825
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 172,17623687,18086496,33402,33490,2_33401,2_33489,37,13430185,13868389,14729,14807,2_14728,2_14806,37,-,13868389,13430185,14807,14729,2_14806,2_14728
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 174,19182221,19454363,33708,33755,2_33707,2_33754,19,15375013,15616780,15096,15140,2_15095,2_15139,19,-,15616780,15375013,15140,15096,2_15139,2_15095
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 176,21578545,21655562,34172,34192,2_34171,2_34191,12,17693497,17764214,15524,15547,2_15523,2_15546,12,-,17764214,17693497,15547,15524,2_15546,2_15523
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 66,1597761,1805716,32807,32832,2_32806,2_32831,10,1787774,2002480,14277,14296,2_14276,2_14295,10,-,2002480,1787774,14296,14277,2_14295,2_14276
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 69,15057941,15453517,33060,33095,2_33059,2_33094,15,11495687,11971619,14494,14525,2_14493,2_14524,15,-,11971619,11495687,14525,14494,2_14524,2_14493
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 71,16109203,16298451,33158,33179,2_33157,2_33178,13,12529157,12749491,14590,14611,2_14589,2_14610,13,-,12749491,12529157,14611,14590,2_14610,2_14589
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 73,16845699,16942651,33272,33284,2_33271,2_33283,8,13271094,13344511,14699,14715,2_14698,2_14714,8,-,13344511,13271094,14715,14699,2_14714,2_14698
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 75,17623687,18086496,33402,33490,2_33401,2_33489,37,13430185,13868389,14729,14807,2_14728,2_14806,37,-,13868389,13430185,14807,14729,2_14806,2_14728
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 77,17366124,17542507,33358,33387,2_33357,2_33386,10,13952481,14098120,14826,14852,2_14825,2_14851,10,-,14098120,13952481,14852,14826,2_14851,2_14825
