#FamilyID	pvalue	Significant at 0.05
OG0009335	0.985	n
OG0009336	0.973	n
OG0009337	0.973	n
OG0009338	0.901	n
OG0009339	0.957	n
OG0009340	0.931	n
OG0009342	0.931	n
OG0009343	0.973	n
OG0009344	0.938	n
OG0009345	0.999	n
OG0009346	0.973	n
OG0009347	0.895	n
OG0009348	0.973	n
OG0009349	0.931	n
OG0009350	0.973	n
OG0009351	0.931	n
OG0009352	0.999	n
OG0009353	0.931	n
OG0009354	0.973	n
OG0009355	0.973	n
OG0009356	0.963	n
OG0009357	0.947	n
OG0009358	0.973	n
OG0009359	0.931	n
OG0009360	0.84	n
OG0009361	0.994	n
OG0009362	0.991	n
OG0009363	0.96	n
OG0009364	0.843	n
OG0009365	0.931	n
OG0009366	0.973	n
OG0009367	0.973	n
OG0009368	0.973	n
OG0009369	0.95	n
OG0009370	0.891	n
OG0009371	0.931	n
OG0009372	0.986	n
OG0009373	0.962	n
OG0009374	0.974	n
OG0009375	0.87	n
OG0009376	0.931	n
OG0009377	0.931	n
OG0009378	0.95	n
OG0009379	0.96	n
OG0009380	0.931	n
OG0009381	0.988	n
OG0009383	0.96	n
OG0009384	0.958	n
OG0009385	0.931	n
OG0009386	0.931	n
OG0009387	0.979	n
OG0009388	0.973	n
OG0009389	0.973	n
OG0009390	0.973	n
OG0009391	0.885	n
OG0009392	0.931	n
OG0009394	0.979	n
OG0009395	0.931	n
OG0009396	0.922	n
OG0009397	0.985	n
OG0009398	0.931	n
OG0009399	0.895	n
OG0009400	0.977	n
OG0009401	0.931	n
OG0009402	0.939	n
OG0009403	0.952	n
OG0009404	0.847	n
OG0009405	0.95	n
OG0009406	0.973	n
OG0009407	0.95	n
OG0009408	0.973	n
OG0009409	0.95	n
OG0009410	0.96	n
OG0009411	0.973	n
OG0009412	0.895	n
OG0009413	0.951	n
OG0009414	0.825	n
OG0009415	0.931	n
OG0009416	0.785	n
OG0009417	0.95	n
OG0009418	0.895	n
OG0009419	0.952	n
OG0009420	0.931	n
OG0009421	0.951	n
OG0009422	0.931	n
OG0009423	0.973	n
OG0009425	0.931	n
OG0009426	0.901	n
OG0009427	0.895	n
OG0009428	0.979	n
OG0009429	0.96	n
OG0009430	0.973	n
OG0009431	0.842	n
OG0009432	0.973	n
OG0009433	0.973	n
OG0009434	0.923	n
OG0009435	0.985	n
OG0009436	0.901	n
OG0009437	0.973	n
OG0009438	0.931	n
OG0009439	0.952	n
OG0009441	0.931	n
OG0009442	0.94	n
OG0009443	0.931	n
OG0009444	0.974	n
OG0009445	0.973	n
OG0009447	0.929	n
OG0009448	0.931	n
OG0009449	0.952	n
OG0009450	0.931	n
OG0009451	0.974	n
OG0009452	0.969	n
OG0009453	0.931	n
OG0009454	0.824	n
OG0009455	0.931	n
OG0009456	0.931	n
OG0009457	0.973	n
OG0009458	0.833	n
OG0009459	0.963	n
OG0009460	0.95	n
OG0009461	0.974	n
OG0009465	0.973	n
OG0009466	0.973	n
OG0009467	0.952	n
OG0009468	0.931	n
OG0009469	0.897	n
OG0009470	0.973	n
OG0009471	0.916	n
OG0009472	0.885	n
OG0009473	0.901	n
OG0009474	0.96	n
OG0009475	0.963	n
OG0009476	0.94	n
OG0009477	0.857	n
OG0009478	0.931	n
OG0009479	0.973	n
OG0009480	0.95	n
OG0009481	0.973	n
OG0009482	0.973	n
OG0009483	0.931	n
OG0009484	0.901	n
OG0009485	0.976	n
OG0009486	0.94	n
OG0009487	0.952	n
OG0009488	0.973	n
OG0009489	0.95	n
OG0009490	0.931	n
OG0009491	0.973	n
OG0009492	0.898	n
OG0009493	0.931	n
OG0009494	0.944	n
OG0009495	0.951	n
OG0009496	0.967	n
OG0009497	0.931	n
OG0009498	0.895	n
OG0009499	0.971	n
OG0009500	0.977	n
OG0009501	0.95	n
OG0009502	0.952	n
OG0009503	0.931	n
OG0009504	0.94	n
OG0009505	0.895	n
OG0009506	0.931	n
OG0009507	0.952	n
OG0009508	0.931	n
OG0009509	0.814	n
OG0009510	0.901	n
OG0009511	0.952	n
OG0009512	0.931	n
OG0009513	0.931	n
OG0009514	0.321	n
OG0009515	0.931	n
OG0009516	0.95	n
OG0009517	0.974	n
OG0009518	0.973	n
OG0009519	0.973	n
OG0009520	0.958	n
OG0009521	0.924	n
OG0009522	0.931	n
OG0009523	0.901	n
OG0009525	0.953	n
OG0009526	0.952	n
OG0009528	0.896	n
OG0009529	0.895	n
OG0009530	0.931	n
OG0009531	0.944	n
OG0009532	0.931	n
OG0009533	0.931	n
OG0009534	0.952	n
OG0009535	0.895	n
OG0009536	0.931	n
OG0009537	0.901	n
OG0009538	0.973	n
OG0009539	0.931	n
OG0009540	0.84	n
OG0009541	0.887	n
OG0009542	0.973	n
OG0009543	0.974	n
OG0009544	0.931	n
OG0009545	0.947	n
OG0009546	0.973	n
OG0009547	0.973	n
OG0009548	0.951	n
OG0009549	0.895	n
OG0009550	0.998	n
OG0009551	0.855	n
OG0009552	0.931	n
OG0009553	0.931	n
OG0009554	0.973	n
OG0009555	0.952	n
OG0009556	0.923	n
OG0009558	0.94	n
OG0009559	0.931	n
OG0009560	0.931	n
OG0009561	0.95	n
OG0009562	0.931	n
OG0009563	0.95	n
OG0009564	0.95	n
OG0009565	0.931	n
OG0009566	0.895	n
OG0009567	0.952	n
OG0009568	0.946	n
OG0009569	0.986	n
OG0009570	0.734	n
OG0009571	0.96	n
OG0009572	0.998	n
OG0009573	0.973	n
OG0009574	0.992	n
OG0009575	0.931	n
OG0009577	0.953	n
OG0009578	0.931	n
OG0009579	0.931	n
OG0009580	0.931	n
OG0009581	0.908	n
OG0009582	0.973	n
OG0009583	0.952	n
OG0009584	0.919	n
OG0009585	0.931	n
OG0009586	0.931	n
OG0009587	0.931	n
OG0009588	0.973	n
OG0009589	0.973	n
OG0009590	0.973	n
OG0009591	0.952	n
OG0009592	0.849	n
OG0009593	0.931	n
OG0009594	0.977	n
OG0009595	0.973	n
OG0009596	0.897	n
OG0009597	0.95	n
OG0009598	0.998	n
OG0009599	0.973	n
OG0009600	0.951	n
OG0009601	0.931	n
OG0009602	0.895	n
OG0009603	0.976	n
OG0009604	0.952	n
OG0009605	0.94	n
OG0009606	0.973	n
OG0009607	0.923	n
OG0009608	0.973	n
OG0009609	0.973	n
OG0009610	0.973	n
OG0009611	0.973	n
OG0009612	0.931	n
OG0009613	0.897	n
OG0009614	0.833	n
OG0009615	0.96	n
OG0009616	0.974	n
OG0009617	0.94	n
OG0009618	0.847	n
OG0009619	0.94	n
OG0009620	0.94	n
OG0009621	0.979	n
OG0009622	0.76	n
OG0009623	0.973	n
OG0009624	0.973	n
OG0009625	0.931	n
OG0009626	0.787	n
OG0009627	0.966	n
OG0009629	0.931	n
OG0009630	0.967	n
OG0009631	0.771	n
OG0009632	0.944	n
OG0009634	0.968	n
OG0009635	0.895	n
OG0009636	0.931	n
OG0009637	0.95	n
OG0009638	0.972	n
OG0009639	0.926	n
OG0009640	0.947	n
OG0009641	0.973	n
OG0009642	0.931	n
OG0009643	0.974	n
OG0009644	0.889	n
OG0009645	0.931	n
OG0009646	0.986	n
OG0009647	0.895	n
OG0009648	0.973	n
OG0009649	0.986	n
OG0009650	0.931	n
OG0009651	0.895	n
OG0009652	0.916	n
OG0009653	0.952	n
OG0009654	0.581	n
OG0009655	0.95	n
OG0009656	0.507	n
OG0009657	0.946	n
OG0009658	0.994	n
OG0009659	0.732	n
OG0009660	0.976	n
OG0009661	0.974	n
OG0009662	0.59	n
OG0009663	0.823	n
OG0009664	0.931	n
OG0009666	0.944	n
OG0009667	0.94	n
OG0009668	0.931	n
OG0009669	0.944	n
OG0009670	0.973	n
OG0009671	0.966	n
OG0009672	0.814	n
OG0009673	0.931	n
OG0009674	0.986	n
OG0009675	0.93	n
OG0009676	0.973	n
OG0009677	0.94	n
OG0009678	0.973	n
OG0009679	0.908	n
OG0009680	0.951	n
OG0009681	0.973	n
OG0009682	0.931	n
OG0009683	0.973	n
OG0009684	0.994	n
OG0009685	0.967	n
OG0009686	0.931	n
OG0009687	0.895	n
OG0009688	0.96	n
OG0009689	0.901	n
OG0009690	0.93	n
OG0009691	0.914	n
OG0009692	0.59	n
OG0009693	0.952	n
OG0009694	0.78	n
OG0009695	0.931	n
OG0009696	0.931	n
OG0009698	0.952	n
OG0009699	0.871	n
OG0009700	0.973	n
OG0009701	0.931	n
OG0009703	0.973	n
OG0009704	0.823	n
OG0009705	0.973	n
OG0009706	0.952	n
OG0009707	0.857	n
OG0009708	0.931	n
OG0009709	0.977	n
OG0009710	0.973	n
OG0009711	0.952	n
OG0009712	0.964	n
OG0009713	0.97	n
OG0009714	0.951	n
OG0009715	0.901	n
OG0009716	0.839	n
OG0009717	0.877	n
OG0009718	0.973	n
OG0009719	0.98	n
OG0009720	0.923	n
OG0009721	0.931	n
OG0009722	0.819	n
OG0009723	0.814	n
OG0009724	0.889	n
OG0009725	0.952	n
OG0009726	0.839	n
OG0009727	0.973	n
OG0009728	0.931	n
OG0009729	0.901	n
OG0009730	0.974	n
OG0009731	0.95	n
OG0009732	0.869	n
OG0009733	0.931	n
OG0009734	0.902	n
OG0009735	0.931	n
OG0009736	0.931	n
OG0009737	0.924	n
OG0009738	0.973	n
OG0009739	0.976	n
OG0009740	0.951	n
OG0009741	0.923	n
OG0009742	0.877	n
OG0009743	0.887	n
OG0009744	0.889	n
OG0009745	0.952	n
OG0009746	0.497	n
OG0009747	0.744	n
OG0009748	0.952	n
OG0009749	0.973	n
OG0009750	0.973	n
OG0009751	0.914	n
OG0009753	0.902	n
OG0009754	0.931	n
OG0009755	0.902	n
OG0009756	0.931	n
OG0009757	0.825	n
OG0009758	0.824	n
OG0009760	0.963	n
OG0009761	0.916	n
OG0009762	0.931	n
OG0009763	0.94	n
OG0009764	0.973	n
OG0009765	0.922	n
OG0009766	0.895	n
OG0009767	0.958	n
OG0009768	0.952	n
OG0009769	0.952	n
OG0009770	0.97	n
OG0009771	0.931	n
OG0009772	0.895	n
OG0009773	0.994	n
OG0009775	0.973	n
OG0009776	0.973	n
OG0009777	0.986	n
OG0009778	0.95	n
OG0009779	0.832	n
OG0009780	0.455	n
OG0009781	0.999	n
OG0009782	0.931	n
OG0009783	0.96	n
OG0009784	0.901	n
OG0009785	0.952	n
OG0009786	0.901	n
OG0009787	0.931	n
OG0009788	0.895	n
OG0009789	0.931	n
OG0009790	0.94	n
OG0009791	0.95	n
OG0009792	0.94	n
OG0009793	0.96	n
OG0009794	0.887	n
OG0009795	0.952	n
OG0009796	0.98	n
OG0009797	0.916	n
OG0009798	0.973	n
OG0009799	0.973	n
OG0009800	0.931	n
OG0009801	0.876	n
OG0009802	0.931	n
OG0009803	0.957	n
OG0009804	0.789	n
OG0009805	0.971	n
OG0009806	0.923	n
OG0009807	0.96	n
OG0009808	0.744	n
OG0009810	0.895	n
OG0009811	0.537	n
OG0009812	0.831	n
OG0009813	0.952	n
OG0009814	0.931	n
OG0009815	0.973	n
OG0009816	0.916	n
OG0009817	0.973	n
OG0009818	0.937	n
OG0009819	0.962	n
OG0009820	0.931	n
OG0009821	0.973	n
OG0009822	0.956	n
OG0009823	0.973	n
OG0009824	0.994	n
OG0009825	0.96	n
OG0009826	0.931	n
OG0009827	0.916	n
OG0009828	0.871	n
OG0009829	0.161	n
OG0009831	0.895	n
OG0009832	0.931	n
OG0009833	0.895	n
OG0009834	0.973	n
OG0009836	0.963	n
OG0009837	0.952	n
OG0009838	0.931	n
OG0009839	0.946	n
OG0009840	0.895	n
OG0009841	0.96	n
OG0009842	0.986	n
OG0009843	0.905	n
OG0009844	0.966	n
OG0009845	0.877	n
OG0009846	0.973	n
OG0009847	0.958	n
OG0009848	0.855	n
OG0009849	0.947	n
OG0009850	0.915	n
OG0009851	0.973	n
OG0009852	0.901	n
OG0009853	0.8	n
OG0009854	0.87	n
OG0009856	0.931	n
OG0009857	0.945	n
OG0009858	0.952	n
OG0009859	0.957	n
OG0009860	0.931	n
OG0009861	0.952	n
OG0009862	0.895	n
OG0009863	0.968	n
OG0009864	0.95	n
OG0009865	0.931	n
OG0009866	0.96	n
OG0009867	0.542	n
OG0009868	0.923	n
OG0009869	0.931	n
OG0009870	0.939	n
OG0009871	0.931	n
OG0009873	0.931	n
OG0009874	0.931	n
OG0009875	0.967	n
OG0009876	0.952	n
OG0009877	0.944	n
OG0009878	0.973	n
OG0009879	0.923	n
OG0009880	0.857	n
OG0009881	0.971	n
OG0009882	0.968	n
OG0009883	0.96	n
OG0009884	0.931	n
OG0009885	0.931	n
OG0009886	0.931	n
OG0009887	0.931	n
OG0009888	0.991	n
OG0009889	0.596	n
OG0009890	0.958	n
OG0009891	0.939	n
OG0009892	0.973	n
OG0009893	0.819	n
OG0009895	0.901	n
OG0009896	0.895	n
OG0009897	0.973	n
OG0009898	0.974	n
OG0009899	0.819	n
OG0009900	0.973	n
OG0009901	0.971	n
OG0009902	0.994	n
OG0009903	0.966	n
OG0009904	0.221	n
OG0009905	0.952	n
OG0009906	0.952	n
OG0009908	0.877	n
OG0009909	0.944	n
OG0009911	0.855	n
OG0009912	0.923	n
OG0009913	0.955	n
OG0009914	0.877	n
OG0009915	0.973	n
OG0009916	0.891	n
OG0009917	0.952	n
OG0009918	0.952	n
OG0009919	0.889	n
OG0009920	0.952	n
OG0009921	0.973	n
OG0009922	0.95	n
OG0009923	0.931	n
OG0009924	0.95	n
OG0009925	0.952	n
OG0009926	0.973	n
OG0009927	0.969	n
OG0009928	0.894	n
OG0009929	0.971	n
OG0009930	0.945	n
OG0009931	0.96	n
OG0009932	0.973	n
OG0009934	0.952	n
OG0009935	0.95	n
OG0009936	0.901	n
OG0009937	0.923	n
OG0009938	0.849	n
OG0009939	0.871	n
OG0009940	0.94	n
OG0009941	0.973	n
OG0009942	0.973	n
OG0009943	0.931	n
OG0009944	0.771	n
OG0009945	0.95	n
OG0009946	0.973	n
OG0009947	0.931	n
OG0009948	0.992	n
OG0009949	0.952	n
OG0009950	0.771	n
OG0009951	0.94	n
OG0009952	0.931	n
OG0009953	0.946	n
OG0009954	0.931	n
OG0009955	0.895	n
OG0009956	0.952	n
OG0009957	0.889	n
OG0009958	0.922	n
OG0009960	0.96	n
OG0009962	0.96	n
OG0009963	0.931	n
OG0009964	0.952	n
OG0009965	0.952	n
OG0009966	0.936	n
OG0009967	0.952	n
OG0009968	0.973	n
OG0009969	0.973	n
OG0009970	0.973	n
OG0009972	0.952	n
OG0009973	0.931	n
OG0009974	0.895	n
OG0009975	0.901	n
OG0009976	0.931	n
OG0009977	0.948	n
OG0009978	0.895	n
OG0009979	0.96	n
OG0009980	0.95	n
OG0009981	0.994	n
OG0009982	0.952	n
OG0009983	0.952	n
OG0009984	0.901	n
OG0009986	0.973	n
OG0009987	0.973	n
OG0009988	0.952	n
OG0009990	0.94	n
OG0009991	0.973	n
OG0009992	0.986	n
OG0009993	0.887	n
OG0009994	0.931	n
OG0009995	0.945	n
OG0009996	0.952	n
OG0009998	0.832	n
OG0009999	0.973	n
OG0010000	0.986	n
OG0010001	0.895	n
OG0010002	0.985	n
OG0010003	0.951	n
OG0010004	0.979	n
OG0010005	0.931	n
OG0010006	0.931	n
OG0010007	0.975	n
OG0010008	0.979	n
OG0010009	0.931	n
OG0010010	0.757	n
OG0010011	0.931	n
OG0010012	0.952	n
OG0010013	0.895	n
OG0010014	0.95	n
OG0010015	0.998	n
OG0010016	0.973	n
OG0010017	0.906	n
OG0010018	0.923	n
OG0010019	0.973	n
OG0010021	0.931	n
OG0010022	0.969	n
OG0010023	0.945	n
OG0010024	0.96	n
OG0010025	0.985	n
OG0010026	0.94	n
OG0010027	0.931	n
OG0010028	0.931	n
OG0010029	0.931	n
OG0010030	0.896	n
OG0010031	0.969	n
OG0010032	0.901	n
OG0010033	0.945	n
OG0010034	0.971	n
OG0010035	0.979	n
OG0010036	0.931	n
OG0010037	0.931	n
OG0010038	0.889	n
OG0010039	0.973	n
OG0010040	0.61	n
OG0010041	0.951	n
OG0010042	0.931	n
OG0010044	0.849	n
OG0010045	0.985	n
OG0010046	0.95	n
OG0010047	0.923	n
OG0010048	0.931	n
OG0010049	0.942	n
OG0010050	0.931	n
OG0010051	0.95	n
OG0010052	0.906	n
OG0010053	0.971	n
OG0010054	0.901	n
OG0010055	0.973	n
OG0010056	0.845	n
OG0010057	0.986	n
OG0010058	0.973	n
OG0010059	0.952	n
OG0010060	0.945	n
OG0010061	0.971	n
OG0010062	0.973	n
OG0010063	0.931	n
OG0010064	0.978	n
OG0010065	0.952	n
OG0010066	0.95	n
OG0010067	0.811	n
OG0010068	0.931	n
OG0010069	0.641	n
OG0010070	0.975	n
OG0010071	0.889	n
OG0010072	0.923	n
OG0010073	0.931	n
OG0010074	0.931	n
OG0010075	0.926	n
OG0010076	0.36	n
OG0010077	0.966	n
OG0010078	0.85	n
OG0010079	0.986	n
OG0010080	0.783	n
OG0010081	0.895	n
OG0010082	0.887	n
OG0010083	0.824	n
OG0010084	0.895	n
OG0010085	0.95	n
OG0010086	0.957	n
OG0010087	0.96	n
OG0010088	0.95	n
OG0010089	0.973	n
OG0010090	0.952	n
OG0010091	0.895	n
OG0010092	0.971	n
OG0010093	0.931	n
OG0010094	0.895	n
OG0010095	0.595	n
OG0010096	0.931	n
OG0010097	0.931	n
OG0010098	0.967	n
OG0010099	0.952	n
OG0010100	0.87	n
OG0010101	0.859	n
OG0010102	0.931	n
OG0010103	0.84	n
OG0010104	0.973	n
OG0010105	0.832	n
OG0010106	0.975	n
OG0010107	0.952	n
OG0010108	0.924	n
OG0010109	0.901	n
OG0010110	0.931	n
OG0010111	0.999	n
OG0010112	0.973	n
OG0010113	0.889	n
OG0010114	0.895	n
OG0010115	0.95	n
OG0010116	0.952	n
OG0010117	0.952	n
OG0010121	0.985	n
OG0010122	0.931	n
OG0010123	0.931	n
OG0010124	0.95	n
OG0010125	0.931	n
OG0010126	0.923	n
OG0010127	0.931	n
OG0010128	0.977	n
OG0010129	0.973	n
OG0010130	0.969	n
OG0010131	0.931	n
OG0010132	0.924	n
OG0010133	0.889	n
OG0010134	0.957	n
OG0010136	0.926	n
OG0010138	0.948	n
OG0010139	0.973	n
OG0010140	0.952	n
OG0010141	0.947	n
OG0010142	0.952	n
OG0010143	0.895	n
OG0010144	0.96	n
OG0010145	0.94	n
OG0010146	0.994	n
OG0010147	0.931	n
OG0010148	0.895	n
OG0010149	0.95	n
OG0010150	0.821	n
OG0010151	0.952	n
OG0010152	0.891	n
OG0010153	0.976	n
OG0010154	0.952	n
OG0010155	0.931	n
OG0010156	0.94	n
OG0010157	0.931	n
OG0010159	0.951	n
OG0010161	0.901	n
OG0010162	0.973	n
OG0010163	0.998	n
OG0010164	0.952	n
OG0010165	0.95	n
OG0010166	0.952	n
OG0010167	0.973	n
OG0010169	0.952	n
OG0010170	0.901	n
OG0010171	0.765	n
OG0010172	0.931	n
OG0010173	0.952	n
OG0010174	0.952	n
OG0010175	0.958	n
OG0010176	0.852	n
OG0010177	0.94	n
OG0010178	0.842	n
OG0010179	0.895	n
OG0010180	0.973	n
OG0010181	0.913	n
OG0010182	0.952	n
OG0010183	0.973	n
OG0010184	0.931	n
OG0010185	0.891	n
OG0010186	0.973	n
OG0010187	0.913	n
OG0010188	0.973	n
OG0010189	0.973	n
OG0010190	0.895	n
OG0010191	0.957	n
OG0010192	0.96	n
OG0010193	0.973	n
OG0010194	0.44	n
OG0010195	0.931	n
OG0010196	0.824	n
OG0010197	0.952	n
OG0010198	0.931	n
OG0010199	0.952	n
OG0010200	0.795	n
OG0010201	0.952	n
OG0010203	0.973	n
OG0010204	0.973	n
OG0010205	0.931	n
OG0010206	0.973	n
OG0010207	0.897	n
OG0010208	0.757	n
OG0010209	0.859	n
OG0010212	0.946	n
OG0010213	0.895	n
OG0010214	0.871	n
OG0010215	0.889	n
OG0010216	0.931	n
OG0010217	0.895	n
OG0010218	0.931	n
OG0010219	0.926	n
OG0010220	0.973	n
OG0010221	0.974	n
OG0010223	0.94	n
OG0010224	0.999	n
OG0010226	0.95	n
OG0010227	0.923	n
OG0010228	0.952	n
OG0010229	0.973	n
OG0010230	0.931	n
OG0010231	0.889	n
OG0010232	0.812	n
OG0010233	0.973	n
OG0010235	0.992	n
OG0010236	0.834	n
OG0010237	0.895	n
OG0010238	0.901	n
OG0010239	0.889	n
OG0010240	0.819	n
OG0010241	0.986	n
OG0010242	0.96	n
OG0010243	0.977	n
OG0010245	0.931	n
OG0010246	0.985	n
OG0010247	0.95	n
OG0010248	0.968	n
OG0010249	0.962	n
OG0010250	0.916	n
OG0010251	0.931	n
OG0010252	0.758	n
OG0010253	0.877	n
OG0010254	0.948	n
OG0010256	0.931	n
OG0010257	0.931	n
OG0010258	0.985	n
OG0010259	0.931	n
OG0010260	0.895	n
OG0010261	0.879	n
OG0010262	0.958	n
OG0010263	0.973	n
OG0010264	0.931	n
OG0010265	0.744	n
OG0010266	0.923	n
OG0010267	0.805	n
OG0010268	0.931	n
OG0010270	0.973	n
OG0010271	0.895	n
OG0010272	0.952	n
OG0010273	0.985	n
OG0010274	0.973	n
OG0010275	0.898	n
OG0010276	0.963	n
OG0010277	0.958	n
OG0010278	0.895	n
OG0010280	0.951	n
OG0010281	0.96	n
OG0010282	0.94	n
OG0010283	0.931	n
OG0010284	0.922	n
OG0010285	0.973	n
OG0010286	0.895	n
OG0010287	0.96	n
OG0010288	0.931	n
OG0010289	0.931	n
OG0010291	0.837	n
OG0010293	0.973	n
OG0010296	0.952	n
OG0010297	0.96	n
OG0010299	0.796	n
OG0010300	0.931	n
OG0010301	0.87	n
OG0010302	0.985	n
OG0010303	0.96	n
OG0010304	0.901	n
OG0010305	0.895	n
OG0010306	0.931	n
OG0010307	0.852	n
OG0010308	0.948	n
OG0010309	0.901	n
OG0010310	0.97	n
OG0010311	0.962	n
OG0010312	0.895	n
OG0010314	0.931	n
OG0010315	0.968	n
OG0010317	0.801	n
OG0010318	0.901	n
OG0010319	0.952	n
OG0010320	0.9	n
OG0010321	0.952	n
OG0010322	0.992	n
OG0010323	0.942	n
OG0010324	0.923	n
OG0010325	0.95	n
OG0010326	0.952	n
OG0010327	0.814	n
OG0010328	0.973	n
OG0010329	0.971	n
OG0010330	0.973	n
OG0010331	0.922	n
OG0010332	0.621	n
OG0010333	0.744	n
OG0010334	0.931	n
OG0010335	0.916	n
OG0010337	0.931	n
OG0010338	0.931	n
OG0010339	0.895	n
OG0010340	0.563	n
OG0010342	0.934	n
OG0010343	0.952	n
OG0010344	0.95	n
OG0010345	0.931	n
OG0010346	0.86	n
OG0010347	0.931	n
OG0010348	0.913	n
OG0010349	0.952	n
OG0010350	0.98	n
OG0010351	0.895	n
OG0010352	0.994	n
OG0010353	0.923	n
OG0010354	0.99	n
OG0010355	0.963	n
OG0010356	0.859	n
OG0010357	0.849	n
OG0010358	0.887	n
OG0010359	0.887	n
OG0010360	0.931	n
OG0010361	0.931	n
OG0010362	0.973	n
OG0010363	0.95	n
OG0010364	0.969	n
OG0010365	0.889	n
OG0010366	0.952	n
OG0010367	0.952	n
OG0010368	0.901	n
OG0010369	0.94	n
OG0010370	0.891	n
OG0010371	0.94	n
OG0010372	0.931	n
OG0010373	0.974	n
OG0010374	0.95	n
OG0010375	0.973	n
OG0010376	0.973	n
OG0010378	0.476	n
OG0010379	0.992	n
OG0010380	0.963	n
OG0010381	0.895	n
OG0010382	0.816	n
OG0010383	0.849	n
OG0010384	0.931	n
OG0010385	0.916	n
OG0010386	0.952	n
OG0010387	0.969	n
OG0010388	0.901	n
OG0010389	0.895	n
OG0010390	0.96	n
OG0010392	0.901	n
OG0010393	0.931	n
OG0010394	0.973	n
OG0010395	0.839	n
OG0010396	0.931	n
OG0010397	0.973	n
OG0010398	0.913	n
OG0010399	0.95	n
OG0010400	0.94	n
OG0010401	0.931	n
OG0010402	0.85	n
OG0010403	0.969	n
OG0010404	0.931	n
OG0010405	0.897	n
OG0010406	0.96	n
OG0010407	0.985	n
OG0010408	0.986	n
OG0010409	0.892	n
OG0010410	0.931	n
OG0010411	0.757	n
OG0010412	0.952	n
OG0010413	0.931	n
OG0010414	0.973	n
OG0010415	0.96	n
OG0010416	0.895	n
OG0010417	0.846	n
OG0010418	0.824	n
OG0010419	0.931	n
OG0010420	0.976	n
OG0010421	0.901	n
OG0010422	0.931	n
OG0010423	0.953	n
OG0010424	0.976	n
OG0010425	0.931	n
OG0010426	0.94	n
OG0010427	0.931	n
OG0010428	0.931	n
OG0010429	0.944	n
OG0010430	0.931	n
OG0010431	0.931	n
OG0010432	0.857	n
OG0010434	0.958	n
OG0010435	0.931	n
OG0010436	0.901	n
OG0010437	0.851	n
OG0010438	0.937	n
OG0010439	0.952	n
OG0010440	0.922	n
OG0010441	0.952	n
OG0010442	0.528	n
OG0010443	0.931	n
OG0010444	0.952	n
OG0010445	0.895	n
OG0010446	0.931	n
OG0010447	0.931	n
OG0010448	0.934	n
OG0010449	0.834	n
OG0010450	0.889	n
OG0010451	0.744	n
OG0010452	0.895	n
OG0010453	0.901	n
OG0010454	0.952	n
OG0010455	0.895	n
OG0010456	0.929	n
OG0010457	0.839	n
OG0010459	0.83	n
OG0010460	0.832	n
OG0010461	0.895	n
OG0010462	0.98	n
OG0010463	0.924	n
OG0010464	0.935	n
OG0010465	0.931	n
OG0010466	0.895	n
OG0010467	0.895	n
OG0010468	0.952	n
OG0010469	0.931	n
OG0010470	0.895	n
OG0010471	0.889	n
OG0010472	0.895	n
OG0010473	0.923	n
OG0010474	0.931	n
OG0010476	0.986	n
OG0010477	0.895	n
OG0010478	0.952	n
OG0010479	0.922	n
OG0010480	0.931	n
OG0010481	0.952	n
OG0010482	0.973	n
OG0010483	0.895	n
OG0010484	0.973	n
OG0010485	0.973	n
OG0010486	0.931	n
OG0010487	0.931	n
OG0010488	0.952	n
OG0010489	0.931	n
OG0010490	0.852	n
OG0010492	0.95	n
OG0010493	0.931	n
OG0010494	0.816	n
OG0010495	0.805	n
OG0010496	0.931	n
OG0010497	0.973	n
OG0010498	0.973	n
OG0010499	0.958	n
OG0010500	0.994	n
OG0010501	0.931	n
OG0010502	0.952	n
OG0010503	0.895	n
OG0010504	0.895	n
OG0010505	0.824	n
OG0010506	0.931	n
OG0010507	0.931	n
OG0010508	0.931	n
OG0010510	0.952	n
OG0010511	0.931	n
OG0010512	0.969	n
OG0010513	0.887	n
OG0010514	0.923	n
OG0010515	0.895	n
OG0010516	0.895	n
OG0010517	0.953	n
OG0010518	0.931	n
OG0010519	0.777	n
OG0010520	0.976	n
OG0010521	0.444	n
OG0010522	0.973	n
OG0010523	0.973	n
OG0010524	0.952	n
OG0010525	0.973	n
OG0010527	0.973	n
OG0010528	0.986	n
OG0010529	0.931	n
OG0010530	0.95	n
OG0010531	0.819	n
OG0010532	0.931	n
OG0010533	0.843	n
OG0010534	0.973	n
OG0010535	0.931	n
OG0010536	0.855	n
OG0010537	0.904	n
OG0010538	0.944	n
OG0010540	0.895	n
OG0010541	0.857	n
OG0010542	0.973	n
OG0010544	0.87	n
OG0010545	0.96	n
OG0010547	0.998	n
OG0010548	0.581	n
OG0010549	0.895	n
OG0010550	0.931	n
OG0010551	0.95	n
OG0010552	0.923	n
OG0010553	0.931	n
OG0010554	0.95	n
OG0010555	0.797	n
OG0010556	0.871	n
OG0010557	0.889	n
OG0010558	0.95	n
OG0010559	0.923	n
OG0010560	0.821	n
OG0010561	0.773	n
OG0010562	0.931	n
OG0010563	0.973	n
OG0010564	0.973	n
OG0010565	0.973	n
OG0010566	0.84	n
OG0010567	0.952	n
OG0010568	0.922	n
OG0010569	0.973	n
OG0010570	0.931	n
OG0010571	0.883	n
OG0010572	0.857	n
OG0010573	0.985	n
OG0010574	0.895	n
