Orthogroup	S_diversifolius	E_salsugineum
OG0003459	Sdiv_ptg000002l_0832-R, Sdiv_ptg000015l_1317-R	Thhalv10002414m.g, Thhalv10002404m.g
OG0003461	Sdiv_ptg000002l_0811-R	Thhalv10002974m.g, Thhalv10002769m.g
OG0003462	Sdiv_ptg000022l_0670-R, Sdiv_ptg000008l_0628-R	Thhalv10017212m.g, Thhalv10017209m.g
OG0003463	Sdiv_ptg000004l_0757-R	Thhalv10019465m.g, Thhalv10024445m.g, Thhalv10011939m.g
OG0003464	Sdiv_ptg000012l_1765-R, Sdiv_ptg000007l_0523-R	Thhalv10003264m.g
OG0003465	Sdiv_ptg000012l_1764-R, Sdiv_ptg000007l_0551-R	Thhalv10003270m.g, Thhalv10012286m.g
OG0003466	Sdiv_ptg000012l_1745-R, Sdiv_ptg000012l_1744-R, Sdiv_ptg000007l_0567-R	Thhalv10003296m.g
OG0003467	Sdiv_ptg000012l_1667-R	Thhalv10003252m.g
OG0003468	Sdiv_ptg000012l_1659-R, Sdiv_ptg000007l_0629-R, Sdiv_ptg000022l_0398-R	Thhalv10003131m.g
OG0003469	Sdiv_ptg000015l_1175-R, Sdiv_ptg000002l_0970-R	Thhalv10002439m.g
OG0003470	Sdiv_ptg000015l_0268-R	Thhalv10009601m.g
OG0003471	Sdiv_ptg000015l_0273-R, Sdiv_ptg000002l_1878-R	Thhalv10019514m.g
OG0003472	Sdiv_ptg000002l_1841-R, Sdiv_ptg000015l_0313-R	Thhalv10018862m.g
OG0003473	Sdiv_ptg000015l_0412-R	Thhalv10019604m.g
OG0003474	Sdiv_ptg000015l_0474-R, Sdiv_ptg000002l_1687-R	Thhalv10018987m.g
OG0003475	Sdiv_ptg000002l_1631-R, Sdiv_ptg000015l_0523-R	Thhalv10018266m.g
OG0003476	Sdiv_ptg000015l_0539-R, Sdiv_ptg000002l_1616-R, Sdiv_ptg000010l_0250-R	Thhalv10018146m.g
OG0003477	Sdiv_ptg000015l_0556-R, Sdiv_ptg000002l_1601-R	Thhalv10018153m.g
OG0003478	Sdiv_ptg000002l_1588-R, Sdiv_ptg000015l_0572-R	Thhalv10019148m.g, Thhalv10008799m.g
OG0003479	Sdiv_ptg000015l_0597-R, Sdiv_ptg000002l_1560-R	Thhalv10018537m.g
OG0003481	Sdiv_ptg000015l_0617-R	Thhalv10018049m.g
OG0003482	Sdiv_ptg000002l_1538-R	Thhalv10019565m.g, Thhalv10019200m.g
OG0003483	Sdiv_ptg000002l_2020-R, Sdiv_ptg000015l_0146-R	Thhalv10018125m.g
OG0003484	Sdiv_ptg000015l_0140-R	Thhalv10018699m.g
OG0003485	Sdiv_ptg000002l_2038-R, Sdiv_ptg000015l_0133-R	Thhalv10017995m.g
OG0003486	Sdiv_ptg000002l_2040-R	Thhalv10000387m.g, Thhalv10000653m.g
OG0003486	Sdiv_ptg000015l_0131-R	Thhalv10018021m.g
OG0003487	Sdiv_ptg000015l_0119-R, Sdiv_ptg000002l_2049-R	Thhalv10008359m.g, Thhalv10018956m.g
OG0003488	Sdiv_ptg000002l_2109-R, Sdiv_ptg000015l_0064-R	Thhalv10001067m.g, Thhalv10019800m.g
OG0003489	Sdiv_ptg000002l_2145-R, Sdiv_ptg000015l_0011-R	Thhalv10018234m.g
OG0003492	Sdiv_ptg000003l_1465-R, Sdiv_ptg000014l_1716-R	Thhalv10011700m.g
OG0003494	Sdiv_ptg000015l_1910-R	Thhalv10010672m.g
OG0003495	Sdiv_ptg000014l_1675-R, Sdiv_ptg000003l_1502-R	Thhalv10011899m.g
OG0003497	Sdiv_ptg000005l_0046-R, Sdiv_ptg000004l_0303-R	Thhalv10004315m.g, Thhalv10018708m.g
OG0003498	Sdiv_ptg000005l_0032-R	Thhalv10028136m.g
OG0003499	Sdiv_ptg000004l_0291-R, Sdiv_ptg000005l_0026-R	Thhalv10028243m.g
OG0003500	Sdiv_ptg000005l_0015-R	Thhalv10028307m.g
OG0003503	Sdiv_ptg000003l_2053-R	Thhalv10007895m.g
OG0003504	Sdiv_ptg000009l_1865-R, Sdiv_ptg000010l_1399-R	Thhalv10009678m.g
OG0003505	Sdiv_ptg000007l_0861-R, Sdiv_ptg000012l_1391-R	Thhalv10000819m.g
OG0003506	Sdiv_ptg000012l_1358-R, Sdiv_ptg000007l_0891-R	Thhalv10000761m.g
OG0003507	Sdiv_ptg000007l_0895-R	Thhalv10005076m.g
OG0003508	Sdiv_ptg000007l_0902-R, Sdiv_ptg000012l_1340-R	Thhalv10004151m.g
OG0003509	Sdiv_ptg000012l_1320-R, Sdiv_ptg000007l_0920-R	Thhalv10004281m.g
OG0003510	Sdiv_ptg000007l_0922-R, Sdiv_ptg000012l_1317-R	Thhalv10005091m.g
OG0003511	Sdiv_ptg000007l_0939-R	Thhalv10003689m.g
OG0003512	Sdiv_ptg000012l_1301-R, Sdiv_ptg000007l_0940-R	Thhalv10005229m.g, Thhalv10005228m.g
OG0003513	Sdiv_ptg000007l_0945-R, Sdiv_ptg000012l_1295-R	Thhalv10004545m.g
OG0003515	Sdiv_ptg000012l_1249-R, Sdiv_ptg000007l_0985-R	Thhalv10005550m.g
OG0003516	Sdiv_ptg000012l_1243-R, Sdiv_ptg000007l_0988-R	Thhalv10003809m.g
OG0003517	Sdiv_ptg000012l_1206-R, Sdiv_ptg000007l_1024-R	Thhalv10004443m.g
OG0003519	Sdiv_ptg000015l_1670-R, Sdiv_ptg000002l_0440-R	Thhalv10010065m.g
OG0003520	Sdiv_ptg000002l_0422-R, Sdiv_ptg000015l_1684-R	Thhalv10010361m.g
OG0003521	Sdiv_ptg000002l_0415-R, Sdiv_ptg000015l_1689-R	Thhalv10011112m.g, Thhalv10010390m.g
OG0003522	Sdiv_ptg000002l_0277-R, Sdiv_ptg000015l_1829-R	Thhalv10010203m.g
OG0003523	Sdiv_ptg000002l_0285-R, Sdiv_ptg000015l_1821-R	Thhalv10010575m.g
OG0003524	Sdiv_ptg000015l_1819-R, Sdiv_ptg000002l_0288-R	Thhalv10010165m.g
OG0003525	Sdiv_ptg000002l_0324-R, Sdiv_ptg000015l_1784-R	Thhalv10010251m.g
OG0003526	Sdiv_ptg000015l_1747-R	Thhalv10010633m.g, Thhalv10000999m.g, Thhalv10014972m.g, Thhalv10016118m.g
OG0003527	Sdiv_ptg000015l_1737-R, Sdiv_ptg000002l_0372-R	Thhalv10010317m.g
OG0003528	Sdiv_ptg000002l_0232-R, Sdiv_ptg000015l_1865-R	Thhalv10010244m.g
OG0003529	Sdiv_ptg000015l_1870-R, Sdiv_ptg000002l_0226-R	Thhalv10010436m.g
OG0003530	Sdiv_ptg000027l_0049-R	Thhalv10023039m.g, Thhalv10028037m.g, Thhalv10023035m.g, Thhalv10023065m.g
OG0003531	Sdiv_ptg000001l_1462-R	Thhalv10019894m.g
OG0003532	Sdiv_ptg000011l_0064-R, Sdiv_ptg000013l_0064-R, Sdiv_ptg000001l_0080-R	Thhalv10001962m.g
OG0003533	Sdiv_ptg000001l_0077-R, Sdiv_ptg000011l_0060-R, Sdiv_ptg000013l_0061-R	Thhalv10001922m.g
OG0003534	Sdiv_ptg000013l_0048-R, Sdiv_ptg000011l_0047-R	Thhalv10001917m.g
OG0003535	Sdiv_ptg000013l_0039-R, Sdiv_ptg000011l_0036-R, Sdiv_ptg000001l_0055-R	Thhalv10001892m.g
OG0003536	Sdiv_ptg000001l_0047-R, Sdiv_ptg000013l_0032-R, Sdiv_ptg000011l_0029-R	Thhalv10001996m.g
OG0003537	Sdiv_ptg000011l_0008-R, Sdiv_ptg000013l_0013-R, Sdiv_ptg000001l_0019-R	Thhalv10002034m.g
OG0003538	Sdiv_ptg000013l_0011-R, Sdiv_ptg000011l_0005-R, Sdiv_ptg000001l_0017-R	Thhalv10003989m.g
OG0003539	Sdiv_ptg000014l_1902-R, Sdiv_ptg000014l_1900-R	Thhalv10001874m.g
OG0003541	Sdiv_ptg000004l_0352-R, Sdiv_ptg000005l_0080-R	Thhalv10003457m.g
OG0003542	Sdiv_ptg000005l_0369-R, Sdiv_ptg000004l_0673-R	Thhalv10025068m.g
OG0003543	Sdiv_ptg000004l_0665-R, Sdiv_ptg000005l_0353-R	Thhalv10026330m.g
OG0003544	Sdiv_ptg000005l_0345-R, Sdiv_ptg000004l_0658-R	Thhalv10026349m.g
OG0003545	Sdiv_ptg000013l_0082-R, Sdiv_ptg000011l_0083-R	Thhalv10002010m.g
OG0003546	Sdiv_ptg000013l_0091-R, Sdiv_ptg000011l_0091-R, Sdiv_ptg000001l_0100-R	Thhalv10022672m.g
OG0003547	Sdiv_ptg000011l_0103-R, Sdiv_ptg000013l_0101-R, Sdiv_ptg000001l_0112-R	Thhalv10022522m.g
OG0003548	Sdiv_ptg000001l_0128-R, Sdiv_ptg000013l_0109-R, Sdiv_ptg000011l_0112-R	Thhalv10022602m.g
OG0003549	Sdiv_ptg000011l_0122-R	Thhalv10023125m.g, Thhalv10018192m.g
OG0003550	Sdiv_ptg000011l_0133-R, Sdiv_ptg000013l_0126-R, Sdiv_ptg000001l_0147-R	Thhalv10022562m.g, Thhalv10024453m.g
OG0003551	Sdiv_ptg000001l_0150-R, Sdiv_ptg000013l_0123-R, Sdiv_ptg000011l_0130-R	Thhalv10022720m.g
OG0003552	Sdiv_ptg000011l_0162-R, Sdiv_ptg000013l_0151-R	Thhalv10023032m.g
OG0003552	Sdiv_ptg000001l_0171-R	Thhalv10022741m.g
OG0003553	Sdiv_ptg000001l_0161-R, Sdiv_ptg000013l_0163-R, Sdiv_ptg000015l_1278-R	Thhalv10022871m.g
OG0003554	Sdiv_ptg000011l_0187-R, Sdiv_ptg000013l_0178-R, Sdiv_ptg000001l_0190-R	Thhalv10025533m.g
OG0003555	Sdiv_ptg000013l_0197-R, Sdiv_ptg000011l_0208-R	Thhalv10022521m.g
OG0003556	Sdiv_ptg000004l_2322-R, Sdiv_ptg000005l_2019-R	Thhalv10025960m.g
OG0003557	Sdiv_ptg000004l_2104-R	Thhalv10025194m.g
OG0003558	Sdiv_ptg000004l_0721-R, Sdiv_ptg000005l_0419-R	Thhalv10024765m.g, Thhalv10016473m.g
OG0003559	Sdiv_ptg000004l_0739-R, Sdiv_ptg000005l_0435-R	Thhalv10025212m.g
OG0003560	Sdiv_ptg000015l_1984-R	Thhalv10005887m.g
OG0003561	Sdiv_ptg000002l_0142-R, Sdiv_ptg000015l_1960-R	Thhalv10006268m.g
OG0003562	Sdiv_ptg000015l_1939-R, Sdiv_ptg000002l_0158-R	Thhalv10005845m.g
OG0003563	Sdiv_ptg000015l_1924-R	Thhalv10010910m.g, Thhalv10005331m.g, Thhalv10006375m.g, Thhalv10006480m.g
OG0003564	Sdiv_ptg000015l_1919-R	Thhalv10011136m.g
OG0003564	Sdiv_ptg000015l_1920-R	Thhalv10010354m.g
OG0003565	Sdiv_ptg000001l_0164-R	Thhalv10022955m.g
OG0003567	Sdiv_ptg000005l_0418-R	Thhalv10025426m.g, Thhalv10027271m.g, Thhalv10027220m.g, Thhalv10026937m.g, Thhalv10026841m.g
OG0003568	Sdiv_ptg000004l_0246-R	Thhalv10027854m.g
OG0003570	Sdiv_ptg000014l_1042-R	Thhalv10028316m.g, Thhalv10028060m.g, Thhalv10028114m.g, Thhalv10017979m.g
OG0003571	Sdiv_ptg000004l_0561-R	Thhalv10024348m.g
OG0003571	Sdiv_ptg000004l_0562-R	Thhalv10027301m.g, Thhalv10026964m.g
OG0003574	Sdiv_ptg000022l_1095-R, Sdiv_ptg000022l_1047-R, Sdiv_ptg000022l_1050-R, Sdiv_ptg000022l_1051-R, Sdiv_ptg000022l_1049-R	Thhalv10003343m.g, Thhalv10000490m.g
OG0003578	Sdiv_ptg000027l_0301-R	Thhalv10012128m.g, Thhalv10019735m.g, Thhalv10024069m.g
OG0003600	Sdiv_ptg000007l_0817-R, Sdiv_ptg000012l_1442-R	Thhalv10000938m.g
OG0003601	Sdiv_ptg000007l_0814-R	Thhalv10001019m.g
OG0003602	Sdiv_ptg000012l_1445-R	Thhalv10000892m.g
OG0003603	Sdiv_ptg000007l_0813-R, Sdiv_ptg000012l_1446-R	Thhalv10000871m.g
OG0003604	Sdiv_ptg000012l_1452-R, Sdiv_ptg000007l_0807-R	Thhalv10000898m.g
OG0003605	Sdiv_ptg000007l_0803-R, Sdiv_ptg000012l_1455-R	Thhalv10000767m.g
OG0003606	Sdiv_ptg000012l_1456-R, Sdiv_ptg000007l_0802-R	Thhalv10001028m.g
OG0003607	Sdiv_ptg000012l_1457-R, Sdiv_ptg000007l_0801-R	Thhalv10000740m.g
OG0003608	Sdiv_ptg000007l_0800-R, Sdiv_ptg000012l_1458-R	Thhalv10000743m.g
OG0003609	Sdiv_ptg000012l_1471-R	Thhalv10000790m.g
OG0003610	Sdiv_ptg000012l_1473-R	Thhalv10001053m.g
OG0003611	Sdiv_ptg000007l_0790-R, Sdiv_ptg000012l_1474-R	Thhalv10001013m.g
OG0003612	Sdiv_ptg000012l_1478-R, Sdiv_ptg000007l_0786-R	Thhalv10000887m.g
OG0003613	Sdiv_ptg000007l_0766-R	Thhalv10000847m.g
OG0003614	Sdiv_ptg000012l_1503-R, Sdiv_ptg000007l_0763-R	Thhalv10000786m.g
OG0003615	Sdiv_ptg000012l_1502-R, Sdiv_ptg000007l_0764-R	Thhalv10000874m.g
OG0003616	Sdiv_ptg000012l_1505-R, Sdiv_ptg000007l_0762-R	Thhalv10000879m.g
OG0003617	Sdiv_ptg000012l_1509-R	Thhalv10000782m.g
OG0003618	Sdiv_ptg000007l_0753-R, Sdiv_ptg000012l_1513-R	Thhalv10008890m.g
OG0003619	Sdiv_ptg000012l_1518-R, Sdiv_ptg000007l_0749-R	Thhalv10000755m.g
OG0003620	Sdiv_ptg000012l_1522-R	Thhalv10001045m.g
OG0003621	Sdiv_ptg000012l_1533-R, Sdiv_ptg000007l_0736-R	Thhalv10000802m.g
OG0003622	Sdiv_ptg000012l_1549-R, Sdiv_ptg000007l_0720-R	Thhalv10000937m.g
OG0003623	Sdiv_ptg000012l_1551-R, Sdiv_ptg000007l_0718-R	Thhalv10000784m.g
OG0003624	Sdiv_ptg000007l_0716-R, Sdiv_ptg000012l_1554-R	Thhalv10000816m.g
OG0003625	Sdiv_ptg000012l_1556-R, Sdiv_ptg000007l_0714-R	Thhalv10001052m.g
OG0003626	Sdiv_ptg000012l_1565-R, Sdiv_ptg000007l_0711-R	Thhalv10000881m.g
OG0003627	Sdiv_ptg000007l_0708-R, Sdiv_ptg000012l_1567-R	Thhalv10000944m.g
OG0003628	Sdiv_ptg000012l_1574-R, Sdiv_ptg000007l_0703-R	Thhalv10000876m.g
OG0003629	Sdiv_ptg000007l_0702-R, Sdiv_ptg000012l_1575-R	Thhalv10000836m.g
OG0003630	Sdiv_ptg000012l_1578-R	Thhalv10001222m.g
OG0003632	Sdiv_ptg000007l_0691-R, Sdiv_ptg000012l_1585-R	Thhalv10000834m.g
OG0003633	Sdiv_ptg000007l_0690-R, Sdiv_ptg000012l_1586-R	Thhalv10000927m.g
OG0003634	Sdiv_ptg000022l_1815-R	Thhalv10001735m.g
OG0003635	Sdiv_ptg000007l_0674-R, Sdiv_ptg000012l_1608-R	Thhalv10000738m.g
OG0003636	Sdiv_ptg000012l_1609-R, Sdiv_ptg000007l_0673-R	Thhalv10000758m.g
OG0003638	Sdiv_ptg000012l_1620-R, Sdiv_ptg000007l_0666-R	Thhalv10000855m.g
OG0003639	Sdiv_ptg000007l_0665-R, Sdiv_ptg000012l_1621-R	Thhalv10000939m.g
OG0003641	Sdiv_ptg000007l_0655-R	Thhalv10001085m.g
OG0003642	Sdiv_ptg000005l_0204-R, Sdiv_ptg000004l_0468-R	Thhalv10026599m.g
OG0003643	Sdiv_ptg000005l_0181-R	Thhalv10025298m.g
OG0003644	Sdiv_ptg000004l_0455-R, Sdiv_ptg000005l_0180-R	Thhalv10024713m.g
OG0003646	Sdiv_ptg000004l_0452-R, Sdiv_ptg000005l_0177-R	Thhalv10026222m.g
OG0003647	Sdiv_ptg000005l_0172-R, Sdiv_ptg000004l_0439-R	Thhalv10026673m.g
OG0003648	Sdiv_ptg000005l_0158-R, Sdiv_ptg000004l_0422-R	Thhalv10026812m.g
OG0003649	Sdiv_ptg000004l_0413-R, Sdiv_ptg000005l_0142-R	Thhalv10026516m.g
OG0003650	Sdiv_ptg000008l_0407-R, Sdiv_ptg000022l_0394-R	Thhalv10001248m.g
OG0003651	Sdiv_ptg000008l_0345-R	Thhalv10013672m.g
OG0003652	Sdiv_ptg000009l_2126-R	Thhalv10002006m.g, Thhalv10002003m.g
OG0003653	Sdiv_ptg000022l_0332-R, Sdiv_ptg000008l_0338-R	Thhalv10001895m.g
OG0003654	Sdiv_ptg000008l_0328-R, Sdiv_ptg000022l_0327-R	Thhalv10000253m.g
OG0003655	Sdiv_ptg000022l_0312-R, Sdiv_ptg000008l_0314-R	Thhalv10000083m.g
OG0003656	Sdiv_ptg000008l_0302-R, Sdiv_ptg000022l_0303-R, Sdiv_ptg000022l_0277-R	Thhalv10000457m.g
OG0003657	Sdiv_ptg000008l_0297-R	Thhalv10000070m.g
OG0003658	Sdiv_ptg000008l_0295-R, Sdiv_ptg000022l_0296-R	Thhalv10000009m.g
OG0003659	Sdiv_ptg000008l_0281-R, Sdiv_ptg000022l_0256-R	Thhalv10000113m.g
OG0003660	Sdiv_ptg000008l_0275-R, Sdiv_ptg000022l_0265-R	Thhalv10000120m.g
OG0003661	Sdiv_ptg000022l_0271-R, Sdiv_ptg000008l_0269-R	Thhalv10000020m.g
OG0003662	Sdiv_ptg000008l_0264-R, Sdiv_ptg000022l_0278-R	Thhalv10000317m.g
OG0003663	Sdiv_ptg000008l_0260-R, Sdiv_ptg000022l_0251-R	Thhalv10000258m.g
OG0003664	Sdiv_ptg000008l_0245-R, Sdiv_ptg000022l_0233-R	Thhalv10000300m.g, Thhalv10029499m.g
OG0003666	Sdiv_ptg000008l_0232-R, Sdiv_ptg000022l_0225-R	Thhalv10000173m.g
OG0003667	Sdiv_ptg000008l_0231-R	Thhalv10000361m.g
OG0003669	Sdiv_ptg000008l_0230-R, Sdiv_ptg000022l_0223-R	Thhalv10000051m.g
OG0003670	Sdiv_ptg000012l_0080-R	Thhalv10005473m.g, Thhalv10022133m.g
OG0003671	Sdiv_ptg000008l_0216-R	Thhalv10000165m.g
OG0003672	Sdiv_ptg000022l_0206-R	Thhalv10000127m.g
OG0003673	Sdiv_ptg000022l_0202-R, Sdiv_ptg000008l_0208-R	Thhalv10000280m.g
OG0003674	Sdiv_ptg000022l_0198-R, Sdiv_ptg000008l_0204-R	Thhalv10000362m.g
OG0003675	Sdiv_ptg000008l_0199-R, Sdiv_ptg000022l_0195-R	Thhalv10000343m.g
OG0003676	Sdiv_ptg000022l_0168-R, Sdiv_ptg000008l_0169-R	Thhalv10000066m.g
OG0003677	Sdiv_ptg000022l_0161-R, Sdiv_ptg000008l_0162-R	Thhalv10000354m.g
OG0003679	Sdiv_ptg000004l_0419-R, Sdiv_ptg000005l_0151-R	Thhalv10026242m.g
OG0003681	Sdiv_ptg000008l_0603-R, Sdiv_ptg000022l_0634-R	Thhalv10017379m.g
OG0003682	Sdiv_ptg000022l_0633-R, Sdiv_ptg000008l_0602-R	Thhalv10016340m.g
OG0003683	Sdiv_ptg000008l_0600-R	Thhalv10016642m.g
OG0003684	Sdiv_ptg000022l_0607-R, Sdiv_ptg000008l_0596-R	Thhalv10016643m.g
OG0003685	Sdiv_ptg000022l_0613-R, Sdiv_ptg000008l_0589-R	Thhalv10017181m.g
OG0003686	Sdiv_ptg000022l_0615-R, Sdiv_ptg000008l_0587-R	Thhalv10017086m.g
OG0003687	Sdiv_ptg000022l_0616-R, Sdiv_ptg000008l_0586-R	Thhalv10016147m.g
OG0003688	Sdiv_ptg000022l_0619-R, Sdiv_ptg000008l_0581-R	Thhalv10017810m.g
OG0003689	Sdiv_ptg000008l_0579-R, Sdiv_ptg000022l_0622-R	Thhalv10016626m.g
OG0003690	Sdiv_ptg000022l_0624-R, Sdiv_ptg000008l_0577-R	Thhalv10016255m.g
OG0003691	Sdiv_ptg000008l_0576-R, Sdiv_ptg000022l_0626-R	Thhalv10017032m.g
OG0003692	Sdiv_ptg000008l_0575-R, Sdiv_ptg000022l_0628-R	Thhalv10017165m.g
OG0003693	Sdiv_ptg000022l_0605-R, Sdiv_ptg000008l_0570-R	Thhalv10016347m.g
OG0003694	Sdiv_ptg000008l_0567-R, Sdiv_ptg000022l_0603-R	Thhalv10017443m.g
OG0003695	Sdiv_ptg000022l_0601-R, Sdiv_ptg000008l_0565-R	Thhalv10016386m.g
OG0003696	Sdiv_ptg000008l_0564-R, Sdiv_ptg000022l_0599-R	Thhalv10016679m.g
OG0003697	Sdiv_ptg000022l_0597-R, Sdiv_ptg000008l_0562-R	Thhalv10016277m.g
OG0003698	Sdiv_ptg000022l_0596-R, Sdiv_ptg000008l_0560-R	Thhalv10016329m.g
OG0003699	Sdiv_ptg000008l_0551-R, Sdiv_ptg000022l_0587-R	Thhalv10016207m.g
OG0003700	Sdiv_ptg000008l_0549-R, Sdiv_ptg000022l_0584-R	Thhalv10016842m.g
OG0003701	Sdiv_ptg000022l_0580-R, Sdiv_ptg000008l_0545-R	Thhalv10016498m.g
OG0003702	Sdiv_ptg000008l_0544-R, Sdiv_ptg000022l_0579-R	Thhalv10017900m.g
OG0003703	Sdiv_ptg000022l_0574-R, Sdiv_ptg000008l_0537-R	Thhalv10016590m.g
OG0003704	Sdiv_ptg000008l_0536-R, Sdiv_ptg000022l_0573-R	Thhalv10016313m.g
OG0003705	Sdiv_ptg000022l_0572-R, Sdiv_ptg000008l_0534-R	Thhalv10017447m.g
OG0003706	Sdiv_ptg000022l_0570-R, Sdiv_ptg000008l_0533-R	Thhalv10016532m.g
OG0003707	Sdiv_ptg000008l_0529-R, Sdiv_ptg000022l_0565-R	Thhalv10016236m.g
OG0003708	Sdiv_ptg000022l_0556-R, Sdiv_ptg000008l_0521-R	Thhalv10016327m.g
OG0003709	Sdiv_ptg000022l_0551-R, Sdiv_ptg000008l_0516-R	Thhalv10017323m.g
OG0003710	Sdiv_ptg000022l_0504-R	Thhalv10002111m.g
OG0003711	Sdiv_ptg000013l_0464-R, Sdiv_ptg000001l_0494-R	Thhalv10002649m.g
OG0003712	Sdiv_ptg000013l_0461-R, Sdiv_ptg000001l_0490-R	Thhalv10002410m.g
OG0003713	Sdiv_ptg000001l_0489-R, Sdiv_ptg000013l_0460-R	Thhalv10002520m.g
OG0003714	Sdiv_ptg000013l_0458-R, Sdiv_ptg000001l_0488-R	Thhalv10002483m.g
OG0003715	Sdiv_ptg000011l_0439-R, Sdiv_ptg000001l_0474-R, Sdiv_ptg000013l_0444-R	Thhalv10002656m.g
OG0003716	Sdiv_ptg000001l_0473-R, Sdiv_ptg000011l_0441-R, Sdiv_ptg000013l_0447-R	Thhalv10002626m.g
OG0003717	Sdiv_ptg000008l_1407-R, Sdiv_ptg000022l_1519-R	Thhalv10016509m.g
OG0003718	Sdiv_ptg000022l_1497-R, Sdiv_ptg000008l_1384-R	Thhalv10016665m.g, Thhalv10017965m.g
OG0003719	Sdiv_ptg000022l_1485-R, Sdiv_ptg000008l_1376-R	Thhalv10016400m.g
OG0003720	Sdiv_ptg000022l_1464-R	Thhalv10016416m.g
OG0003722	Sdiv_ptg000022l_1421-R, Sdiv_ptg000008l_1318-R	Thhalv10016968m.g
OG0003723	Sdiv_ptg000008l_1317-R, Sdiv_ptg000022l_1419-R	Thhalv10016307m.g
OG0003724	Sdiv_ptg000008l_1316-R, Sdiv_ptg000022l_1418-R	Thhalv10016987m.g
OG0003725	Sdiv_ptg000022l_1407-R, Sdiv_ptg000008l_1303-R	Thhalv10017916m.g
OG0003726	Sdiv_ptg000022l_1404-R, Sdiv_ptg000008l_1301-R	Thhalv10016926m.g
OG0003727	Sdiv_ptg000022l_1742-R	Thhalv10001711m.g
OG0003728	Sdiv_ptg000022l_1373-R, Sdiv_ptg000008l_1273-R	Thhalv10016709m.g
OG0003729	Sdiv_ptg000008l_1271-R, Sdiv_ptg000022l_1371-R	Thhalv10016387m.g
OG0003730	Sdiv_ptg000008l_1258-R	Thhalv10016251m.g
OG0003731	Sdiv_ptg000022l_1341-R, Sdiv_ptg000008l_1245-R	Thhalv10017727m.g
OG0003732	Sdiv_ptg000022l_1328-R, Sdiv_ptg000008l_1234-R	Thhalv10017516m.g
OG0003733	Sdiv_ptg000022l_1323-R, Sdiv_ptg000008l_1228-R	Thhalv10016566m.g
OG0003734	Sdiv_ptg000022l_1319-R, Sdiv_ptg000008l_1224-R	Thhalv10016460m.g
OG0003735	Sdiv_ptg000022l_1312-R, Sdiv_ptg000008l_1220-R	Thhalv10016232m.g
OG0003737	Sdiv_ptg000008l_1203-R, Sdiv_ptg000022l_1292-R	Thhalv10016206m.g
OG0003738	Sdiv_ptg000008l_1192-R	Thhalv10017729m.g
OG0003739	Sdiv_ptg000008l_1189-R, Sdiv_ptg000022l_1278-R	Thhalv10016645m.g
OG0003740	Sdiv_ptg000022l_1277-R	Thhalv10017427m.g, Thhalv10022483m.g
OG0003741	Sdiv_ptg000022l_1264-R, Sdiv_ptg000008l_1179-R	Thhalv10017215m.g
OG0003742	Sdiv_ptg000022l_1263-R, Sdiv_ptg000008l_1178-R	Thhalv10017513m.g
OG0003743	Sdiv_ptg000022l_1249-R, Sdiv_ptg000008l_1164-R	Thhalv10017031m.g
OG0003744	Sdiv_ptg000022l_1247-R, Sdiv_ptg000008l_1162-R	Thhalv10017966m.g
OG0003745	Sdiv_ptg000022l_1230-R, Sdiv_ptg000008l_1149-R	Thhalv10016431m.g
OG0003746	Sdiv_ptg000022l_1226-R, Sdiv_ptg000008l_1144-R	Thhalv10016198m.g
OG0003747	Sdiv_ptg000008l_1139-R, Sdiv_ptg000022l_1219-R	Thhalv10016472m.g
OG0003748	Sdiv_ptg000022l_1216-R, Sdiv_ptg000008l_1138-R	Thhalv10016298m.g
OG0003749	Sdiv_ptg000022l_1215-R, Sdiv_ptg000008l_1137-R	Thhalv10016734m.g
OG0003750	Sdiv_ptg000008l_1129-R, Sdiv_ptg000022l_1208-R	Thhalv10016912m.g
OG0003751	Sdiv_ptg000008l_1123-R, Sdiv_ptg000022l_1161-R	Thhalv10016833m.g
OG0003752	Sdiv_ptg000022l_1162-R, Sdiv_ptg000008l_1122-R	Thhalv10016173m.g
OG0003753	Sdiv_ptg000022l_1174-R	Thhalv10027102m.g
OG0003754	Sdiv_ptg000008l_1106-R	Thhalv10016259m.g
OG0003755	Sdiv_ptg000008l_1105-R, Sdiv_ptg000022l_1178-R	Thhalv10016937m.g
OG0003756	Sdiv_ptg000022l_1191-R, Sdiv_ptg000008l_1094-R	Thhalv10016755m.g
OG0003757	Sdiv_ptg000008l_1082-R, Sdiv_ptg000022l_1203-R	Thhalv10016176m.g
OG0003758	Sdiv_ptg000008l_1081-R, Sdiv_ptg000022l_1204-R	Thhalv10016415m.g
OG0003759	Sdiv_ptg000022l_1153-R, Sdiv_ptg000008l_1075-R	Thhalv10017156m.g
OG0003760	Sdiv_ptg000022l_1152-R, Sdiv_ptg000008l_1074-R	Thhalv10017772m.g
OG0003761	Sdiv_ptg000008l_1073-R, Sdiv_ptg000022l_1151-R	Thhalv10017124m.g
OG0003762	Sdiv_ptg000022l_1148-R, Sdiv_ptg000008l_1068-R	Thhalv10016349m.g
OG0003763	Sdiv_ptg000008l_1063-R, Sdiv_ptg000022l_1142-R	Thhalv10016656m.g
OG0003764	Sdiv_ptg000022l_1139-R, Sdiv_ptg000008l_1059-R	Thhalv10016258m.g
OG0003765	Sdiv_ptg000008l_1055-R, Sdiv_ptg000022l_1135-R	Thhalv10017498m.g
