Orthogroup	S_pinnata	C_amplexicaulis
OG0006587	Stapi.12503s0001	Caamp.1031s0163
OG0006588	Stapi.4648s0004	Caamp.1031s0148, Caamp.0102s0128
OG0006589	Stapi.6744s0001	Caamp.0102s0130
OG0006590	Stapi.6744s0003	Caamp.1031s0143, Caamp.0102s0133
OG0006591	Stapi.6744s0005	Caamp.0102s0135
OG0006592	Stapi.1097s0012	Caamp.1031s0137
OG0006593	Stapi.1097s0014	Caamp.0102s0142
OG0006594	Stapi.5543s0002	Caamp.0102s0145
OG0006595	Stapi.2311s0008	Caamp.0102s0147
OG0006595	Stapi.5227s0001	Caamp.1031s0131
OG0006596	Stapi.4523s0001	Caamp.1031s0544, Caamp.1031s0546, Caamp.0102s0154, Caamp.0102s0150
OG0006597	Stapi.10806s0002	Caamp.1031s0113, Caamp.0102s0172
OG0006598	Stapi.8737s0003	Caamp.1031s0110, Caamp.0102s0175
OG0006599	Stapi.2104s0003	Caamp.0102s0189, Caamp.1031s0097
OG0006600	Stapi.2989s0003	Caamp.1031s0095, Caamp.0102s0191
OG0006601	Stapi.6545s0003	Caamp.1031s0093, Caamp.0102s0193
OG0006602	Stapi.6545s0005	Caamp.0102s0195
OG0006603	Stapi.3725s0004	Caamp.0102s0202, Caamp.1031s0084
OG0006604	Stapi.3725s0002	Caamp.1031s0082
OG0006604	Stapi.6228s0002	Caamp.0102s0204
OG0006605	Stapi.4216s0006	Caamp.0102s0205, Caamp.1031s0080
OG0006606	Stapi.5237s0001	Caamp.0102s0216
OG0006606	Stapi.3099s0008	Caamp.1031s0066
OG0006607	Stapi.19544s0001	Caamp.0102s0220
OG0006608	Stapi.6245s0001	Caamp.0102s0225, Caamp.1031s0054
OG0006609	Stapi.7041s0002	Caamp.0102s0227
OG0006610	Stapi.1379s0007, Stapi.6349s0002	Caamp.0102s0229, Caamp.1031s0053
OG0006611	Stapi.13389s0001	Caamp.0102s0234
OG0006612	Stapi.1791s0008	Caamp.0102s0241
OG0006612	Stapi.1904s0002	Caamp.1031s0039
OG0006613	Stapi.1904s0003	Caamp.1031s0038
OG0006614	Stapi.1791s0006	Caamp.0102s0243
OG0006615	Stapi.1791s0002	Caamp.0102s0247, Caamp.1031s0034
OG0006616	Stapi.1791s0001	Caamp.1031s0033, Caamp.0102s0248
OG0006617	Stapi.3983s0005	Caamp.0102s0249, Caamp.1031s0032
OG0006618	Stapi.7099s0001	Caamp.1031s0022, Caamp.0102s0261
OG0006619	Stapi.4546s0001	Caamp.1031s0011, Caamp.0102s0274
OG0006620	Stapi.12110s0001	Caamp.1031s0009, Caamp.0102s0276
OG0006621	Stapi.15926s0001, Stapi.4325s0003	Caamp.1031s0006
OG0006622	Stapi.4325s0004	Caamp.0102s0280, Caamp.1031s0005
OG0006623	Stapi.1862s0006	Caamp.1031s0002
OG0006623	Stapi.0728s0012	Caamp.0102s0284
OG0006624	Stapi.12598s0001	Caamp.0102s0285
OG0006625	Stapi.4151s0002	Caamp.0105s0780, Caamp.0102s0286
OG0006626	Stapi.1154s0009	Caamp.0102s0297, Caamp.0105s0768
OG0006627	Stapi.1154s0007	Caamp.0105s0765
OG0006627	Stapi.1149s0003	Caamp.0102s0299
OG0006628	Stapi.1149s0004	Caamp.0102s0301
OG0006628	Stapi.1154s0004	Caamp.0105s0763
OG0006629	Stapi.1149s0012	Caamp.0105s0757, Caamp.0102s0305
OG0006630	Stapi.1149s0013	Caamp.0102s0308
OG0006631	Stapi.5106s0004	Caamp.0102s0311, Caamp.0105s0752
OG0006632	Stapi.3685s0001	Caamp.0102s0317, Caamp.0105s0744
OG0006633	Stapi.2010s0004	Caamp.0102s0320
OG0006633	Stapi.3685s0004	Caamp.0105s0741
OG0006634	Stapi.3685s0005	Caamp.0105s0740, Caamp.0102s0321
OG0006635	Stapi.13217s0003	Caamp.0105s0735, Caamp.0102s0327
OG0006636	Stapi.2166s0005	Caamp.0102s0329
OG0006637	Stapi.11977s0001	Caamp.0102s0334, Caamp.0105s0728
OG0006638	Stapi.1310s0001	Caamp.0102s0343
OG0006639	Stapi.1255s0001	Caamp.0102s0352
OG0006640	Stapi.4556s0003	Caamp.0102s0361, Caamp.0105s0702
OG0006641	Stapi.8434s0002	Caamp.0105s0699, Caamp.0102s0364
OG0006642	Stapi.3690s0005	Caamp.0102s0365
OG0006643	Stapi.10127s0001	Caamp.0105s0697
OG0006644	Stapi.1915s0002	Caamp.0102s0371
OG0006644	Stapi.1797s0001	Caamp.0105s0691
OG0006645	Stapi.9174s0001	Caamp.0102s0382
OG0006646	Stapi.1407s0008	Caamp.0105s0677
OG0006647	Stapi.1407s0007	Caamp.0102s0385, Caamp.0105s0676
OG0006648	Stapi.1071s0015	Caamp.0102s0397
OG0006648	Stapi.1752s0008	Caamp.0105s0667
OG0006649	Stapi.1071s0005	Caamp.0102s0403
OG0006649	Stapi.1917s0005	Caamp.0105s0659
OG0006650	Stapi.3059s0001	Caamp.0102s0410
OG0006650	Stapi.16009s0001	Caamp.0105s0655
OG0006651	Stapi.3059s0002	Caamp.0102s0411, Caamp.0105s0654
OG0006652	Stapi.3059s0004	Caamp.0102s0412
OG0006652	Stapi.3603s0006	Caamp.0105s0652
OG0006653	Stapi.2182s0005	Caamp.0102s0417
OG0006654	Stapi.2182s0003	Caamp.0102s0419
OG0006654	Stapi.13713s0003	Caamp.0105s0643
OG0006655	Stapi.2652s0002	Caamp.0102s0424
OG0006656	Stapi.2652s0004, Stapi.1269s0005, Stapi.1607s0003	Caamp.0102s0427
OG0006657	Stapi.5951s0002	Caamp.0102s0436
OG0006657	Stapi.11026s0002	Caamp.0105s0629
OG0006658	Stapi.4129s0002	Caamp.0105s0619
OG0006659	Stapi.0313s0004	Caamp.0102s0446
OG0006660	Stapi.1576s0006	Caamp.0102s0455
OG0006660	Stapi.12685s0001	Caamp.0105s0610
OG0006661	Stapi.7920s0006	Caamp.0105s0599, Caamp.0102s0468
OG0006662	Stapi.7920s0004	Caamp.0102s0470
OG0006662	Stapi.2548s0007	Caamp.0105s0597
OG0006663	Stapi.9107s0002	Caamp.0105s0590
OG0006663	Stapi.3249s0001	Caamp.0102s0476
OG0006664	Stapi.0376s0006	Caamp.0102s0485
OG0006664	Stapi.2094s0008	Caamp.0105s0587
OG0006665	Stapi.2094s0010	Caamp.0105s0585
OG0006665	Stapi.0376s0008	Caamp.0102s0487
OG0006666	Stapi.1592s0001	Caamp.0105s0583
OG0006666	Stapi.0376s0009	Caamp.0102s0489
OG0006667	Stapi.1111s0008	Caamp.0102s0492
OG0006667	Stapi.1592s0005	Caamp.0105s0577
OG0006668	Stapi.1111s0006	Caamp.0102s0493
OG0006668	Stapi.8186s0001	Caamp.0105s0576
OG0006669	Stapi.3326s0004	Caamp.0102s0498
OG0006669	Stapi.6674s0002	Caamp.0105s0571
OG0006670	Stapi.3326s0011	Caamp.0102s0505
OG0006670	Stapi.7200s0003	Caamp.0105s0565
OG0006671	Stapi.3852s0002	Caamp.0102s0506
OG0006672	Stapi.3852s0006	Caamp.0102s0511
OG0006673	Stapi.5864s0005	Caamp.0105s0552, Caamp.0102s0516
OG0006674	Stapi.1751s0011, Stapi.3173s0005	Caamp.0102s0522, Caamp.0105s0545
OG0006675	Stapi.1419s0008	Caamp.0105s0528
OG0006675	Stapi.1898s0011	Caamp.0102s0537
OG0006676	Stapi.1898s0008	Caamp.0102s0540
OG0006676	Stapi.1781s0003, Stapi.1419s0010	Caamp.0105s0525
OG0006677	Stapi.1898s0001	Caamp.0105s0519, Caamp.0102s0548
OG0006678	Stapi.10332s0001	Caamp.0102s0559, Caamp.0105s0507
OG0006679	Stapi.1616s0007	Caamp.0105s0500, Caamp.0102s0567
OG0006680	Stapi.1058s0007	Caamp.0105s0494
OG0006680	Stapi.7432s0001	Caamp.0102s0574
OG0006681	Stapi.1058s0008	Caamp.0105s0493
OG0006681	Stapi.3242s0004	Caamp.0102s0575
OG0006682	Stapi.3242s0006	Caamp.0105s0491, Caamp.0102s0577
OG0006683	Stapi.5373s0001	Caamp.0105s0484
OG0006683	Stapi.2023s0003	Caamp.0102s0581
OG0006684	Stapi.5373s0002	Caamp.0105s0483
OG0006684	Stapi.2023s0002	Caamp.0102s0582
OG0006686	Stapi.2969s0005	Caamp.0102s0592
OG0006686	Stapi.8906s0005	Caamp.0105s0472
OG0006687	Stapi.1120s0004	Caamp.1033s0609
OG0006687	Stapi.3643s0001	Caamp.0102s0598
OG0006688	Stapi.1445s0003	Caamp.0105s0456
OG0006689	Stapi.0539s0008	Caamp.0003s0625
OG0006690	Stapi.0812s0005	Caamp.0102s0622, Caamp.0105s0440
OG0006691	Stapi.10369s0001	Caamp.0102s0623
OG0006692	Stapi.1533s0002	Caamp.0102s0633
OG0006692	Stapi.1874s0001	Caamp.0105s0425
OG0006693	Stapi.1533s0006	Caamp.0102s0637
OG0006693	Stapi.1874s0002	Caamp.0105s0422
OG0006694	Stapi.5193s0004	Caamp.0105s0414, Caamp.0102s0645
OG0006695	Stapi.3748s0008	Caamp.0102s0650
OG0006696	Stapi.3748s0007, Stapi.4581s0008	Caamp.0105s0407, Caamp.0102s0651
OG0006697	Stapi.2734s0003, Stapi.4581s0003, Stapi.3748s0006	Caamp.0102s0652
OG0006698	Stapi.4581s0002, Stapi.3748s0005	Caamp.0105s0405, Caamp.0102s0653
OG0006699	Stapi.3389s0001	Caamp.0105s0400
OG0006699	Stapi.0917s0019	Caamp.0102s0658
OG0006700	Stapi.0917s0016	Caamp.0102s0660
OG0006701	Stapi.6539s0001	Caamp.0105s0393
OG0006701	Stapi.0917s0010	Caamp.0102s0666
OG0006702	Stapi.0917s0009	Caamp.0102s0668
OG0006703	Stapi.6694s0002	Caamp.0102s0669, Caamp.0105s0390
OG0006704	Stapi.0917s0007	Caamp.0102s0671
OG0006705	Stapi.0917s0005	Caamp.0102s0673
OG0006706	Stapi.0342s0004	Caamp.0102s0678
OG0006706	Stapi.2873s0003	Caamp.0105s0380
OG0006707	Stapi.2951s0002	Caamp.0105s0369
OG0006707	Stapi.12372s0001	Caamp.0102s0689
OG0006708	Stapi.2951s0007	Caamp.0102s0693, Caamp.0105s0366
OG0006709	Stapi.2951s0010	Caamp.0105s0363
OG0006709	Stapi.1807s0003	Caamp.0102s0696
OG0006710	Stapi.4853s0003	Caamp.0102s0699, Caamp.0028s0243
OG0006711	Stapi.7131s0002, Stapi.2831s0002	Caamp.0102s0701
OG0006712	Stapi.6508s0001	Caamp.0028s0236
OG0006712	Stapi.2831s0007	Caamp.0102s0707
OG0006713	Stapi.10200s0002	Caamp.0102s0722
OG0006714	Stapi.7511s0001	Caamp.0102s0725
OG0006715	Stapi.1408s0009	Caamp.0102s0729, Caamp.0028s0213
OG0006716	Stapi.7083s0001	Caamp.0102s0734
OG0006716	Stapi.0472s0005	Caamp.0028s0206
OG0006717	Stapi.1282s0001, Stapi.5538s0003, Stapi.1110s0005	Caamp.0102s0739
OG0006718	Stapi.0104s0002	Caamp.0102s0753
OG0006718	Stapi.3828s0003	Caamp.0028s0188
OG0006719	Stapi.0104s0003	Caamp.0028s0187
OG0006719	Stapi.3828s0002	Caamp.0102s0754
OG0006720	Stapi.0113s0025	Caamp.0028s0183
OG0006721	Stapi.0290s0001	Caamp.0102s0765
OG0006722	Stapi.0290s0005	Caamp.0102s0770
OG0006723	Stapi.0496s0007	Caamp.0028s0173
OG0006723	Stapi.0290s0007	Caamp.0102s0772
OG0006724	Stapi.7360s0005	Caamp.0028s0158
OG0006724	Stapi.5308s0003	Caamp.0102s0781
OG0006725	Stapi.0290s0011	Caamp.0102s0797, Caamp.0028s0171
OG0006726	Stapi.5904s0001, Stapi.2683s0003	Caamp.0102s0813, Caamp.0028s0146
OG0006727	Stapi.3006s0007	Caamp.0028s0140
OG0006727	Stapi.0418s0007	Caamp.0102s0819
OG0006728	Stapi.0947s0013, Stapi.0397s0008, Stapi.0947s0010, Stapi.0418s0013	Caamp.0102s0821
OG0006729	Stapi.0379s0007, Stapi.0884s0005	Caamp.0102s0834
OG0006730	Stapi.0999s0004	Caamp.0028s0116
OG0006730	Stapi.0463s0005	Caamp.0102s0845
OG0006731	Stapi.0373s0011	Caamp.0028s0105
OG0006732	Stapi.1250s0006	Caamp.0028s0096
OG0006732	Stapi.0134s0041	Caamp.0102s0866
OG0006733	Stapi.0134s0043	Caamp.0102s0868
OG0006733	Stapi.1250s0004	Caamp.0028s0094
OG0006734	Stapi.0134s0027	Caamp.0102s0880
OG0006734	Stapi.0583s0009	Caamp.0028s0084
OG0006735	Stapi.0583s0005	Caamp.0028s0080
OG0006735	Stapi.0134s0024	Caamp.0102s0882
OG0006736	Stapi.0748s0007, Stapi.5871s0001, Stapi.1182s0001	Caamp.0102s0886, Caamp.0028s0076
OG0006737	Stapi.1439s0002	Caamp.0102s0900
OG0006738	Stapi.0541s0012	Caamp.0028s0065
OG0006738	Stapi.1331s0003	Caamp.0102s0901
OG0006739	Stapi.1439s0004	Caamp.0102s0903
OG0006740	Stapi.1295s0012	Caamp.0028s0053
OG0006741	Stapi.0213s0024	Caamp.0028s0046, Caamp.0102s0919
OG0006742	Stapi.0345s0005	Caamp.0102s0922, Caamp.0049s0010
OG0006743	Stapi.0138s0021	Caamp.0102s0924
OG0006743	Stapi.8514s0002	Caamp.0028s0043
OG0006744	Stapi.0109s0015	Caamp.0028s0040, Caamp.0102s0927
OG0006745	Stapi.0128s0022	Caamp.0102s0937
OG0006746	Stapi.0128s0023	Caamp.0102s0938
OG0006746	Stapi.0685s0002	Caamp.0028s0036
OG0006747	Stapi.0685s0004	Caamp.0028s0031
OG0006748	Stapi.0685s0005	Caamp.0028s0029, Caamp.0102s0942
OG0006749	Stapi.0150s0011	Caamp.0102s0948
OG0006750	Stapi.0150s0008	Caamp.0102s0951
OG0006751	Stapi.0137s0031	Caamp.0028s0017, Caamp.0102s0962
OG0006752	Stapi.0683s0005	Caamp.0102s0965, Caamp.0028s0016
OG0006753	Stapi.0038s0004	Caamp.0102s0988
OG0006754	Stapi.0038s0008	Caamp.0102s0990
OG0006755	Stapi.0001s0039	Caamp.0102s1011, Caamp.0049s0036
OG0006756	Stapi.0374s0006	Caamp.0102s1012, Caamp.0049s0030
OG0006757	Stapi.3398s0011	Caamp.0059s0144
OG0006757	Stapi.1431s0006	Caamp.1027s0006
OG0006758	Stapi.1431s0007	Caamp.1027s0007
OG0006758	Stapi.3398s0010	Caamp.0059s0143
OG0006759	Stapi.1431s0008	Caamp.1027s0008
OG0006759	Stapi.3398s0009	Caamp.0059s0142
OG0006760	Stapi.3398s0003	Caamp.0059s0137
OG0006760	Stapi.1431s0016	Caamp.1027s0015
OG0006761	Stapi.3398s0001	Caamp.0059s0135
OG0006761	Stapi.1431s0018	Caamp.1027s0017
OG0006762	Stapi.1525s0005	Caamp.0059s0134
OG0006762	Stapi.1431s0019	Caamp.1027s0018
OG0006763	Stapi.1431s0020, Stapi.1525s0006	Caamp.1027s0019
OG0006764	Stapi.1525s0010, Stapi.1431s0024	Caamp.1027s0024
OG0006765	Stapi.1431s0026	Caamp.1027s0027
OG0006766	Stapi.10705s0003, Stapi.1525s0018	Caamp.1027s0035
OG0006767	Stapi.10705s0001	Caamp.1027s0037
OG0006768	Stapi.9132s0001	Caamp.1027s0042
OG0006770	Stapi.6864s0003, Stapi.24844s0001	Caamp.0094s0055, Caamp.1027s0104
OG0006771	Stapi.8285s0001	Caamp.0094s0060, Caamp.1027s0108
OG0006772	Stapi.6048s0001	Caamp.1027s0109
OG0006772	Stapi.11295s0001	Caamp.0094s0061
OG0006773	Stapi.25048s0001	Caamp.0094s0079, Caamp.1027s0129
OG0006774	Stapi.5932s0004	Caamp.0094s0096, Caamp.1027s0150
OG0006775	Stapi.11606s0004	Caamp.1027s0153
OG0006776	Stapi.18153s0001	Caamp.1027s0172
OG0006777	Stapi.29304s0001	Caamp.1027s0177, Caamp.0094s0123
OG0006780	Stapi.7950s0004	Caamp.0094s0141, Caamp.1027s0195
OG0006781	Stapi.19487s0001, Stapi.7950s0003, Stapi.16900s0001	Caamp.1027s0197
OG0006782	Stapi.7950s0002	Caamp.1027s0198
OG0006783	Stapi.26367s0001	Caamp.1027s0202
OG0006784	Stapi.31277s0001	Caamp.1027s0204, Caamp.0094s0153
OG0006786	Stapi.11690s0001	Caamp.0094s0168, Caamp.1027s0224
OG0006787	Stapi.9992s0001, Stapi.0111s0038	Caamp.1027s0234
OG0006788	Stapi.4157s0003	Caamp.1027s0252, Caamp.0094s0199
OG0006789	Stapi.9566s0003	Caamp.0094s0203, Caamp.1027s0258
OG0006790	Stapi.9566s0002	Caamp.1027s0259
OG0006791	Stapi.9566s0001	Caamp.0094s0205
OG0006792	Stapi.8684s0001	Caamp.1027s0262, Caamp.0094s0207
OG0006794	Stapi.4216s0003	Caamp.1031s0072
OG0006795	Stapi.9885s0003	Caamp.1031s0183
OG0006796	Stapi.14457s0001	Caamp.1031s0236, Caamp.0099s0128
OG0006797	Stapi.2744s0001	Caamp.1031s0288
OG0006798	Stapi.8578s0001	Caamp.1031s0289
OG0006799	Stapi.14250s0001	Caamp.1031s0295
OG0006800	Stapi.2670s0002	Caamp.1031s0296, Caamp.0076s1677
OG0006801	Stapi.2670s0001	Caamp.1031s0297, Caamp.0076s1676
OG0006802	Stapi.1505s0007	Caamp.0076s1667, Caamp.1031s0306
OG0006803	Stapi.1505s0006	Caamp.0076s1666
OG0006804	Stapi.1505s0002	Caamp.1031s0311, Caamp.0076s1663
OG0006805	Stapi.2892s0009	Caamp.1031s0313, Caamp.0076s1661
OG0006806	Stapi.3382s0004	Caamp.1031s0323, Caamp.0076s1652
OG0006807	Stapi.3382s0001	Caamp.0076s1650
OG0006808	Stapi.2561s0002	Caamp.1031s0326, Caamp.0076s1648
OG0006809	Stapi.2561s0006	Caamp.0076s1645, Caamp.1031s0328
OG0006810	Stapi.2561s0008	Caamp.1031s0330, Caamp.0076s1643
OG0006811	Stapi.4862s0001	Caamp.1031s0335, Caamp.0076s1638
OG0006812	Stapi.11278s0001	Caamp.0076s1636
OG0006813	Stapi.4862s0002	Caamp.0076s1635
OG0006813	Stapi.8992s0001	Caamp.1031s0338
OG0006814	Stapi.8992s0002, Stapi.4862s0003	Caamp.0076s1634, Caamp.1031s0339
OG0006815	Stapi.4862s0004	Caamp.0076s1633
OG0006815	Stapi.8992s0003	Caamp.1031s0340
OG0006816	Stapi.4862s0006	Caamp.0076s1631
OG0006817	Stapi.9725s0001	Caamp.0076s1625
OG0006817	Stapi.6657s0002	Caamp.1031s0347
OG0006818	Stapi.6657s0001	Caamp.0076s1624
OG0006819	Stapi.2742s0002	Caamp.1031s0353, Caamp.0076s1618
OG0006820	Stapi.10146s0001	Caamp.1031s0354
OG0006821	Stapi.13693s0001	Caamp.0076s1615
OG0006822	Stapi.5293s0001	Caamp.1031s0358
OG0006823	Stapi.6787s0001	Caamp.0076s1606, Caamp.1031s0364
OG0006824	Stapi.4486s0006	Caamp.0076s1595
OG0006824	Stapi.2679s0002	Caamp.1031s0376
OG0006825	Stapi.4486s0005	Caamp.0076s1594
OG0006825	Stapi.2679s0003	Caamp.1031s0377
OG0006826	Stapi.4486s0003	Caamp.0076s1592
OG0006827	Stapi.8959s0001	Caamp.0076s1570
OG0006828	Stapi.5590s0004	Caamp.1031s0412, Caamp.0076s1556
OG0006829	Stapi.5590s0002	Caamp.1031s0414, Caamp.0076s1554
OG0006830	Stapi.5590s0001	Caamp.1031s0415, Caamp.0076s1553
OG0006831	Stapi.13424s0001	Caamp.1031s0418
OG0006833	Stapi.9134s0001	Caamp.1031s0423
OG0006834	Stapi.7786s0006	Caamp.0076s1536
OG0006835	Stapi.1728s0006, Stapi.7092s0001	Caamp.0076s1530
OG0006836	Stapi.1728s0010	Caamp.0076s1524, Caamp.1031s0442
OG0006837	Stapi.6634s0002	Caamp.0076s1509
OG0006838	Stapi.13367s0001	Caamp.1031s0457
OG0006839	Stapi.7558s0003	Caamp.1031s0465, Caamp.0076s1497
OG0006840	Stapi.7884s0001	Caamp.0076s1492, Caamp.1031s0469
OG0006841	Stapi.7382s0001	Caamp.1031s0480
OG0006842	Stapi.8846s0002	Caamp.1031s0482, Caamp.0076s1481
OG0006843	Stapi.8624s0002	Caamp.0076s1476
OG0006844	Stapi.8451s0002	Caamp.0076s1469
OG0006845	Stapi.9246s0002	Caamp.0076s1461, Caamp.1031s0500
OG0006846	Stapi.5045s0004	Caamp.1031s0501, Caamp.0076s1460
OG0006847	Stapi.28742s0001	Caamp.1031s0507
OG0006848	Stapi.3317s0007	Caamp.0076s1451
OG0006849	Stapi.3317s0006	Caamp.0076s0095, Caamp.0076s1450, Caamp.1031s0511
OG0006850	Stapi.0583s0013	Caamp.0076s1448
OG0006851	Stapi.7351s0002	Caamp.0076s1447, Caamp.1031s0513
OG0006852	Stapi.7351s0003	Caamp.1031s0514
OG0006853	Stapi.7351s0006	Caamp.1031s0518
OG0006853	Stapi.6364s0001, Stapi.0983s0003	Caamp.1031s0519, Caamp.1031s0517, Caamp.0076s1442
OG0006854	Stapi.27882s0001	Caamp.0076s1437
OG0006855	Stapi.1778s0003, Stapi.1306s0001	Caamp.1031s0531, Caamp.0076s1432
OG0006856	Stapi.1306s0002	Caamp.0076s1431, Caamp.1031s0532
OG0006857	Stapi.1306s0007	Caamp.0076s1425, Caamp.1031s0539
OG0006858	Stapi.10188s0002	Caamp.0076s1424, Caamp.1031s0540
OG0006859	Stapi.13218s0003	Caamp.0076s1419
OG0006860	Stapi.5703s0004, Stapi.5703s0005	Caamp.1031s0545
OG0006862	Stapi.24946s0001, Stapi.4482s0006	Caamp.1031s0562, Caamp.0076s1410
OG0006863	Stapi.4482s0003	Caamp.0076s1408
OG0006864	Stapi.15626s0001	Caamp.1031s0569
OG0006867	Stapi.10047s0001	Caamp.0076s1400
OG0006869	Stapi.5384s0003	Caamp.1031s0576, Caamp.0076s1396
OG0006870	Stapi.13844s0001	Caamp.1031s0580
OG0006871	Stapi.17355s0001	Caamp.1031s0582, Caamp.0076s1390
OG0006872	Stapi.8781s0001	Caamp.1031s0586
OG0006873	Stapi.9911s0001	Caamp.1031s0588, Caamp.0018s0006
OG0006874	Stapi.6095s0002	Caamp.0018s0016, Caamp.1031s0598
OG0006875	Stapi.7097s0003	Caamp.1031s0618
OG0006876	Stapi.5629s0001	Caamp.0018s0056
OG0006877	Stapi.8015s0001	Caamp.1031s0647, Caamp.0018s0063
OG0006878	Stapi.12257s0001	Caamp.0018s0064, Caamp.1031s0648
OG0006879	Stapi.12257s0002	Caamp.1031s0649
OG0006880	Stapi.2827s0003, Stapi.1178s0005	Caamp.1031s0657
OG0006881	Stapi.6087s0001	Caamp.0018s0076
OG0006881	Stapi.1178s0011	Caamp.1031s0662
OG0006882	Stapi.1178s0015, Stapi.16095s0001	Caamp.1031s0664, Caamp.0018s0080
OG0006883	Stapi.16860s0001	Caamp.1031s0669, Caamp.0018s0086
OG0006888	Stapi.6453s0002	Caamp.1031s0695, Caamp.0018s0110
OG0006889	Stapi.28507s0001	Caamp.0018s0125
OG0006890	Stapi.6140s0001	Caamp.1031s0711, Caamp.0018s0132
OG0006891	Stapi.5729s0005	Caamp.1031s0731
OG0006892	Stapi.30632s0001	Caamp.1031s0738
OG0006893	Stapi.19704s0001	Caamp.0018s0166
OG0006894	Stapi.0020s0039	Caamp.0018s0185
OG0006895	Stapi.9455s0004	Caamp.0018s0189
OG0006896	Stapi.15281s0001	Caamp.1031s0783
OG0006897	Stapi.11261s0001	Caamp.1031s0790
OG0006898	Stapi.0886s0004	Caamp.0018s0217, Caamp.0018s0214, Caamp.1031s0794
OG0006899	Stapi.8340s0002	Caamp.0018s0231, Caamp.1031s0809
OG0006900	Stapi.11319s0001	Caamp.1031s0818, Caamp.0018s0241
OG0006901	Stapi.12572s0001	Caamp.0018s0245
OG0006902	Stapi.12479s0002	Caamp.0018s0251
OG0006903	Stapi.12479s0001	Caamp.0018s0253
OG0006904	Stapi.4809s0002	Caamp.0018s0269
OG0006905	Stapi.4335s0002	Caamp.1031s0849, Caamp.0018s0274
OG0006906	Stapi.12830s0001	Caamp.0018s0277, Caamp.1031s0852
OG0006907	Stapi.6455s0004	Caamp.0018s0289, Caamp.1031s0860
OG0006908	Stapi.9604s0002	Caamp.1031s0876, Caamp.0018s0304
OG0006909	Stapi.0331s0006, Stapi.9604s0004	Caamp.1031s0879, Caamp.0018s0307
OG0006910	Stapi.9604s0005	Caamp.1031s0880, Caamp.0018s0308
OG0006911	Stapi.17246s0003	Caamp.0018s0314, Caamp.1031s0885
OG0006912	Stapi.4196s0006	Caamp.0018s0321
OG0006912	Stapi.14695s0001	Caamp.1031s0893
OG0006913	Stapi.4196s0001	Caamp.0018s0328, Caamp.1031s0899, Caamp.0018s0327
OG0006914	Stapi.9228s0003	Caamp.0065s0199, Caamp.0023s0583, Caamp.1031s0918
OG0006915	Stapi.5869s0007	Caamp.0018s0349
OG0006916	Stapi.5869s0005	Caamp.0018s0351, Caamp.1031s0922
OG0006917	Stapi.2580s0005	Caamp.1031s0931
OG0006917	Stapi.2770s0001	Caamp.0018s0358
OG0006918	Stapi.2770s0002	Caamp.0018s0359
OG0006918	Stapi.2580s0006	Caamp.1031s0933
OG0006919	Stapi.2580s0008	Caamp.1031s0935
OG0006919	Stapi.2770s0003	Caamp.0018s0361
OG0006920	Stapi.2580s0009	Caamp.0018s0362, Caamp.1031s0936
OG0006921	Stapi.2580s0010	Caamp.0018s0363, Caamp.1031s0937
OG0006922	Stapi.2770s0007	Caamp.0018s0368, Caamp.1031s0945
OG0006923	Stapi.3086s0004	Caamp.1033s0004
OG0006923	Stapi.2387s0006	Caamp.0190s0125
OG0006924	Stapi.0155s0051	Caamp.0190s0130
OG0006924	Stapi.8498s0002	Caamp.1033s0009
OG0006925	Stapi.0155s0052	Caamp.0190s0131
OG0006925	Stapi.8498s0004	Caamp.1033s0011
OG0006926	Stapi.0155s0053	Caamp.0190s0132, Caamp.1033s0012
OG0006927	Stapi.0155s0055	Caamp.0190s0134, Caamp.1033s0014
OG0006928	Stapi.3247s0006	Caamp.0190s0141, Caamp.1033s0023
OG0006929	Stapi.3664s0005	Caamp.0190s0144, Caamp.1033s0026
OG0006930	Stapi.3664s0004	Caamp.0190s0145
OG0006931	Stapi.3664s0003	Caamp.0190s0146, Caamp.1033s0028
OG0006932	Stapi.3664s0001	Caamp.0190s0149
OG0006932	Stapi.16919s0001	Caamp.1033s0029
OG0006933	Stapi.1458s0004	Caamp.1033s0030, Caamp.0190s0150
OG0006934	Stapi.4222s0005	Caamp.0190s0154, Caamp.1033s0035
OG0006935	Stapi.4382s0001, Stapi.2511s0005	Caamp.1033s0041, Caamp.0037s0324
OG0006936	Stapi.7711s0001	Caamp.1033s0047
OG0006937	Stapi.1338s0002	Caamp.1033s0051, Caamp.0037s0332
OG0006938	Stapi.6257s0001	Caamp.1033s0053
OG0006938	Stapi.3512s0002	Caamp.0037s0334
OG0006939	Stapi.0539s0009	Caamp.0003s0624
OG0006940	Stapi.2377s0005	Caamp.1033s0070
OG0006941	Stapi.0813s0006	Caamp.1033s0073, Caamp.0037s0357
OG0006942	Stapi.1925s0003, Stapi.1493s0005	Caamp.0037s0375, Caamp.1033s0090
OG0006943	Stapi.4458s0005	Caamp.1033s0095
OG0006944	Stapi.6927s0003	Caamp.0037s0379
OG0006944	Stapi.4458s0001	Caamp.1033s0099
OG0006945	Stapi.2332s0004	Caamp.1033s0103, Caamp.0037s0383
OG0006946	Stapi.7212s0002	Caamp.1033s0105
OG0006946	Stapi.6919s0002	Caamp.0037s0385
OG0006947	Stapi.6919s0003	Caamp.1033s0107, Caamp.0037s0387
OG0006948	Stapi.4694s0004	Caamp.0037s0389
