Orthogroup	S_parvula	S_pinnata
OG0005760	Sp1g16080	Stapi.0963s0006, Stapi.6071s0003
OG0005761	Sp1g16060	Stapi.0963s0004
OG0005762	Sp1g15890	Stapi.3368s0003, Stapi.7369s0001
OG0005763	Sp1g15780	Stapi.1739s0002
OG0005764	Sp1g15750	Stapi.1914s0010
OG0005765	Sp1g15680	Stapi.7479s0001, Stapi.3325s0005
OG0005766	SpUn0033_0030, Sp1g15520	Stapi.0395s0006
OG0005767	Sp1g15500, SpUn0033_0050	Stapi.0395s0005
OG0005768	Sp1g15480, SpUn0033_0070	Stapi.10072s0002, Stapi.12407s0001, Stapi.0395s0003
OG0005769	Sp1g15410	Stapi.5120s0003
OG0005770	Sp1g15360	Stapi.8628s0002, Stapi.1520s0006
OG0005771	Sp1g15350	Stapi.1520s0005, Stapi.8628s0003
OG0005772	Sp1g15210	Stapi.17327s0001, Stapi.1321s0009
OG0005773	Sp1g15180	Stapi.0092s0021, Stapi.1321s0004
OG0005774	Sp1g15070	Stapi.0019s0016
OG0005775	Sp1g04220	Stapi.1196s0001, Stapi.4377s0005
OG0005776	Sp1g04260, Sp1g04250	Stapi.6233s0001
OG0005777	Sp1g04430	Stapi.6750s0006, Stapi.2979s0001
OG0005778	SpUn0479_0020, Sp4g07370, Sp1g04460, Sp4g07360	Stapi.3794s0001
OG0005779	Sp1g04790	Stapi.10183s0002, Stapi.8943s0001
OG0005780	Sp1g05170	Stapi.3904s0003, Stapi.7930s0002
OG0005781	Sp1g05330	Stapi.12585s0001, Stapi.10785s0001
OG0005782	Sp1g05350	Stapi.0876s0006, Stapi.7879s0006
OG0005783	Sp1g05380	Stapi.13011s0002, Stapi.31761s0001
OG0005786	Sp1g05660	Stapi.9411s0004, Stapi.7138s0003, Stapi.5336s0003
OG0005787	Sp1g05690	Stapi.7644s0002, Stapi.14984s0001, Stapi.24748s0001
OG0005788	Sp1g05870	Stapi.13505s0001
OG0005789	Sp1g05960	Stapi.11022s0002, Stapi.31412s0001
OG0005790	Sp1g05970, Sp7g33090	Stapi.1337s0001
OG0005791	Sp1g06170	Stapi.4666s0003, Stapi.1209s0008
OG0005792	Sp1g06220	Stapi.0677s0008
OG0005793	Sp4g11530, Sp1g06460	Stapi.9630s0002
OG0005794	Sp1g06610	Stapi.3310s0004, Stapi.19628s0001
OG0005797	Sp3g27740	Stapi.10919s0001, Stapi.1190s0006
OG0005798	Sp3g27730	Stapi.0383s0005, Stapi.0007s0003
OG0005799	Sp5g14670	Stapi.2442s0002, Stapi.2427s0003
OG0005800	Sp5g14540	Stapi.10967s0001, Stapi.0343s0003
OG0005801	Sp5g14490	Stapi.3630s0005, Stapi.0343s0012
OG0005802	Sp5g14470, Sp5g14480	Stapi.0343s0013, Stapi.3630s0004
OG0005803	Sp5g14460	Stapi.0343s0018, Stapi.3630s0003
OG0005804	Sp5g14430	Stapi.1498s0001, Stapi.0773s0008
OG0005805	Sp5g14390	Stapi.0343s0024
OG0005806	Sp5g14300	Stapi.4130s0003, Stapi.4351s0001
OG0005807	Sp5g14280	Stapi.0930s0014
OG0005808	Sp5g14270	Stapi.0930s0013, Stapi.0901s0009
OG0005809	Sp2g25760	Stapi.0989s0005, Stapi.0347s0011
OG0005810	Sp5g14010	Stapi.1171s0001, Stapi.1087s0009
OG0005811	Sp5g13940	Stapi.1507s0005, Stapi.2592s0002
OG0005812	Sp5g13900	Stapi.4219s0005
OG0005813	Sp5g13880	Stapi.4219s0003, Stapi.0687s0004
OG0005814	Sp5g13810	Stapi.1849s0001
OG0005815	Sp5g13670	Stapi.2672s0005, Stapi.0326s0002
OG0005816	Sp5g13430	Stapi.2127s0008, Stapi.1517s0004
OG0005817	Sp5g13320	Stapi.2151s0006
OG0005818	Sp5g13260	Stapi.0496s0012
OG0005819	Sp5g13250	Stapi.0496s0011, Stapi.0968s0011
OG0005820	Sp5g13070	Stapi.0519s0015, Stapi.3100s0004, Stapi.3388s0002
OG0005821	Sp5g13060	Stapi.0519s0013, Stapi.3100s0005
OG0005822	Sp5g12980	Stapi.3524s0003, Stapi.0519s0002
OG0005823	Sp5g12940	Stapi.3285s0002
OG0005824	Sp5g12890	Stapi.3285s0008, Stapi.3559s0005
OG0005825	Sp5g12760	Stapi.0915s0002, Stapi.8793s0002, Stapi.3695s0001
OG0005826	Sp5g12680	Stapi.2340s0006, Stapi.0915s0012
OG0005827	Sp5g12520	Stapi.0538s0009, Stapi.2495s0003
OG0005828	Sp5g12430	Stapi.0538s0004
OG0005829	Sp5g12410	Stapi.0538s0002, Stapi.1124s0003
OG0005830	Sp5g12330	Stapi.1074s0010, Stapi.0892s0005
OG0005831	Sp5g12310	Stapi.1074s0009, Stapi.6044s0001
OG0005832	Sp5g12290	Stapi.0892s0011, Stapi.1074s0003
OG0005833	Sp5g12280	Stapi.0892s0012, Stapi.1074s0002
OG0005834	Sp5g12230	Stapi.4361s0002, Stapi.2046s0005
OG0005835	Sp5g12070	Stapi.3886s0001, Stapi.0692s0005
OG0005836	Sp5g11870	Stapi.0476s0001, Stapi.1281s0001
OG0005837	Sp5g11650	Stapi.2197s0001, Stapi.3076s0005
OG0005838	Sp5g11530	Stapi.1242s0006, Stapi.0466s0013
OG0005839	SpUn0083_0030, Sp5g11490	Stapi.0466s0004
OG0005840	Sp5g11470, SpUn0083_0010	Stapi.0307s0027, Stapi.0466s0002
OG0005841	Sp5g11420	Stapi.1282s0005, Stapi.0307s0020
OG0005842	Sp5g11390	Stapi.0307s0016, Stapi.2932s0001
OG0005843	Sp3g31040	Stapi.5049s0006, Stapi.1000s0008, Stapi.4193s0002, Stapi.1979s0002, Stapi.1590s0003
OG0005844	Sp3g30970	Stapi.10508s0003, Stapi.4354s0001
OG0005847	Sp3g30880	Stapi.24152s0001, Stapi.11990s0001
OG0005848	Sp3g30750	Stapi.2805s0002
OG0005849	Sp3g30730	Stapi.8505s0002
OG0005850	Sp3g30720	Stapi.8505s0003, Stapi.25478s0001
OG0005851	Sp3g29700	Stapi.2390s0004, Stapi.11467s0001
OG0005852	Sp3g29697	Stapi.2390s0002, Stapi.6433s0002, Stapi.18020s0001
OG0005853	Sp1g41700	Stapi.0544s0014, Stapi.2113s0017
OG0005854	Sp3g27450	Stapi.2875s0006, Stapi.0097s0002
OG0005856	Sp3g26680	Stapi.3306s0003
OG0005857	Sp2g00690	Stapi.12040s0001, Stapi.24422s0001, Stapi.5426s0003
OG0005858	Sp2g00410	Stapi.4899s0003
OG0005859	Sp1g32700	Stapi.0411s0002, Stapi.0835s0005
OG0005860	Sp1g32720	Stapi.0835s0007, Stapi.4976s0003
OG0005861	Sp1g32730	Stapi.0835s0008, Stapi.4976s0002
OG0005862	Sp1g33070	Stapi.0094s0015, Stapi.0020s0043
OG0005863	Sp1g33370	Stapi.15899s0001, Stapi.0187s0005
OG0005864	Sp1g33540	Stapi.1794s0002, Stapi.6045s0001
OG0005865	Sp1g33770	Stapi.4140s0003, Stapi.5552s0002
OG0005866	Sp1g33890	Stapi.0197s0007, Stapi.0212s0012
OG0005867	Sp1g33980	Stapi.7166s0002, Stapi.1442s0006
OG0005868	Sp1g34030	Stapi.3115s0009, Stapi.2300s0002
OG0005869	Sp1g34210	Stapi.3832s0001, Stapi.4226s0002
OG0005870	Sp6g05510	Stapi.1383s0009, Stapi.4853s0002
OG0005871	Sp6g05440	Stapi.0735s0015, Stapi.1388s0002
OG0005872	Sp6g05370	Stapi.5327s0003, Stapi.1162s0001
OG0005873	Sp6g05250	Stapi.9531s0001, Stapi.6357s0002
OG0005874	Sp6g05160	Stapi.5330s0001, Stapi.3817s0003
OG0005875	Sp7g23210	Stapi.9176s0002, Stapi.5729s0002, Stapi.8409s0003, Stapi.9176s0001
OG0005877	Sp7g16160	Stapi.1867s0005, Stapi.5053s0003
OG0005878	Sp7g16170	Stapi.1867s0006, Stapi.5053s0004
OG0005880	Sp7g16250	Stapi.2616s0007
OG0005881	Sp7g16270	Stapi.1999s0003, Stapi.17842s0002
OG0005882	Sp7g16280	Stapi.1999s0004, Stapi.17842s0001
OG0005883	Sp7g16320	Stapi.4682s0003, Stapi.1828s0003
OG0005884	Sp7g16330	Stapi.1828s0005, Stapi.4682s0001
OG0005885	Sp7g16490	Stapi.6043s0002, Stapi.0708s0003
OG0005886	Sp7g16510	Stapi.6043s0004, Stapi.0708s0005
OG0005887	Sp7g16590	Stapi.0708s0011, Stapi.3529s0002
OG0005888	Sp7g16610	Stapi.0708s0013, Stapi.0722s0015
OG0005889	Sp7g16620	Stapi.0708s0014, Stapi.0722s0016
OG0005891	Sp7g16790	Stapi.0484s0029, Stapi.8469s0002, Stapi.0155s0008
OG0005892	Sp7g16830	Stapi.0484s0025, Stapi.0155s0013
OG0005893	Sp7g16860	Stapi.0484s0020, Stapi.0155s0016
OG0005894	Sp7g16870	Stapi.0484s0019, Stapi.0155s0017
OG0005895	Sp7g16910	Stapi.0585s0022, Stapi.0155s0022
OG0005896	Sp3g04220	Stapi.5270s0006, Stapi.10524s0002, Stapi.7760s0001
OG0005897	Sp5g27300	Stapi.1168s0011, Stapi.0286s0016
OG0005898	Sp5g27270	Stapi.1168s0008, Stapi.0286s0013
OG0005899	Sp5g27240	Stapi.0286s0010, Stapi.1168s0003
OG0005900	Sp5g27230	Stapi.0286s0009, Stapi.1168s0002
OG0005901	Sp5g27160	Stapi.2940s0002, Stapi.0655s0001
OG0005902	Sp5g27150	Stapi.2940s0001, Stapi.0655s0002
OG0005903	Sp5g27110	Stapi.6090s0003, Stapi.0655s0009
OG0005904	Sp5g27000	Stapi.3221s0002, Stapi.1218s0008
OG0005905	SpUn0020_0050, Sp5g26930	Stapi.1733s0002
OG0005906	SpUn0020_0140, Sp5g26830	Stapi.5758s0001
OG0005907	Sp5g26750	Stapi.2281s0004
OG0005908	Sp5g26740	Stapi.1194s0007, Stapi.2281s0003
OG0005909	Sp5g26720	Stapi.1194s0008, Stapi.2281s0002
OG0005910	Sp5g26510	Stapi.0244s0037, Stapi.4717s0004
OG0005911	Sp5g26490	Stapi.4717s0006
OG0005912	Sp5g26450	Stapi.1843s0004, Stapi.0244s0029
OG0005913	Sp5g26380	Stapi.0244s0022, Stapi.1843s0008
OG0005914	Sp2g00640	Stapi.0299s0019, Stapi.6214s0004, Stapi.0593s0029, Stapi.10408s0003, Stapi.10345s0002
OG0005915	Sp2g00700	Stapi.1450s0009, Stapi.20656s0001, Stapi.1450s0012, Stapi.30699s0001
OG0005916	Sp2g01660	Stapi.2167s0004, Stapi.0677s0007, Stapi.0441s0025, Stapi.14302s0001
OG0005917	Sp2g03780	Stapi.4642s0004
OG0005918	Sp6g10450	Stapi.0148s0009, Stapi.0015s0049
OG0005919	Sp6g09920	Stapi.0032s0004, Stapi.0323s0007
OG0005920	Sp6g09700	Stapi.0061s0011
OG0005923	Sp2g30500	Stapi.1768s0007
OG0005924	Sp2g30620	Stapi.10154s0001, Stapi.19360s0001, Stapi.1768s0017
OG0005925	Sp2g30640	Stapi.10154s0003, Stapi.1768s0019
OG0005926	Sp2g30740	Stapi.5361s0003, Stapi.1768s0024
OG0005927	Sp2g30770	Stapi.5361s0001, Stapi.5830s0004
OG0005928	Sp4g07910	Stapi.0142s0011
OG0005929	Sp4g08450	Stapi.0107s0019, Stapi.0099s0006
OG0005930	Sp4g08320	Stapi.0086s0006, Stapi.0037s0010
OG0005931	SpUn0122_0020, SpUn0012_0050, Sp4g09780	Stapi.0342s0011
OG0005932	Sp4g10340	Stapi.0375s0009
OG0005933	Sp4g10260	Stapi.0104s0030, Stapi.0186s0016, Stapi.6152s0001
OG0005934	Sp4g10220	Stapi.5395s0001, Stapi.2566s0002, Stapi.0104s0027
OG0005935	Sp4g10150	Stapi.0092s0016
OG0005936	Sp4g10140	Stapi.0092s0014, Stapi.0474s0013
OG0005937	Sp4g10120	Stapi.14180s0001, Stapi.0092s0010, Stapi.0318s0013
OG0005938	Sp4g10040	Stapi.0093s0022, Stapi.2035s0005
OG0005939	Sp3g26360	Stapi.0272s0003, Stapi.0619s0020, Stapi.2798s0002
OG0005940	Sp3g26330	Stapi.4054s0004, Stapi.0198s0004
OG0005941	Sp3g27020	Stapi.0217s0006
OG0005942	Sp2g07070	Stapi.0357s0006, Stapi.0005s0048
OG0005943	Sp2g07360	Stapi.0163s0025, Stapi.0013s0057
OG0005944	Sp2g07370	Stapi.0163s0021, Stapi.0013s0061
OG0005945	Sp2g07380	Stapi.0163s0015, Stapi.0072s0008
OG0005946	Sp2g07400	Stapi.0072s0010
OG0005947	Sp7g27860	Stapi.15966s0001, Stapi.5281s0002, Stapi.12413s0001
OG0005948	Sp2g07500	Stapi.0075s0009, Stapi.0113s0001
OG0005949	Sp2g07520	Stapi.0113s0003
OG0005950	Sp1g41870	Stapi.5635s0007, Stapi.5635s0006
OG0005951	Sp1g41840	Stapi.4145s0008, Stapi.2113s0008
OG0005952	Sp1g41740	Stapi.17396s0002, Stapi.2113s0014
OG0005953	Sp4g09400, Sp1g41730, Sp1g38940	Stapi.2113s0015
OG0005954	Sp1g41370	Stapi.1287s0001, Stapi.0795s0012
OG0005955	Sp1g40890	Stapi.0873s0002
OG0005956	Sp1g40640	Stapi.6309s0001
OG0005957	Sp1g40460	Stapi.8678s0001, Stapi.4472s0003
OG0005958	Sp1g40390	Stapi.0125s0031, Stapi.3493s0001
OG0005959	Sp1g40270	Stapi.2007s0009
OG0005960	Sp1g40250	Stapi.6782s0001, Stapi.2007s0013
OG0005961	Sp1g40190	Stapi.9084s0002, Stapi.9829s0003, Stapi.9219s0001, Stapi.7585s0001
OG0005962	Sp1g40050	Stapi.13029s0001, Stapi.0336s0006
OG0005963	Sp1g39830	Stapi.7542s0001, Stapi.6389s0002
OG0005964	Sp3g13210	Stapi.0820s0010
OG0005965	Sp1g39790	Stapi.0820s0007
OG0005966	Sp1g39760	Stapi.0820s0004, Stapi.13421s0002
OG0005967	Sp1g39690	Stapi.4970s0001
OG0005968	Sp1g39660	Stapi.2099s0008, Stapi.4970s0002
OG0005969	Sp1g39610	Stapi.1594s0006, Stapi.4970s0005
OG0005970	Sp1g39580	Stapi.7184s0006, Stapi.1914s0012
OG0005971	Sp1g39560	Stapi.1914s0011, Stapi.7184s0005
OG0005972	Sp1g39410	Stapi.4190s0001, Stapi.13809s0001
OG0005973	Sp1g21600	Stapi.1762s0003, Stapi.1762s0004
OG0005974	Sp1g34340	Stapi.1329s0004
OG0005975	Sp1g34270	Stapi.6075s0001, Stapi.0895s0013
OG0005976	Sp1g33950, Sp6g31530	Stapi.0125s0004
OG0005977	Sp1g32200	Stapi.1205s0003, Stapi.0814s0004, Stapi.1399s0001
OG0005978	Sp1g32290	Stapi.3448s0003, Stapi.2818s0003, Stapi.0094s0003
OG0005979	Sp4g05810	Stapi.0477s0002, Stapi.1892s0001
OG0005980	Sp5g18570, Sp4g02170, Sp5g10600, Sp5g12640, Sp5g18110, Sp3g28210	Stapi.0004s0008
OG0005981	Sp4g05950	Stapi.2648s0001, Stapi.0085s0037
OG0005982	Sp4g05980	Stapi.0085s0034
OG0005983	Sp4g06090	Stapi.0085s0029
OG0005983	Sp5g15900	Stapi.0085s0022
OG0005984	Sp4g06150	Stapi.0144s0017, Stapi.0085s0018
OG0005985	Sp4g06450	Stapi.0010s0034, Stapi.0248s0013
OG0005986	Sp2g12950	Stapi.0860s0012
OG0005987	Sp1g40180	Stapi.9084s0001, Stapi.5141s0003
OG0005988	Sp1g39280	Stapi.28211s0001
OG0005989	Sp7g09370	Stapi.2273s0001
OG0005990	Sp7g32930	Stapi.1602s0007
OG0005991	Sp7g02460	Stapi.1340s0009, Stapi.1340s0004, Stapi.9755s0003
OG0005992	SpUn0005_0330, Sp7g02520, Sp7g02490, Sp7g02470, SpUn0025_0010, Sp4g08140	Stapi.9755s0002
OG0005994	Sp7g03530	Stapi.0315s0004, Stapi.1974s0003, Stapi.1391s0007, Stapi.12727s0001
OG0005995	Sp7g17210	Stapi.2201s0001, Stapi.3572s0006
OG0005996	Sp7g17150	Stapi.1449s0003, Stapi.1941s0007
OG0005997	Sp7g17140	Stapi.1449s0002
OG0005998	Sp7g16960	Stapi.0155s0028, Stapi.0585s0017
OG0005999	Sp7g16950	Stapi.0585s0019, Stapi.0155s0027
OG0006000	Sp1g41930	Stapi.2113s0001, Stapi.5635s0001, Stapi.4145s0005
OG0006001	Sp1g14660	Stapi.0359s0002
OG0006002	Sp1g18310	Stapi.1663s0007
OG0006003	Sp5g18690	Stapi.4767s0003, Stapi.2536s0001
OG0006004	Sp5g18550	Stapi.1097s0001, Stapi.0204s0003
OG0006005	Sp5g18450	Stapi.0115s0005, Stapi.3416s0003
OG0006006	Sp5g17880	Stapi.0278s0005, Stapi.3078s0004
OG0006007	Sp5g17840	Stapi.0204s0010, Stapi.1031s0001
OG0006008	Sp5g17560	Stapi.2669s0001
OG0006010	Sp5g17330	Stapi.1455s0001, Stapi.1857s0003
OG0006011	Sp5g17250	Stapi.0426s0008, Stapi.0213s0002
OG0006012	Sp5g17210	Stapi.2718s0004, Stapi.1338s0007
OG0006013	Sp5g17110	Stapi.0774s0002, Stapi.1338s0003
OG0006014	Sp5g16980	Stapi.4258s0002, Stapi.0040s0002
OG0006015	Sp5g16890	Stapi.4508s0002
OG0006016	Sp5g16880	Stapi.4735s0002, Stapi.0040s0008
OG0006017	Sp5g16450	Stapi.5047s0003, Stapi.0004s0023
OG0006018	Sp5g16440	Stapi.0004s0022, Stapi.5047s0001
OG0006019	Sp5g16430	Stapi.3934s0002, Stapi.0004s0009
OG0006020	Sp5g16380	Stapi.2548s0010, Stapi.3497s0005
OG0006021	Sp5g16320	Stapi.0028s0051
OG0006022	Sp5g16260	Stapi.0028s0021, Stapi.2173s0003
OG0006023	Sp5g16230	Stapi.0259s0006, Stapi.0028s0004, Stapi.0364s0007
OG0006024	Sp5g16180	Stapi.6509s0001, Stapi.0600s0003
OG0006025	Sp5g16130	Stapi.0082s0012, Stapi.0125s0008
OG0006026	Sp5g15960	Stapi.0386s0002, Stapi.1707s0005
OG0006027	Sp5g15890	Stapi.2764s0001, Stapi.0886s0003
OG0006028	Sp5g15850	Stapi.0194s0026, Stapi.0330s0015
OG0006029	Sp5g15700	Stapi.0263s0003, Stapi.5228s0004
OG0006030	Sp5g15680	Stapi.5228s0003, Stapi.0263s0008
OG0006031	Sp5g15420	Stapi.0507s0008, Stapi.3160s0006
OG0006032	Sp5g15380, Sp5g15390	Stapi.0792s0008
OG0006033	Sp5g15170	Stapi.0628s0013, Stapi.5506s0001
OG0006034	Sp5g15120	Stapi.0435s0004, Stapi.1693s0002
OG0006035	Sp5g15040	Stapi.0939s0005, Stapi.2712s0004
OG0006036	Sp5g14990	Stapi.0939s0012
OG0006037	Sp5g14980	Stapi.0939s0013, Stapi.3240s0002
OG0006038	Sp5g14970	Stapi.3240s0003, Stapi.2643s0001
OG0006039	Sp5g14960	Stapi.2643s0002
OG0006040	Sp5g13050	Stapi.0519s0012, Stapi.3100s0006
OG0006041	SpUn0134_0020, SpUn0011_0010, SpUn0057_0010, SpUn0078_0010	Stapi.0088s0010
OG0006042	Sp4g11920	Stapi.4108s0003
OG0006042	Sp4g11930	Stapi.10216s0001
OG0006043	Sp4g12020	Stapi.5258s0001, Stapi.0520s0007
OG0006044	Sp4g12050	Stapi.0308s0004
OG0006045	Sp4g12240	Stapi.0308s0017, Stapi.5563s0010
OG0006046	Sp4g12350	Stapi.0254s0020
OG0006047	Sp4g12370	Stapi.0254s0022, Stapi.2353s0004
OG0006048	Sp4g12390	Stapi.2353s0008, Stapi.0254s0026
OG0006049	Sp4g12420	Stapi.2079s0010, Stapi.0898s0018
OG0006050	Sp4g12500	Stapi.0879s0011, Stapi.1617s0004
OG0006051	Sp4g12640	Stapi.2014s0006, Stapi.0479s0013
OG0006052	Sp4g12720	Stapi.0957s0008, Stapi.0084s0006
OG0006054	Sp4g12760	Stapi.0084s0014, Stapi.3236s0001
OG0006055	Sp4g12950	Stapi.0084s0043
OG0006056	Sp4g12940	Stapi.0084s0042
OG0006057	Sp3g14580	Stapi.12416s0001, Stapi.10192s0002, Stapi.2011s0006
OG0006061	Sp6g04610	Stapi.2422s0008, Stapi.1349s0006
OG0006062	Sp6g03000	Stapi.6159s0003, Stapi.0082s0003
OG0006064	SpUn0007_0200, SpUn0127_0010	Stapi.1413s0002, Stapi.1690s0005
OG0006065	Sp4g07160	Stapi.0012s0009, Stapi.0036s0055
OG0006066	SpUn0090_0020, SpUn0014_0040, Sp2g06890	Stapi.0103s0011
OG0006067	Sp2g07570	Stapi.0019s0024, Stapi.0284s0002
OG0006068	Sp2g07610	Stapi.0447s0002, Stapi.0019s0021
OG0006069	Sp2g07690	Stapi.0014s0049, Stapi.0090s0012
OG0006070	Sp2g07700	Stapi.0014s0036, Stapi.0014s0046
OG0006071	Sp2g07720	Stapi.0090s0007, Stapi.0014s0043
OG0006072	Sp2g07790	Stapi.0052s0016, Stapi.0014s0026
OG0006073	Sp2g07820	Stapi.0052s0019, Stapi.0014s0022
OG0006074	Sp2g07890	Stapi.0005s0007, Stapi.0140s0018
OG0006075	Sp2g07910	Stapi.0039s0003, Stapi.0140s0013
OG0006076	Sp2g08420	Stapi.0045s0033, Stapi.0468s0012
OG0006077	Sp2g08510	Stapi.0056s0019
OG0006078	Sp2g08570	Stapi.0102s0025, Stapi.0045s0013
OG0006079	Sp2g08630	Stapi.0102s0009, Stapi.0045s0007
OG0006080	Sp2g08670	Stapi.0102s0001, Stapi.0045s0001
OG0006081	Sp2g08680	Stapi.0322s0003, Stapi.3552s0001
OG0006082	Sp2g08700	Stapi.12639s0001, Stapi.0681s0020
OG0006083	Sp2g08780	Stapi.2319s0001, Stapi.1262s0005
OG0006084	Sp2g08930, Sp1g02790	Stapi.0412s0007, Stapi.0194s0009
OG0006085	Sp2g09050	Stapi.13092s0002, Stapi.1923s0007
OG0006086	Sp2g09070	Stapi.1673s0003, Stapi.1750s0001
OG0006087	Sp2g09100	Stapi.1750s0005, Stapi.0455s0011
OG0006088	Sp2g09110	Stapi.0455s0010, Stapi.3730s0003
OG0006089	Sp7g37550	Stapi.1431s0009, Stapi.3398s0008, Stapi.1431s0010
OG0006090	Sp5g33440	Stapi.5802s0003, Stapi.11437s0003, Stapi.5240s0002
OG0006091	SpUn0091_0030, Sp5g33380	Stapi.4788s0002
OG0006092	Sp5g32980	Stapi.2251s0006, Stapi.8370s0002
OG0006093	Sp5g32970	Stapi.18466s0001
OG0006094	Sp1g19370	Stapi.12267s0002
OG0006095	Sp5g32510	Stapi.3443s0006, Stapi.2312s0005
OG0006096	Sp5g32470	Stapi.3443s0003, Stapi.2312s0003
OG0006097	Sp5g32460	Stapi.2312s0002, Stapi.3443s0002
OG0006098	Sp5g32190	Stapi.7304s0003, Stapi.5860s0001
OG0006099	Sp5g32150	Stapi.9251s0002
OG0006100	Sp5g31650	Stapi.5447s0001
OG0006102	Sp5g31460	Stapi.12707s0001, Stapi.18483s0001
OG0006103	Sp5g31380	Stapi.5001s0001, Stapi.0001s0035
OG0006104	Sp5g31160, Sp5g31170	Stapi.7517s0002
OG0006105	Sp5g30600	Stapi.5992s0001, Stapi.2840s0001, Stapi.3961s0001
OG0006106	Sp5g30410	Stapi.19775s0001, Stapi.11049s0001
OG0006107	Sp5g30400	Stapi.0690s0005, Stapi.20328s0001
OG0006108	Sp5g30370	Stapi.5013s0007, Stapi.1667s0001
OG0006109	Sp5g30360	Stapi.5013s0006
OG0006110	Sp5g30300	Stapi.1667s0007, Stapi.10055s0001, Stapi.5013s0002
OG0006111	Sp5g30280	Stapi.4541s0007, Stapi.4541s0008, Stapi.1667s0008
OG0006112	Sp5g30000	Stapi.1371s0005, Stapi.3998s0006
OG0006113	Sp5g29990	Stapi.1371s0006, Stapi.3998s0005
OG0006114	Sp5g29980	Stapi.1371s0007, Stapi.2534s0010
OG0006115	Sp5g29920	Stapi.1371s0010, Stapi.2534s0006
OG0006116	Sp5g29750	Stapi.1067s0013, Stapi.5135s0008
OG0006117	Sp5g29710	Stapi.1067s0010
OG0006118	Sp5g29650	Stapi.3894s0004, Stapi.0244s0050
OG0006119	Sp5g29580	Stapi.0133s0039
OG0006120	Sp5g29570	Stapi.0133s0038
OG0006121	Sp5g29430	Stapi.5892s0003, Stapi.5892s0002
OG0006122	Sp5g29370	Stapi.5404s0002, Stapi.3369s0004
OG0006123	Sp5g29310	Stapi.9294s0001, Stapi.13447s0001
OG0006124	Sp5g29180	Stapi.8319s0001, Stapi.0641s0009
OG0006126	Sp5g29090	Stapi.0641s0019, Stapi.8491s0003
OG0006127	Sp5g28910	Stapi.9325s0001, Stapi.3134s0002
OG0006128	Sp5g28830	Stapi.1679s0001, Stapi.3175s0006, Stapi.3175s0004
OG0006129	Sp5g28810	Stapi.1679s0003, Stapi.3175s0002
OG0006130	Sp1g20920	Stapi.3499s0004
OG0006131	Sp5g28760	Stapi.4432s0002, Stapi.7811s0001
OG0006132	Sp5g28640	Stapi.9154s0001, Stapi.6651s0002
OG0006133	Sp5g28280	Stapi.4031s0008, Stapi.7300s0004
OG0006134	Sp5g28230, Sp5g28240	Stapi.0665s0007, Stapi.6671s0001, Stapi.6306s0003
OG0006135	Sp5g28160	Stapi.0665s0013, Stapi.5134s0003
OG0006136	Sp5g28090	Stapi.3913s0011, Stapi.2029s0015
OG0006137	Sp5g28050	Stapi.3913s0008, Stapi.2029s0007
OG0006138	Sp5g27980	Stapi.2029s0001, Stapi.3913s0001
OG0006139	Sp5g27910	Stapi.8735s0001, Stapi.9007s0001
OG0006140	Sp5g27830	Stapi.2378s0001, Stapi.1384s0005
OG0006141	Sp5g27520	Stapi.2168s0008, Stapi.2050s0009
OG0006142	Sp5g27440	Stapi.6606s0001, Stapi.2168s0002, Stapi.2168s0003, Stapi.8088s0001
OG0006143	Sp5g27400	Stapi.2740s0004, Stapi.1192s0005
OG0006144	Sp5g27390	Stapi.1192s0004, Stapi.2740s0003
OG0006145	Sp5g27350	Stapi.0286s0021, Stapi.3328s0006
OG0006147	Sp5g33950	Stapi.14040s0002, Stapi.5559s0002
OG0006148	Sp5g34120	Stapi.8559s0001, Stapi.12117s0002, Stapi.15218s0001
OG0006149	Sp5g34630	Stapi.7900s0001, Stapi.7468s0002
OG0006150	Sp5g35080	Stapi.16525s0001, Stapi.21547s0001
OG0006151	Sp5g35170	Stapi.20331s0001
OG0006152	Sp5g35260	Stapi.1172s0005, Stapi.1019s0004
OG0006153	Sp5g35330	Stapi.9800s0002
OG0006154	Sp5g35440	Stapi.13056s0003
OG0006155	Sp5g35550	Stapi.2661s0010, Stapi.14527s0003
OG0006156	Sp5g35840	Stapi.2163s0001, Stapi.5200s0009
OG0006157	Sp5g35950	Stapi.1786s0010, Stapi.5651s0002
OG0006158	Sp5g35970	Stapi.1786s0009, Stapi.5651s0004
OG0006159	Sp5g36010	Stapi.1786s0005, Stapi.5651s0006
OG0006160	Sp5g36040	Stapi.1786s0003, Stapi.5651s0010
OG0006162	Sp3g23640	Stapi.0987s0003
OG0006162	Sp7g10960	Stapi.1608s0002
OG0006164	Sp5g33450	Stapi.5802s0004
OG0006165	Sp1g34453	Stapi.0596s0011, Stapi.2416s0004
OG0006166	Sp1g34460	Stapi.0596s0012, Stapi.2416s0005
OG0006167	Sp1g34550	Stapi.1243s0004
OG0006168	Sp1g34560	Stapi.1243s0002, Stapi.0267s0026
OG0006169	SpUn0276_0010, SpUn0339_0010	Stapi.0267s0011
OG0006170	Sp1g34690	Stapi.9952s0001, Stapi.0267s0006
OG0006171	Sp1g34810	Stapi.0867s0002, Stapi.0603s0005
OG0006172	Sp1g34840	Stapi.0867s0004, Stapi.4918s0001
