Orthogroup	C_amplexicaulis	S_pinnata
OG0007333	Caamp.1035s0993, Caamp.0120s0433	Stapi.3844s0004
OG0007334	Caamp.1035s0999, Caamp.0120s0423	Stapi.3844s0010
OG0007335	Caamp.1035s1002	Stapi.5142s0010
OG0007335	Caamp.0120s0420	Stapi.8975s0002
OG0007336	Caamp.1035s1009	Stapi.6708s0004
OG0007337	Caamp.1035s1011	Stapi.6708s0001
OG0007338	Caamp.0120s0409, Caamp.1035s1013	Stapi.1044s0001
OG0007339	Caamp.0120s0406, Caamp.1035s1016	Stapi.13701s0001
OG0007340	Caamp.0120s0405	Stapi.5130s0005
OG0007340	Caamp.1035s1017	Stapi.7751s0003
OG0007341	Caamp.1035s1020	Stapi.0465s0001
OG0007341	Caamp.0120s0401	Stapi.1070s0009
OG0007342	Caamp.0120s0400	Stapi.1070s0010
OG0007342	Caamp.1035s1021	Stapi.0465s0002
OG0007343	Caamp.0120s0399	Stapi.1070s0011
OG0007343	Caamp.1035s1022	Stapi.0465s0003
OG0007344	Caamp.0120s0398, Caamp.1035s1023	Stapi.0465s0004
OG0007345	Caamp.0120s0393	Stapi.4529s0003
OG0007345	Caamp.1035s1029	Stapi.0465s0013
OG0007346	Caamp.1035s1034	Stapi.0465s0018
OG0007347	Caamp.1035s1035	Stapi.0465s0019
OG0007348	Caamp.1035s1036	Stapi.0465s0020
OG0007348	Caamp.0120s0386	Stapi.4378s0005
OG0007349	Caamp.1035s1037	Stapi.0465s0021
OG0007349	Caamp.0120s0385	Stapi.4378s0006
OG0007350	Caamp.1035s1039	Stapi.0465s0023
OG0007351	Caamp.0120s0382, Caamp.1035s1040	Stapi.0465s0026
OG0007352	Caamp.1035s1049	Stapi.2578s0008
OG0007353	Caamp.0120s0372, Caamp.1035s1050	Stapi.2578s0009
OG0007354	Caamp.0120s0369	Stapi.5310s0001
OG0007354	Caamp.1035s1053	Stapi.7842s0002
OG0007355	Caamp.0120s0363	Stapi.9472s0002
OG0007355	Caamp.1035s1058	Stapi.2513s0001
OG0007356	Caamp.1035s1060	Stapi.13041s0002
OG0007357	Caamp.0120s0351, Caamp.1035s1070	Stapi.0111s0008
OG0007358	Caamp.0120s0350, Caamp.1035s1071	Stapi.0111s0006
OG0007359	Caamp.1035s1074	Stapi.0111s0004
OG0007359	Caamp.0120s0347	Stapi.3440s0002, Stapi.4462s0001
OG0007360	Caamp.0120s0343, Caamp.1035s1079	Stapi.15519s0001
OG0007361	Caamp.1035s1083	Stapi.0481s0003
OG0007361	Caamp.0120s0338	Stapi.13821s0001
OG0007362	Caamp.1035s1084	Stapi.6656s0003
OG0007363	Caamp.1035s1095, Caamp.0120s0327	Stapi.5276s0002
OG0007364	Caamp.0120s0325, Caamp.1035s1097	Stapi.2614s0007
OG0007365	Caamp.1035s1098	Stapi.1143s0002
OG0007365	Caamp.0120s0324	Stapi.2614s0006
OG0007366	Caamp.1035s1105, Caamp.0120s0316	Stapi.2181s0006
OG0007367	Caamp.0120s0300, Caamp.1035s1121	Stapi.5348s0005
OG0007368	Caamp.0015s0319	Stapi.13897s0001
OG0007368	Caamp.0120s0291, Caamp.1035s1129	Stapi.4201s0003
OG0007369	Caamp.0120s0290	Stapi.4716s0001
OG0007370	Caamp.0120s0289	Stapi.4716s0002
OG0007370	Caamp.1035s1132	Stapi.3318s0002
OG0007371	Caamp.1035s1134, Caamp.0120s0287	Stapi.4716s0004
OG0007372	Caamp.1035s1143, Caamp.0120s0280	Stapi.1367s0005
OG0007373	Caamp.0120s0278, Caamp.1035s1145	Stapi.4831s0002
OG0007374	Caamp.1035s1158	Stapi.2249s0005
OG0007374	Caamp.0120s0267	Stapi.1879s0002
OG0007375	Caamp.1035s1163, Caamp.0120s0263	Stapi.1879s0008
OG0007376	Caamp.1035s1184, Caamp.0120s0239	Stapi.2525s0002
OG0007377	Caamp.1035s1188	Stapi.8818s0001
OG0007377	Caamp.0120s0233	Stapi.7753s0005
OG0007378	Caamp.0120s0219, Caamp.1035s1201	Stapi.2883s0001
OG0007379	Caamp.0120s0218, Caamp.1035s1202	Stapi.2883s0002
OG0007380	Caamp.0120s0211	Stapi.2944s0007
OG0007380	Caamp.1035s1211	Stapi.0638s0002
OG0007381	Caamp.0120s0210	Stapi.9463s0002
OG0007381	Caamp.1035s1212	Stapi.0638s0001
OG0007382	Caamp.1035s1215	Stapi.1932s0001
OG0007383	Caamp.0120s0201, Caamp.1035s1223	Stapi.1932s0008
OG0007384	Caamp.0120s0199, Caamp.1035s1225	Stapi.0505s0018
OG0007385	Caamp.0120s0197	Stapi.3902s0001
OG0007385	Caamp.1035s1227	Stapi.0505s0016
OG0007386	Caamp.0120s0191, Caamp.1035s1232	Stapi.11734s0002
OG0007387	Caamp.0120s0188, Caamp.1035s1236	Stapi.7924s0001
OG0007388	Caamp.0120s0185, Caamp.1035s1239	Stapi.1057s0001
OG0007389	Caamp.1035s1250	Stapi.2434s0018
OG0007390	Caamp.0120s0169, Caamp.1035s1251	Stapi.2434s0017
OG0007391	Caamp.0120s0167	Stapi.5031s0004
OG0007391	Caamp.1035s1253	Stapi.2434s0015
OG0007392	Caamp.1035s1258	Stapi.2434s0008
OG0007392	Caamp.0120s0163	Stapi.2234s0001
OG0007393	Caamp.1035s1261	Stapi.2434s0005
OG0007395	Caamp.0120s0152, Caamp.1035s1270	Stapi.9663s0002
OG0007396	Caamp.1035s1271	Stapi.9663s0001
OG0007396	Caamp.0120s0151	Stapi.1189s0003
OG0007397	Caamp.0120s0149, Caamp.1035s1273	Stapi.1189s0005
OG0007398	Caamp.0120s0144	Stapi.1189s0012
OG0007399	Caamp.1035s1279, Caamp.0120s0143	Stapi.1189s0013
OG0007400	Caamp.1035s1282, Caamp.0120s0139	Stapi.1189s0016
OG0007401	Caamp.1035s1290	Stapi.7080s0003
OG0007402	Caamp.0120s0125, Caamp.1035s1296	Stapi.1622s0012, Stapi.1511s0002
OG0007403	Caamp.1035s1298	Stapi.0960s0003
OG0007403	Caamp.0120s0123	Stapi.1622s0010
OG0007404	Caamp.1035s1299	Stapi.0960s0004
OG0007405	Caamp.1035s1306, Caamp.0120s0119	Stapi.1622s0003
OG0007406	Caamp.0120s0113	Stapi.5136s0002, Stapi.16355s0001
OG0007407	Caamp.1035s1320	Stapi.1682s0001
OG0007408	Caamp.0120s0105	Stapi.6113s0001
OG0007408	Caamp.1035s1321	Stapi.1682s0002
OG0007409	Caamp.0120s0100, Caamp.1035s1325	Stapi.1682s0005
OG0007410	Caamp.1035s1329	Stapi.1682s0009
OG0007410	Caamp.0120s0097	Stapi.0280s0006
OG0007411	Caamp.1035s1347	Stapi.2824s0010
OG0007411	Caamp.0120s0085	Stapi.0280s0029
OG0007412	Caamp.0120s0081	Stapi.0280s0030
OG0007412	Caamp.1035s1350	Stapi.2824s0008
OG0007413	Caamp.1035s1351	Stapi.2824s0007
OG0007414	Caamp.1035s1356	Stapi.2824s0002
OG0007414	Caamp.0120s0076	Stapi.0280s0032
OG0007415	Caamp.1035s1358, Caamp.0120s0074	Stapi.5950s0001
OG0007416	Caamp.0120s0072, Caamp.1035s1360	Stapi.5950s0003
OG0007417	Caamp.1035s1367, Caamp.0120s0065	Stapi.8418s0002
OG0007418	Caamp.1035s1377	Stapi.2365s0004, Stapi.3021s0006, Stapi.0044s0006
OG0007419	Caamp.0120s0056, Caamp.1035s1380	Stapi.0044s0003
OG0007420	Caamp.1035s1383, Caamp.1039s0645	Stapi.3155s0005
OG0007421	Caamp.1035s1388	Stapi.5316s0002
OG0007422	Caamp.1035s1396	Stapi.0872s0008
OG0007422	Caamp.1039s0633	Stapi.3842s0006
OG0007423	Caamp.0188s1078, Caamp.1035s1406	Stapi.17638s0002, Stapi.0382s0013
OG0007425	Caamp.0188s1071	Stapi.14898s0001
OG0007426	Caamp.0188s1037, Caamp.1035s1428	Stapi.6308s0005
OG0007427	Caamp.1035s1430	Stapi.6308s0003
OG0007429	Caamp.0188s0996, Caamp.1035s1466	Stapi.29306s0002
OG0007430	Caamp.0188s0990, Caamp.1035s1473	Stapi.18169s0001
OG0007431	Caamp.1035s1484, Caamp.0188s0978	Stapi.3788s0003
OG0007432	Caamp.1035s1494, Caamp.0188s0968	Stapi.7009s0001
OG0007434	Caamp.0188s0951, Caamp.1035s1508	Stapi.2443s0005
OG0007435	Caamp.0095s0088	Stapi.1206s0004
OG0007435	Caamp.1035s1516	Stapi.2590s0004
OG0007436	Caamp.1035s1517	Stapi.1206s0005, Stapi.2590s0003
OG0007437	Caamp.1035s1523, Caamp.0095s0081	Stapi.7973s0001, Stapi.4016s0003
OG0007438	Caamp.0095s0076	Stapi.0887s0005
OG0007439	Caamp.1035s1528	Stapi.10745s0001
OG0007439	Caamp.0095s0075	Stapi.0887s0006
OG0007440	Caamp.0095s0073	Stapi.0887s0008
OG0007440	Caamp.1035s1531	Stapi.6940s0001
OG0007441	Caamp.1035s1534, Caamp.0095s0070	Stapi.0887s0011
OG0007442	Caamp.0095s0069	Stapi.0887s0013
OG0007442	Caamp.1035s1536	Stapi.1035s0012
OG0007443	Caamp.1035s1537	Stapi.1035s0011
OG0007443	Caamp.0095s0068	Stapi.0887s0014
OG0007444	Caamp.1036s0003, Caamp.1037s0371	Stapi.0679s0001
OG0007445	Caamp.1036s0007, Caamp.1037s0368	Stapi.0679s0004
OG0007446	Caamp.1037s0367	Stapi.0679s0005
OG0007447	Caamp.1036s0014	Stapi.0679s0011
OG0007448	Caamp.1036s0017	Stapi.0679s0013
OG0007449	Caamp.1036s0018, Caamp.1037s0358	Stapi.0679s0014
OG0007450	Caamp.1036s0027, Caamp.1037s0347	Stapi.4496s0002
OG0007451	Caamp.1037s0341, Caamp.1036s0035	Stapi.9249s0001
OG0007452	Caamp.1036s0046	Stapi.1497s0005
OG0007453	Caamp.1036s0050, Caamp.1037s0329	Stapi.2976s0002, Stapi.1497s0002
OG0007454	Caamp.1036s0066	Stapi.2748s0002, Stapi.5302s0001
OG0007455	Caamp.1037s0312, Caamp.1036s0073	Stapi.3879s0005
OG0007456	Caamp.1036s0074, Caamp.1037s0311	Stapi.0646s0016
OG0007457	Caamp.1037s0310, Caamp.1036s0075	Stapi.1947s0010, Stapi.0646s0014
OG0007458	Caamp.1036s0078	Stapi.0646s0010
OG0007459	Caamp.1036s0079, Caamp.1037s0305	Stapi.20603s0001
OG0007460	Caamp.1036s0080, Caamp.1037s0303	Stapi.0646s0008
OG0007461	Caamp.1036s0082	Stapi.0646s0006
OG0007462	Caamp.1036s0083	Stapi.0646s0004
OG0007463	Caamp.1036s0086	Stapi.0646s0001
OG0007464	Caamp.1036s0087, Caamp.1037s0296	Stapi.3601s0002
OG0007465	Caamp.1036s0092, Caamp.1037s0290	Stapi.8670s0001
OG0007466	Caamp.1036s0093	Stapi.2515s0007
OG0007467	Caamp.1037s0279, Caamp.1036s0103	Stapi.2863s0003
OG0007468	Caamp.1036s0109	Stapi.2863s0012
OG0007469	Caamp.1036s0110, Caamp.1037s0273	Stapi.2863s0013
OG0007470	Caamp.1036s0112, Caamp.1037s0271	Stapi.9619s0001
OG0007471	Caamp.1036s0126	Stapi.3789s0001
OG0007472	Caamp.1036s0128, Caamp.1037s0255	Stapi.1842s0006
OG0007473	Caamp.1036s0131	Stapi.1788s0005
OG0007474	Caamp.1036s0132	Stapi.1788s0006
OG0007475	Caamp.1037s0248, Caamp.1036s0135	Stapi.16442s0002
OG0007476	Caamp.1037s0247, Caamp.1036s0136	Stapi.16442s0001
OG0007477	Caamp.1036s0143	Stapi.4178s0002, Stapi.1467s0007, Stapi.4269s0003, Stapi.0540s0002
OG0007478	Caamp.1036s0153, Caamp.1037s0230	Stapi.0868s0008
OG0007479	Caamp.1037s0225, Caamp.1036s0158	Stapi.1544s0019
OG0007480	Caamp.1036s0161	Stapi.1544s0016
OG0007481	Caamp.1036s0180	Stapi.1231s0007
OG0007482	Caamp.1036s0182	Stapi.1231s0005
OG0007482	Caamp.1037s0199	Stapi.4040s0012
OG0007483	Caamp.1037s0189	Stapi.24621s0001
OG0007484	Caamp.1036s0198	Stapi.3938s0009
OG0007485	Caamp.1037s0183, Caamp.1036s0199	Stapi.0853s0018, Stapi.3938s0008
OG0007486	Caamp.1041s1569, Caamp.1036s0209	Stapi.2793s0002
OG0007487	Caamp.1041s1567	Stapi.0589s0007
OG0007487	Caamp.1036s0211	Stapi.2793s0004
OG0007488	Caamp.1036s0212	Stapi.2793s0005
OG0007488	Caamp.1041s1566	Stapi.0589s0008
OG0007489	Caamp.1041s1558	Stapi.7550s0002
OG0007489	Caamp.1036s0220	Stapi.1456s0006
OG0007490	Caamp.1036s0229	Stapi.1187s0012
OG0007490	Caamp.1041s1548	Stapi.10170s0003
OG0007491	Caamp.1036s0230	Stapi.1187s0011
OG0007492	Caamp.1041s1543	Stapi.5634s0004
OG0007493	Caamp.1041s1537	Stapi.0594s0036
OG0007493	Caamp.1036s0241	Stapi.0702s0006
OG0007494	Caamp.1036s0245	Stapi.0702s0008
OG0007494	Caamp.1041s1533	Stapi.0594s0030
OG0007495	Caamp.1041s1532, Caamp.1036s0246	Stapi.0594s0029
OG0007496	Caamp.1041s1531	Stapi.0594s0028
OG0007496	Caamp.1036s0247	Stapi.0702s0009
OG0007497	Caamp.1036s0252	Stapi.0702s0014
OG0007497	Caamp.1041s1526	Stapi.4821s0002
OG0007498	Caamp.1036s0253	Stapi.0702s0015
OG0007499	Caamp.1036s0259	Stapi.3490s0004
OG0007499	Caamp.1041s1520	Stapi.1070s0005
OG0007500	Caamp.1041s1517, Caamp.1036s0263	Stapi.7686s0002
OG0007501	Caamp.1036s0265	Stapi.4236s0004
OG0007502	Caamp.1036s0267	Stapi.8633s0001
OG0007502	Caamp.1041s1513	Stapi.10528s0001
OG0007503	Caamp.1036s0270, Caamp.1041s1509	Stapi.3207s0005
OG0007504	Caamp.1036s0280, Caamp.1041s1500	Stapi.5096s0004
OG0007505	Caamp.1036s0281	Stapi.2072s0006
OG0007505	Caamp.1041s1499	Stapi.5096s0003
OG0007506	Caamp.1041s1495, Caamp.1041s1494, Caamp.1036s0284	Stapi.2072s0002
OG0007507	Caamp.1041s1489	Stapi.1916s0003
OG0007508	Caamp.1036s0298	Stapi.0244s0015
OG0007509	Caamp.1036s0303	Stapi.0244s0011
OG0007509	Caamp.0303s0812	Stapi.4122s0003
OG0007510	Caamp.1036s0304	Stapi.0244s0010
OG0007510	Caamp.0303s0813	Stapi.4122s0002
OG0007511	Caamp.1036s0307	Stapi.0244s0007
OG0007512	Caamp.1036s0329	Stapi.0495s0020
OG0007513	Caamp.0303s0830	Stapi.2945s0002
OG0007513	Caamp.1036s0332	Stapi.0495s0014
OG0007514	Caamp.1036s0342	Stapi.1260s0015
OG0007514	Caamp.0303s0843	Stapi.1300s0003
OG0007515	Caamp.1036s0343	Stapi.3958s0001
OG0007516	Caamp.1036s0346	Stapi.5532s0003
OG0007516	Caamp.0303s0848	Stapi.2533s0003
OG0007517	Caamp.1036s0362	Stapi.1294s0011
OG0007518	Caamp.0303s0862, Caamp.1036s0363	Stapi.1294s0012
OG0007519	Caamp.1036s0371	Stapi.1421s0004
OG0007519	Caamp.0303s0871	Stapi.2120s0005
OG0007520	Caamp.0303s0878, Caamp.1036s0382	Stapi.6422s0001
OG0007521	Caamp.0303s0881	Stapi.6705s0002
OG0007521	Caamp.1036s0385	Stapi.18716s0001, Stapi.6549s0001
OG0007522	Caamp.1036s0386, Caamp.0303s0882	Stapi.6705s0001
OG0007523	Caamp.0303s0886	Stapi.0636s0005
OG0007523	Caamp.1036s0390	Stapi.10052s0003
OG0007524	Caamp.1036s0391	Stapi.10052s0004
OG0007524	Caamp.0303s0887	Stapi.0636s0004
OG0007525	Caamp.1036s0395	Stapi.2332s0001
OG0007526	Caamp.0303s0892, Caamp.1036s0396	Stapi.2332s0003
OG0007527	Caamp.0303s0897	Stapi.0334s0024
OG0007527	Caamp.1036s0401	Stapi.2217s0004
OG0007528	Caamp.0303s0902, Caamp.1036s0407	Stapi.2217s0009, Stapi.8167s0003
OG0007529	Caamp.1036s0417	Stapi.0237s0023
OG0007530	Caamp.0303s0913, Caamp.1036s0419	Stapi.0237s0020
OG0007531	Caamp.0303s0914	Stapi.16112s0001
OG0007531	Caamp.1036s0421	Stapi.0237s0019
OG0007532	Caamp.0303s0917	Stapi.3128s0005
OG0007532	Caamp.1036s0424	Stapi.0237s0017
OG0007533	Caamp.1036s0426	Stapi.0237s0013
OG0007534	Caamp.0303s0923, Caamp.1036s0429	Stapi.0237s0009
OG0007535	Caamp.1036s0430	Stapi.0237s0008
OG0007536	Caamp.0303s0927, Caamp.1036s0433	Stapi.0440s0003
OG0007537	Caamp.1036s0435	Stapi.0440s0006
OG0007538	Caamp.1036s0437	Stapi.6064s0001
OG0007539	Caamp.0303s0937	Stapi.2638s0005
OG0007539	Caamp.1036s0441	Stapi.0440s0016
OG0007540	Caamp.1036s0442, Caamp.0303s0938	Stapi.2638s0006
OG0007541	Caamp.1036s0444, Caamp.0303s0940	Stapi.1008s0002, Stapi.8261s0001
OG0007542	Caamp.0303s0944, Caamp.1036s0447	Stapi.5595s0003, Stapi.1008s0006
OG0007543	Caamp.1036s0457, Caamp.0303s0949	Stapi.6318s0002
OG0007544	Caamp.1036s0467, Caamp.0303s0955, Caamp.0303s0954	Stapi.0935s0005
OG0007545	Caamp.0303s0969, Caamp.1036s0483	Stapi.1145s0016
OG0007546	Caamp.1036s0485	Stapi.1145s0014
OG0007546	Caamp.0303s0970	Stapi.1926s0009
OG0007547	Caamp.1036s0488	Stapi.1145s0009
OG0007547	Caamp.0303s0973	Stapi.1926s0006
OG0007548	Caamp.0303s0975	Stapi.1926s0003
OG0007548	Caamp.1036s0490	Stapi.1145s0007
OG0007549	Caamp.1036s0495	Stapi.1145s0003
OG0007550	Caamp.0303s0980, Caamp.1036s0496	Stapi.1145s0002
OG0007551	Caamp.0303s0987	Stapi.5778s0001
OG0007551	Caamp.1036s0503	Stapi.1580s0005
OG0007552	Caamp.0303s0991	Stapi.7620s0001
OG0007552	Caamp.1036s0507	Stapi.1209s0003
OG0007553	Caamp.1036s0513, Caamp.0303s0996	Stapi.0796s0002
OG0007554	Caamp.1036s0527	Stapi.2044s0002
OG0007554	Caamp.0303s1010	Stapi.2409s0002
OG0007555	Caamp.1036s0533	Stapi.2189s0007
OG0007555	Caamp.0303s1023	Stapi.9073s0001
OG0007556	Caamp.0303s1027	Stapi.0020s0004
OG0007556	Caamp.1036s0536	Stapi.13851s0001
OG0007557	Caamp.1036s0540, Caamp.0064s0564	Stapi.5182s0001
OG0007558	Caamp.1036s0542	Stapi.3020s0001
OG0007558	Caamp.0064s0562	Stapi.5182s0002
OG0007559	Caamp.1036s0558, Caamp.0097s0787	Stapi.5400s0001
OG0007560	Caamp.1036s0561	Stapi.7694s0001
OG0007560	Caamp.0097s0785	Stapi.2725s0001
OG0007561	Caamp.1036s0573	Stapi.2612s0004
OG0007562	Caamp.0097s0847	Stapi.0599s0008
OG0007562	Caamp.1036s0603	Stapi.0361s0007
OG0007563	Caamp.1036s0605	Stapi.0099s0003, Stapi.0361s0003, Stapi.0111s0016
OG0007564	Caamp.1037s0010	Stapi.2327s0007
OG0007564	Caamp.1040s0015	Stapi.1881s0009
OG0007565	Caamp.1037s0016	Stapi.2327s0013
OG0007565	Caamp.1040s0021	Stapi.1881s0002
OG0007566	Caamp.1040s0023	Stapi.1881s0001
OG0007567	Caamp.1037s0022	Stapi.2327s0017
OG0007567	Caamp.1040s0026	Stapi.5413s0001
OG0007568	Caamp.1037s0026, Caamp.1040s0031	Stapi.9675s0002, Stapi.9675s0001
OG0007569	Caamp.1040s0038, Caamp.1037s0033	Stapi.9335s0003
OG0007571	Caamp.1037s0045, Caamp.1040s0055	Stapi.8742s0005
OG0007572	Caamp.1040s0059	Stapi.8742s0002
OG0007573	Caamp.1037s0052, Caamp.1040s0062	Stapi.24192s0001
OG0007574	Caamp.1037s0054	Stapi.24424s0001
OG0007576	Caamp.1037s0062	Stapi.11500s0004
OG0007576	Caamp.1040s0074	Stapi.14817s0001
OG0007577	Caamp.1037s0064	Stapi.11500s0002
OG0007578	Caamp.1037s0066, Caamp.1040s0078	Stapi.21870s0001, Stapi.11500s0001
OG0007579	Caamp.1037s0080	Stapi.27331s0001
OG0007581	Caamp.1040s0110, Caamp.1037s0096	Stapi.7876s0001
OG0007582	Caamp.1037s0109, Caamp.1040s0121	Stapi.7891s0003
OG0007583	Caamp.1037s0119, Caamp.1037s0122	Stapi.5862s0001, Stapi.3075s0001
OG0007584	Caamp.1040s0139	Stapi.6121s0003
OG0007585	Caamp.1040s0140	Stapi.7816s0002
OG0007586	Caamp.1040s0141	Stapi.7816s0001
OG0007587	Caamp.1037s0149	Stapi.8393s0004
OG0007588	Caamp.1040s0163, Caamp.1037s0151	Stapi.8393s0003
OG0007589	Caamp.1040s0168	Stapi.8361s0001
OG0007590	Caamp.1037s0158, Caamp.1040s0170	Stapi.6819s0001
OG0007591	Caamp.1037s0163, Caamp.1040s0175	Stapi.13900s0003
OG0007592	Caamp.1040s0176	Stapi.1446s0001
OG0007592	Caamp.1037s0165	Stapi.4626s0006
OG0007594	Caamp.1040s0189	Stapi.5218s0001
OG0007595	Caamp.1037s0224, Caamp.0079s0095	Stapi.3439s0015, Stapi.0868s0010
OG0007596	Caamp.0105s0781	Stapi.6869s0001
OG0007597	Caamp.0105s0790	Stapi.3873s0006
OG0007598	Caamp.1037s0387, Caamp.0105s0801	Stapi.0590s0011
OG0007599	Caamp.0105s0802	Stapi.0590s0012
OG0007600	Caamp.0105s0807, Caamp.1037s0393	Stapi.5757s0003
OG0007601	Caamp.0105s0813	Stapi.0590s0021
OG0007602	Caamp.1037s0400	Stapi.11144s0002
OG0007602	Caamp.0105s0814	Stapi.0590s0022
OG0007603	Caamp.1037s0401, Caamp.0105s0816	Stapi.0590s0026
OG0007604	Caamp.1037s0402, Caamp.0105s0817	Stapi.0590s0027
OG0007605	Caamp.0105s0818, Caamp.1037s0403	Stapi.6327s0002, Stapi.0590s0028
OG0007606	Caamp.0105s0820, Caamp.1037s0405	Stapi.6327s0001, Stapi.0590s0030
OG0007607	Caamp.1037s0410, Caamp.0105s0825	Stapi.0469s0006
OG0007608	Caamp.0105s0832	Stapi.6946s0003
OG0007609	Caamp.1037s0423, Caamp.0105s0839	Stapi.7273s0002
OG0007610	Caamp.0105s0843	Stapi.1004s0013
OG0007610	Caamp.1037s0428	Stapi.19894s0001
OG0007611	Caamp.1037s0429, Caamp.0105s0844	Stapi.1004s0012
OG0007612	Caamp.0105s0848	Stapi.1004s0006
OG0007612	Caamp.1037s0435	Stapi.13340s0001
OG0007613	Caamp.1037s0436, Caamp.0105s0849	Stapi.1004s0005
OG0007614	Caamp.0105s0850	Stapi.1004s0004
OG0007615	Caamp.0105s0854	Stapi.0752s0005
OG0007616	Caamp.0105s0863	Stapi.0997s0013, Stapi.4412s0004
OG0007617	Caamp.1037s0452, Caamp.0105s0865	Stapi.0997s0011
OG0007618	Caamp.1037s0453, Caamp.0105s0866	Stapi.0997s0010, Stapi.4412s0002
OG0007619	Caamp.0105s0870	Stapi.0997s0002
OG0007620	Caamp.0105s0871	Stapi.0997s0001
OG0007621	Caamp.0105s0872	Stapi.4930s0001
OG0007622	Caamp.1037s0462, Caamp.0105s0873	Stapi.4930s0004
OG0007623	Caamp.0105s0882	Stapi.2795s0006
OG0007623	Caamp.1037s0469	Stapi.8664s0001
OG0007624	Caamp.1037s0478, Caamp.0105s0891	Stapi.5889s0006
OG0007625	Caamp.0052s0648	Stapi.7170s0002
OG0007626	Caamp.0052s0645	Stapi.1606s0013
OG0007627	Caamp.0052s0637	Stapi.1606s0006
OG0007628	Caamp.1037s0508, Caamp.0052s0633	Stapi.1606s0001
OG0007629	Caamp.0052s0628, Caamp.1037s0513	Stapi.0795s0008
OG0007630	Caamp.1037s0515, Caamp.0052s0626	Stapi.0795s0006
OG0007631	Caamp.1037s0517, Caamp.0052s0624	Stapi.0795s0003
OG0007632	Caamp.0052s0622	Stapi.0795s0001
OG0007633	Caamp.1037s0522	Stapi.8420s0002, Stapi.5654s0001
OG0007633	Caamp.0052s0619	Stapi.4026s0002
OG0007634	Caamp.0052s0617, Caamp.1037s0524	Stapi.8779s0001
OG0007635	Caamp.0052s0612	Stapi.1332s0004
OG0007636	Caamp.1037s0529, Caamp.0052s0611	Stapi.1332s0005
OG0007637	Caamp.1037s0530, Caamp.0052s0610	Stapi.1332s0006
OG0007638	Caamp.1037s0531, Caamp.0052s0609	Stapi.3417s0002
OG0007639	Caamp.1037s0534, Caamp.0052s0606	Stapi.2996s0004, Stapi.6110s0003
OG0007640	Caamp.1037s0543, Caamp.0052s0596	Stapi.3868s0002
OG0007641	Caamp.1037s0547	Stapi.6961s0002
OG0007641	Caamp.0052s0591	Stapi.2498s0003
OG0007642	Caamp.1037s0559	Stapi.2626s0009
OG0007642	Caamp.0052s0582	Stapi.2783s0006
OG0007643	Caamp.1037s0560, Caamp.0052s0581	Stapi.2626s0008, Stapi.2783s0007
OG0007644	Caamp.0052s0578	Stapi.7201s0002
OG0007644	Caamp.1037s0564	Stapi.2626s0002
OG0007645	Caamp.1037s0569	Stapi.6718s0003
OG0007645	Caamp.0052s0573	Stapi.0419s0003
OG0007646	Caamp.0052s0570, Caamp.1037s0572	Stapi.6718s0001
OG0007647	Caamp.1037s0576, Caamp.0052s0566	Stapi.0419s0012
OG0007648	Caamp.0052s0565, Caamp.1037s0577	Stapi.0419s0014
OG0007649	Caamp.1037s0592	Stapi.4645s0004
OG0007649	Caamp.0052s0550	Stapi.0419s0029
OG0007650	Caamp.0052s0548	Stapi.0419s0032
OG0007650	Caamp.1037s0594	Stapi.4645s0002
OG0007651	Caamp.1037s0598, Caamp.1040s0245	Stapi.3266s0005
OG0007652	Caamp.1040s0255, Caamp.1037s0607	Stapi.4836s0006
OG0007653	Caamp.1037s0611, Caamp.1040s0259	Stapi.9624s0001
OG0007654	Caamp.1037s0616	Stapi.17326s0001
OG0007655	Caamp.1037s0619	Stapi.4634s0002
OG0007656	Caamp.1037s0620	Stapi.4634s0003
OG0007657	Caamp.1037s0621, Caamp.1040s0269	Stapi.2303s0002
OG0007658	Caamp.1037s0622	Stapi.2303s0004
OG0007659	Caamp.1037s0626, Caamp.1040s0274	Stapi.2303s0009
OG0007660	Caamp.1040s0275, Caamp.1037s0627	Stapi.1940s0010
OG0007661	Caamp.1040s0278, Caamp.1037s0630	Stapi.1940s0007
OG0007662	Caamp.1040s0280, Caamp.1037s0633	Stapi.1940s0004
OG0007663	Caamp.1037s0634	Stapi.1940s0002
OG0007663	Caamp.1040s0281	Stapi.6742s0004
OG0007664	Caamp.1037s0638, Caamp.1040s0285	Stapi.14922s0001, Stapi.6960s0004
OG0007665	Caamp.1040s0295	Stapi.5448s0005
OG0007666	Caamp.1040s0296, Caamp.1037s0649	Stapi.5448s0004
OG0007667	Caamp.1037s0651, Caamp.1040s0298	Stapi.12445s0001, Stapi.12185s0001
OG0007668	Caamp.1040s0302, Caamp.1037s0654	Stapi.2857s0007
OG0007669	Caamp.1040s0310, Caamp.1037s0661	Stapi.4650s0001
OG0007670	Caamp.1037s0666, Caamp.0303s1115	Stapi.18566s0001
OG0007671	Caamp.1040s0316, Caamp.1037s0668	Stapi.4991s0001, Stapi.2461s0004
OG0007672	Caamp.1040s0319	Stapi.0789s0015
OG0007673	Caamp.1037s0678, Caamp.1040s0327	Stapi.1951s0007
OG0007674	Caamp.1040s0329	Stapi.1951s0004
OG0007675	Caamp.1040s0341, Caamp.1037s0692	Stapi.13429s0001
OG0007676	Caamp.1037s0693	Stapi.6365s0002
