Orthogroup	S_pinnata	S_parvula
OG0008942	Stapi.0421s0012	Sp3g25850
OG0008947	Stapi.0136s0014	Sp7g07260
OG0008948	Stapi.0033s0025	Sp7g07500
OG0008951	Stapi.4431s0005, Stapi.0114s0008	Sp7g09690
OG0008953	Stapi.0256s0012	Sp7g10120
OG0008954	Stapi.0356s0025	Sp2g14410
OG0008955	Stapi.3590s0007	Sp2g14460
OG0008956	Stapi.4192s0002	Sp2g14520
OG0008957	Stapi.12881s0001	Sp2g14630
OG0008958	Stapi.1426s0006, Stapi.7518s0002, Stapi.4025s0004	Sp2g14650
OG0008959	Stapi.4025s0003, Stapi.7518s0001	Sp2g14660
OG0008960	Stapi.0551s0003	Sp2g14730
OG0008961	Stapi.0551s0007, Stapi.3071s0002	Sp2g14810
OG0008962	Stapi.1246s0011	Sp2g14930
OG0008963	Stapi.1246s0008	Sp2g14950
OG0008964	Stapi.0280s0004, Stapi.1682s0006	Sp2g15560
OG0008965	Stapi.9724s0001, Stapi.2239s0002	Sp2g17020
OG0008966	Stapi.5691s0004, Stapi.4956s0002	Sp2g17200
OG0008967	Stapi.8922s0002	Sp3g00200
OG0008968	Stapi.2357s0006, Stapi.0341s0001, Stapi.5541s0002	Sp2g19500
OG0008969	Stapi.2697s0008, Stapi.4044s0003	Sp2g19700
OG0008970	Stapi.2123s0003, Stapi.4460s0002, Stapi.2472s0006	Sp2g21100
OG0008971	Stapi.3955s0002, Stapi.0579s0007	Sp2g22250
OG0008972	Stapi.3372s0002	Sp2g23080
OG0008973	Stapi.3954s0004, Stapi.24568s0001, Stapi.10172s0001	Sp2g23180
OG0008974	Stapi.2134s0005	Sp2g23320
OG0008976	Stapi.0015s0015	Sp7g06720
OG0008977	Stapi.4875s0002	Sp7g06520
OG0008978	Stapi.2838s0003	Sp7g06150
OG0008979	Stapi.4618s0001, Stapi.0900s0007	Sp7g06110
OG0008980	Stapi.13776s0001	Sp4g11950
OG0008981	Stapi.0824s0007	Sp4g11890
OG0008982	Stapi.8566s0002, Stapi.0824s0002	Sp4g11840
OG0008984	Stapi.4495s0003, Stapi.12390s0001	Sp7g04190, Sp7g01480
OG0008985	Stapi.0071s0038	Sp3g23560
OG0008986	Stapi.0219s0009	Sp3g24070
OG0008987	Stapi.8006s0001, Stapi.0219s0010	Sp3g24080
OG0008988	Stapi.2716s0010	Sp7g14910
OG0008989	Stapi.0575s0009, Stapi.2716s0007	Sp7g14950
OG0008990	Stapi.2716s0005, Stapi.0575s0005	Sp7g14970
OG0008991	Stapi.0575s0002, Stapi.2716s0003	Sp7g14990
OG0008992	Stapi.2716s0001, Stapi.5332s0004	Sp7g15010
OG0008994	Stapi.0231s0022, Stapi.0681s0001	Sp4g13360
OG0008995	Stapi.5922s0001, Stapi.0492s0004, Stapi.0231s0012	Sp4g13270, Sp4g13260
OG0008997	Stapi.0035s0010, Stapi.0288s0003	Sp7g08460
OG0008998	Stapi.0078s0005	Sp7g08290
OG0008999	Stapi.0054s0080	Sp7g08260
OG0009000	Stapi.0078s0002	Sp7g08250
OG0009001	Stapi.0567s0011	Sp2g05410
OG0009002	Stapi.0567s0005	Sp2g05370
OG0009003	Stapi.1711s0002, Stapi.2214s0001	Sp2g05310
OG0009004	Stapi.2664s0001	Sp2g05110
OG0009005	Stapi.0145s0019	Sp1g08740
OG0009006	Stapi.0145s0022	Sp2g05030
OG0009007	Stapi.1222s0002	Sp2g04840
OG0009008	Stapi.1436s0005	Sp2g04820
OG0009009	Stapi.5027s0003	Sp2g04800
OG0009011	Stapi.0837s0004	Sp2g04680
OG0009012	Stapi.0138s0002	Sp2g04520
OG0009013	Stapi.1955s0007, Stapi.0471s0011	Sp2g04480
OG0009014	Stapi.1955s0004	SpUn0106_0020, Sp2g04450
OG0009015	Stapi.2662s0002, Stapi.7737s0002	Sp2g04330
OG0009016	Stapi.0991s0011, Stapi.3132s0002, Stapi.10365s0001	Sp2g04190
OG0009017	Stapi.0404s0008, Stapi.2658s0005	Sp2g03520
OG0009018	Stapi.3577s0003	Sp2g03590
OG0009019	Stapi.8877s0002	Sp2g03790
OG0009020	Stapi.3284s0001, Stapi.0848s0004	Sp2g03910
OG0009021	Stapi.14214s0002	Sp2g03990
OG0009022	Stapi.6598s0003	Sp2g04060
OG0009023	Stapi.0450s0010	Sp2g03430
OG0009024	Stapi.1557s0011	Sp2g03260
OG0009025	Stapi.6002s0004	Sp2g03200
OG0009026	Stapi.0533s0003	Sp2g03160
OG0009027	Stapi.2421s0005	Sp2g03060
OG0009029	Stapi.5208s0004	Sp2g02890
OG0009030	Stapi.5765s0004	Sp2g02830
OG0009032	Stapi.11469s0001	Sp2g02760
OG0009033	Stapi.3302s0003	Sp2g02630
OG0009034	Stapi.0137s0004	Sp2g02380
OG0009035	Stapi.10732s0001	Sp2g02330
OG0009036	Stapi.10819s0001	Sp2g02240
OG0009037	Stapi.5221s0001	Sp2g02210
OG0009038	Stapi.5221s0002	Sp2g02180
OG0009039	Stapi.5803s0001	Sp2g02000
OG0009040	Stapi.3187s0002	Sp2g01680
OG0009041	Stapi.0654s0002, Stapi.0507s0011	Sp2g01250
OG0009042	Stapi.1137s0001	Sp2g01200
OG0009043	Stapi.7203s0001	Sp2g01180
OG0009044	Stapi.7203s0002	Sp2g01170
OG0009045	Stapi.9106s0001	Sp2g01140
OG0009047	Stapi.11261s0002, Stapi.0080s0017	Sp5g21210
OG0009048	Stapi.0690s0009, Stapi.0249s0004	Sp5g21190
OG0009049	Stapi.0249s0007, Stapi.0249s0008, Stapi.0690s0004	Sp5g21170
OG0009050	Stapi.0249s0014, Stapi.3070s0001	Sp5g21120
OG0009051	Stapi.3070s0002, Stapi.0693s0002	Sp5g21090
OG0009052	Stapi.0482s0006, Stapi.0617s0002	Sp5g21000
OG0009053	Stapi.0482s0012, Stapi.0717s0004	Sp5g20950
OG0009054	Stapi.0208s0005	Sp5g20610
OG0009055	Stapi.0503s0003	Sp5g20520
OG0009056	Stapi.3739s0001	Sp5g20500
OG0009057	Stapi.8860s0001	Sp5g20410
OG0009058	Stapi.0018s0014, Stapi.0501s0005	Sp5g20230
OG0009059	Stapi.1831s0007	Sp7g05710, Sp5g20140
OG0009060	Stapi.0726s0004	Sp5g19980
OG0009061	Stapi.12007s0002	Sp5g19930
OG0009062	Stapi.5655s0002	Sp5g19750
OG0009063	Stapi.0423s0004	Sp5g19590
OG0009064	Stapi.0765s0007, Stapi.1513s0003	Sp5g19380
OG0009065	Stapi.2699s0009	Sp7g25580
OG0009066	Stapi.0036s0048	Sp4g09150
OG0009067	Stapi.0036s0049	Sp4g09160
OG0009068	Stapi.0153s0013, Stapi.0166s0001	Sp4g09230
OG0009069	Stapi.0024s0015	Sp4g09290
OG0009071	Stapi.0591s0003, Stapi.4742s0006	Sp4g08750
OG0009072	Stapi.0321s0007	Sp4g08730
OG0009073	Stapi.0216s0006, Stapi.1722s0002	Sp4g08680
OG0009074	Stapi.0409s0009, Stapi.0291s0031	Sp7g09050
OG0009075	Stapi.0623s0006, Stapi.0160s0001	Sp7g09040
OG0009076	Stapi.8136s0004	Sp4g26370, Sp4g26360
OG0009077	Stapi.0019s0048, Stapi.0019s0047	Sp7g08210
OG0009078	Stapi.6453s0007	SpUn0031_0020, Sp4g27300
OG0009079	Stapi.6453s0003, Stapi.6453s0005, Stapi.6453s0004	Sp4g27350
OG0009081	Stapi.8858s0001	Sp3g00030
OG0009082	Stapi.6785s0002	Sp3g00040
OG0009083	Stapi.9525s0004, Stapi.8839s0005	Sp3g00250
OG0009084	Stapi.5214s0001	Sp1g07090
OG0009085	Stapi.10760s0005	Sp1g07120
OG0009086	Stapi.10760s0001	Sp1g07170
OG0009087	Stapi.2886s0004	Sp1g07230
OG0009088	Stapi.4082s0002, Stapi.2886s0010	Sp1g07290
OG0009089	Stapi.4082s0006	Sp1g07320
OG0009090	Stapi.6084s0006	Sp1g07360
OG0009091	Stapi.5429s0006	Sp1g07400
OG0009092	Stapi.5429s0005	Sp1g07410
OG0009093	Stapi.13939s0001	Sp1g07480
OG0009095	Stapi.4125s0005	Sp1g07530
OG0009096	Stapi.4536s0007	Sp1g07630
OG0009097	Stapi.9374s0001	Sp1g07650
OG0009098	Stapi.3509s0001	SpUn0301_0010, SpUn0237_0010
OG0009099	Stapi.0382s0001	Sp1g07760
OG0009100	Stapi.2957s0008	Sp1g07880
OG0009101	Stapi.2957s0007, Stapi.5223s0009	Sp1g07890
OG0009102	Stapi.2957s0006, Stapi.5223s0008	Sp1g07900
OG0009103	Stapi.5223s0007	Sp1g07910
OG0009104	Stapi.5223s0005, Stapi.15093s0002	Sp1g07930
OG0009105	Stapi.5223s0003	Sp1g07940
OG0009106	Stapi.5223s0002	Sp1g07950
OG0009108	Stapi.7791s0003	Sp1g08050
OG0009109	Stapi.5877s0003	Sp1g08120
OG0009110	Stapi.13820s0001	Sp1g08130
OG0009111	Stapi.3163s0002	Sp1g08170
OG0009112	Stapi.11677s0001	Sp1g08180
OG0009113	Stapi.4332s0002, Stapi.3361s0010, Stapi.3163s0005	Sp1g08220
OG0009114	Stapi.2518s0003, Stapi.2436s0001	Sp1g11120
OG0009115	Stapi.2544s0004	Sp1g11100
OG0009116	Stapi.2544s0003, Stapi.2436s0007	Sp1g11080
OG0009117	Stapi.2436s0008, Stapi.2544s0002	Sp1g11070
OG0009118	Stapi.2436s0011	Sp1g11040
OG0009119	Stapi.2924s0008	Sp1g11010
OG0009120	Stapi.7541s0003	Sp1g10960
OG0009121	Stapi.2794s0004	Sp1g10890
OG0009122	Stapi.8548s0002, Stapi.8548s0003	Sp1g10870
OG0009123	Stapi.4891s0002	Sp1g10840
OG0009125	Stapi.1725s0005	Sp1g10790
OG0009126	Stapi.3746s0005, Stapi.11441s0002, Stapi.5621s0003	Sp1g10710
OG0009127	Stapi.5621s0004	Sp1g10700
OG0009128	Stapi.6775s0002	Sp1g10630
OG0009129	Stapi.6775s0001	Sp1g10610
OG0009130	Stapi.2820s0006	Sp1g10580
OG0009131	Stapi.3570s0001	Sp1g10560
OG0009132	Stapi.3570s0002	Sp1g10550
OG0009133	Stapi.3570s0007	Sp1g10490
OG0009134	Stapi.3570s0009	Sp1g10470
OG0009135	Stapi.0898s0012	Sp1g10440
OG0009136	Stapi.0898s0004	Sp1g10360
OG0009138	Stapi.1724s0009	Sp1g10150
OG0009139	Stapi.1724s0007	Sp1g10130
OG0009140	Stapi.1724s0006	Sp1g10120
OG0009141	Stapi.1152s0007	Sp1g09840
OG0009143	Stapi.12381s0003	Sp1g09600
OG0009145	Stapi.1873s0009	Sp1g09520
OG0009146	Stapi.1873s0005, Stapi.3097s0002	Sp1g09480
OG0009147	Stapi.11367s0001	Sp1g09590
OG0009148	Stapi.2858s0033	Sp1g09250
OG0009149	Stapi.5867s0003	Sp1g09200
OG0009150	Stapi.1930s0001	Sp1g09170
OG0009151	Stapi.1810s0007	Sp1g09150
OG0009152	Stapi.1810s0006, Stapi.5364s0002, Stapi.3135s0001	Sp1g09140
OG0009153	Stapi.2902s0005	Sp1g09050
OG0009154	Stapi.1184s0016	Sp1g09020
OG0009155	Stapi.1184s0010	Sp1g08920
OG0009156	Stapi.1184s0005, Stapi.2008s0013	Sp1g08860
OG0009157	Stapi.1184s0004, Stapi.2008s0014	Sp1g08850
OG0009158	Stapi.1184s0002, Stapi.2008s0015	Sp1g08840
OG0009159	Stapi.12895s0002	Sp1g08710
OG0009161	Stapi.4738s0003	Sp1g08640
OG0009162	Stapi.4738s0005	Sp1g08620
OG0009163	Stapi.4338s0002	Sp1g08540
OG0009164	Stapi.2541s0002	Sp1g08440
OG0009165	Stapi.2541s0010	Sp1g08350
OG0009166	Stapi.2541s0011	Sp1g08340
OG0009167	Stapi.3361s0001	Sp1g08320
OG0009168	Stapi.3361s0002, Stapi.3163s0012	Sp1g08310
OG0009169	Stapi.1284s0008, Stapi.2518s0006	Sp1g11150
OG0009170	Stapi.2518s0007, Stapi.1284s0011	Sp1g11180
OG0009171	Stapi.0112s0001	Sp1g11220
OG0009172	Stapi.0112s0002	Sp1g11230
OG0009173	Stapi.0112s0003	Sp1g11240
OG0009174	Stapi.5837s0002	Sp1g11310
OG0009175	Stapi.5837s0001	Sp1g11320
OG0009176	Stapi.1193s0001	Sp1g11440
OG0009177	Stapi.0741s0008	Sp1g11450
OG0009178	Stapi.1193s0007	Sp1g11520
OG0009179	Stapi.1193s0011	Sp1g11550
OG0009180	Stapi.1193s0015	Sp1g11580
OG0009181	Stapi.2693s0007, Stapi.1193s0016	Sp1g11590
OG0009182	Stapi.3133s0005	Sp1g11700
OG0009183	Stapi.14823s0001	Sp1g11820
OG0009184	Stapi.14648s0001	Sp1g11840
OG0009185	Stapi.3177s0007	Sp1g35970
OG0009186	Stapi.16608s0001	Sp1g11870
OG0009187	Stapi.1095s0013	Sp1g11880
OG0009188	Stapi.1095s0006, Stapi.1933s0004	Sp1g11955
OG0009189	Stapi.2473s0003	SpUn0238_0020
OG0009190	Stapi.0431s0004, Stapi.4197s0003	Sp1g12270
OG0009191	Stapi.2595s0003, Stapi.0431s0007	Sp1g12230
OG0009192	Stapi.0431s0008	Sp1g12220
OG0009193	Stapi.0431s0015	Sp1g12180
OG0009194	Stapi.1211s0001	Sp7g00920, Sp7g00930, Sp1g12150
OG0009195	Stapi.1211s0005, Stapi.0431s0020	Sp1g12110
OG0009196	Stapi.0431s0022, Stapi.1211s0007	Sp1g12090
OG0009197	Stapi.14866s0001, Stapi.1211s0011, Stapi.0431s0025	Sp1g12050
OG0009198	Stapi.1211s0012, Stapi.0431s0026	Sp1g12040
OG0009200	Stapi.5791s0003	Sp1g12370
OG0009201	Stapi.5791s0005	Sp1g12390
OG0009202	Stapi.7885s0005, Stapi.4887s0004	Sp1g12470
OG0009203	Stapi.4887s0002	Sp1g12490
OG0009204	Stapi.6191s0004, Stapi.10210s0001	Sp1g12620
OG0009205	Stapi.2346s0001	Sp1g12720
OG0009206	Stapi.3465s0003	Sp1g12740
OG0009207	Stapi.2346s0005, Stapi.3465s0005	Sp1g12760
OG0009208	Stapi.4098s0003	Sp1g12910
OG0009209	Stapi.4098s0001	Sp1g12930
OG0009210	Stapi.0390s0004	Sp1g12950
OG0009211	Stapi.4155s0002, Stapi.1514s0013	Sp1g13030, Sp1g13040, Sp1g13020
OG0009212	Stapi.4155s0007, Stapi.1514s0009	Sp1g13100
OG0009213	Stapi.1514s0006	Sp1g13170
OG0009214	Stapi.1514s0001	Sp1g13200
OG0009215	Stapi.1036s0009, Stapi.1982s0003	Sp1g13250
OG0009216	Stapi.1036s0006	Sp1g13270
OG0009217	Stapi.1036s0005, Stapi.1982s0006	Sp1g13280
OG0009218	Stapi.1982s0007, Stapi.1036s0004	Sp1g13290
OG0009219	Stapi.3681s0003	Sp1g13300
OG0009220	Stapi.7708s0002, Stapi.2920s0005	Sp1g13420
OG0009221	Stapi.3336s0001, Stapi.1563s0005	Sp1g13470
OG0009222	Stapi.1563s0008, Stapi.1420s0002	Sp1g13510
OG0009223	Stapi.1420s0004, Stapi.11392s0004, Stapi.1563s0013	Sp1g13550
OG0009224	Stapi.3560s0003	Sp1g13640
OG0009225	Stapi.6492s0003	Sp1g13710
OG0009226	Stapi.6492s0004	Sp1g13730
OG0009227	Stapi.8874s0001	Sp1g13740
OG0009228	Stapi.2918s0002	Sp1g13750
OG0009229	Stapi.2660s0012, Stapi.2918s0007	Sp1g13790
OG0009230	Stapi.2918s0010	Sp1g13810
OG0009231	Stapi.2660s0005, Stapi.2918s0013	Sp1g13840
OG0009232	Stapi.2033s0003	Sp1g13910
OG0009233	Stapi.1019s0001	Sp1g14030
OG0009234	Stapi.1172s0006, Stapi.1019s0005	Sp1g14070
OG0009235	Stapi.1172s0012, Stapi.1894s0003	Sp1g14110
OG0009236	Stapi.3493s0008	Sp1g14280
OG0009237	Stapi.1293s0014, Stapi.3493s0007	Sp1g14290
OG0009238	Stapi.3493s0002, Stapi.0125s0033	Sp1g14360
OG0009239	Stapi.3788s0005, Stapi.1293s0008	Sp1g14370
OG0009240	Stapi.8223s0004, Stapi.17744s0001	Sp1g14650
OG0009242	Stapi.15570s0001, Stapi.4234s0002	Sp1g14670
OG0009243	Stapi.4234s0005, Stapi.4476s0003	Sp1g14700
OG0009244	Stapi.4476s0006	Sp1g14710
OG0009245	Stapi.4476s0008	Sp1g14730
OG0009246	Stapi.9917s0001	Sp1g14880
OG0009247	Stapi.0701s0012	Sp1g14890
OG0009248	Stapi.26963s0001	Sp1g04130
OG0009249	Stapi.9145s0002	Sp1g04080, SpUn0024_0060
OG0009252	Stapi.5366s0003	Sp1g03960
OG0009253	Stapi.5169s0005	Sp1g03920
OG0009254	Stapi.5033s0007	Sp1g03770
OG0009255	Stapi.5033s0005, Stapi.9119s0004	Sp1g03750
OG0009256	Stapi.9119s0003	Sp1g03740
OG0009257	Stapi.5033s0002, Stapi.9119s0001	Sp1g03720
OG0009258	Stapi.29145s0001	Sp4g14620
OG0009259	Stapi.5056s0003	Sp1g03450, SpUn0217_0010
OG0009260	Stapi.16249s0002	Sp1g03360
OG0009263	Stapi.1713s0005, Stapi.12569s0001	Sp1g03170
OG0009264	Stapi.5204s0002	Sp1g03030
OG0009265	Stapi.10938s0001	Sp1g03020
OG0009266	Stapi.4267s0002	Sp1g02960
OG0009267	Stapi.4267s0003	Sp1g02950
OG0009268	Stapi.4267s0005	Sp1g02917
OG0009269	Stapi.12221s0002	Sp1g02460
OG0009270	Stapi.18263s0001	Sp1g00960
OG0009272	Stapi.14143s0001	Sp1g00770
OG0009273	Stapi.6934s0004	Sp1g00390
OG0009274	Stapi.4500s0004	Sp1g00240
OG0009275	Stapi.4500s0005	Sp1g00230
OG0009276	Stapi.4504s0001, Stapi.2253s0003	Sp1g00170
OG0009277	Stapi.4504s0002	Sp1g00160
OG0009278	Stapi.2523s0008	Sp1g00100
OG0009279	Stapi.2523s0007, Stapi.4504s0008	Sp1g00090
OG0009280	Stapi.4504s0013, Stapi.2523s0003	Sp1g00050
OG0009282	Stapi.0115s0016, Stapi.1852s0001	SpUn0003_0310
OG0009283	Stapi.0671s0004, Stapi.6843s0001	SpUn0003_0280
OG0009284	Stapi.4152s0003, Stapi.0018s0033	Sp5g19000
OG0009285	Stapi.0300s0006	Sp5g19240
OG0009287	Stapi.0849s0004	Sp1g17790
OG0009289	Stapi.0849s0009	Sp1g17870
OG0009290	Stapi.0760s0012	SpUn0051b_0020, Sp1g17910, SpUn0051b_0030, Sp4g04020
OG0009291	Stapi.0184s0014, Stapi.5681s0004	Sp1g17940
OG0009292	Stapi.2470s0006	Sp1g18030
OG0009293	Stapi.1663s0009, Stapi.2505s0006	Sp1g18280
OG0009294	Stapi.2505s0004	Sp1g18300
OG0009295	Stapi.26088s0001	Sp1g18360
OG0009296	Stapi.6741s0001	Sp1g18380
OG0009297	Stapi.1128s0008	Sp1g18470
OG0009298	Stapi.1128s0009, Stapi.1319s0011	Sp1g18480
OG0009299	Stapi.1319s0003	Sp1g18570
OG0009300	Stapi.5888s0001	Sp1g18700
OG0009301	Stapi.3118s0002	Sp1g18840
OG0009302	Stapi.14145s0001	Sp1g18900
OG0009303	Stapi.7858s0002	Sp1g18910
OG0009304	Stapi.3000s0003	Sp1g18920
OG0009305	Stapi.7595s0001	Sp1g18990
OG0009306	Stapi.5461s0003	Sp1g19000
OG0009307	Stapi.2011s0005, Stapi.8571s0002	Sp1g19010
OG0009308	Stapi.8825s0001	Sp1g38440
OG0009308	Stapi.0674s0003	Sp1g38450
OG0009309	Stapi.3516s0003, Stapi.0950s0004	Sp1g37790
OG0009310	Stapi.1702s0007	Sp7g25860
OG0009311	Stapi.1761s0006, Stapi.1986s0002	Sp7g25740
OG0009312	Stapi.1761s0007	Sp7g25730
OG0009313	Stapi.1986s0004	Sp7g25720
OG0009314	Stapi.1761s0015, Stapi.1986s0009	Sp7g25660
OG0009315	Stapi.0081s0006	Sp7g11900
OG0009316	Stapi.2699s0007	Sp7g25560
OG0009317	Stapi.2985s0005	Sp7g25520
OG0009318	Stapi.2231s0005	Sp7g25480
OG0009319	Stapi.2231s0008	Sp7g25440
OG0009320	Stapi.2231s0009	Sp7g25430
OG0009321	Stapi.3861s0003	Sp7g25420
OG0009322	Stapi.3638s0002, Stapi.5724s0001	Sp7g25390
OG0009323	Stapi.3638s0003	Sp7g25380
OG0009324	Stapi.3638s0004	Sp7g25370
OG0009325	Stapi.3082s0001	Sp7g25350
OG0009326	Stapi.1030s0008, Stapi.2212s0007	Sp7g25240
OG0009327	Stapi.1443s0014, Stapi.2137s0007	Sp7g24960
OG0009328	Stapi.2137s0009	Sp7g24930
OG0009329	Stapi.2137s0010, Stapi.7316s0002	Sp7g24910
OG0009330	Stapi.1742s0014	Sp7g24770
OG0009331	Stapi.1742s0013	Sp7g24760
OG0009332	Stapi.2823s0008, Stapi.1742s0008	SpUn0999_0010
OG0009333	Stapi.2823s0007	Sp7g24710
OG0009334	Stapi.2823s0002	Sp7g24650
OG0009335	Stapi.12986s0001	Sp7g24620
OG0009336	Stapi.0079s0002, Stapi.6576s0001	Sp7g24560
OG0009337	Stapi.0340s0006, Stapi.2226s0009	Sp7g24420
OG0009338	Stapi.0340s0012, Stapi.2226s0006	Sp7g24360
OG0009339	Stapi.2373s0007, Stapi.0340s0016, Stapi.2226s0003	Sp7g24320
OG0009340	Stapi.2373s0005, Stapi.2226s0001	Sp7g24300
OG0009341	Stapi.6068s0001	Sp7g24200
OG0009342	Stapi.9617s0002	Sp7g24140
OG0009343	Stapi.5832s0003	SpUn0576_0010
OG0009344	Stapi.2321s0008	Sp7g24020
OG0009345	Stapi.2321s0007	Sp7g24010
OG0009346	Stapi.2321s0006	Sp7g24000
OG0009347	Stapi.2432s0003, Stapi.2321s0001	Sp7g23940
OG0009349	Stapi.3969s0008	Sp7g23900
OG0009350	Stapi.1126s0005	Sp7g23840
OG0009351	Stapi.1126s0009	Sp7g23800
OG0009352	Stapi.1126s0013, Stapi.3950s0001	Sp7g23760
OG0009353	Stapi.1368s0020	Sp7g23670
OG0009354	Stapi.1368s0012	Sp7g23600
OG0009355	Stapi.1368s0011	Sp7g23590
OG0009356	Stapi.1368s0010	Sp7g23580
OG0009357	Stapi.1368s0004, Stapi.3647s0003, Stapi.5212s0003	Sp7g23520
OG0009358	Stapi.15520s0001	Sp7g23440
OG0009359	Stapi.3387s0005, Stapi.9775s0002	Sp7g23420
OG0009360	Stapi.3387s0008	Sp7g23390
OG0009361	Stapi.0556s0020	Sp7g23340
OG0009362	Stapi.0556s0017	Sp7g23300
OG0009363	Stapi.5729s0004	Sp7g23230
OG0009364	Stapi.9176s0003, Stapi.5729s0001, Stapi.8409s0004	Sp7g23200
OG0009366	Stapi.4051s0004	Sp7g23140
OG0009367	Stapi.4877s0003	Sp7g23070
OG0009368	Stapi.6414s0001	Sp7g23040
OG0009369	Stapi.4877s0001	Sp7g23030
OG0009370	Stapi.1264s0007, Stapi.7380s0002	Sp7g22760
OG0009371	Stapi.1454s0016	Sp7g22690
OG0009372	Stapi.1816s0008, Stapi.1454s0012	Sp7g22660
OG0009373	Stapi.1454s0007	Sp7g22590
OG0009374	Stapi.2121s0004, Stapi.1454s0005	Sp7g22570
OG0009375	Stapi.2121s0006, Stapi.1454s0003	Sp7g22550
OG0009376	Stapi.0380s0001, Stapi.0380s0003, Stapi.5796s0004	Sp7g22500
OG0009377	Stapi.0380s0005	Sp7g22480
OG0009378	Stapi.1459s0004	Sp7g22380
OG0009379	Stapi.11633s0001, Stapi.0380s0019	Sp7g22330
OG0009380	Stapi.0380s0022, Stapi.3728s0002	Sp7g22310
OG0009381	Stapi.3527s0008	Sp7g22220
OG0009382	Stapi.3527s0004, Stapi.0380s0035	Sp7g22170
OG0009383	Stapi.6714s0004, Stapi.6714s0006	Sp7g22140
OG0009384	Stapi.0380s0042, Stapi.7240s0002	Sp7g22090
OG0009385	Stapi.2401s0008	Sp7g22080
OG0009386	Stapi.0876s0009	Sp7g22020
OG0009387	Stapi.2048s0004, Stapi.10743s0002	Sp7g21910
OG0009388	Stapi.10743s0003	Sp7g21900
OG0009389	Stapi.2048s0005, Stapi.10164s0001	Sp7g21860
OG0009390	Stapi.10951s0001	Sp7g21850
OG0009391	Stapi.4612s0005	Sp7g21810
OG0009392	Stapi.2930s0006	Sp7g21590
OG0009393	Stapi.19659s0001	Sp7g21470
OG0009394	Stapi.0185s0002, Stapi.14728s0002, Stapi.9434s0001	Sp7g21450
OG0009395	Stapi.0910s0002, Stapi.0202s0027	Sp7g21400
OG0009396	Stapi.1001s0009, Stapi.0202s0024	Sp7g21370
OG0009397	Stapi.0202s0022	Sp7g21350
OG0009398	Stapi.1001s0011, Stapi.0202s0021	Sp7g21340
OG0009400	Stapi.8632s0002, Stapi.0095s0005	Sp7g21150
OG0009401	Stapi.2426s0004, Stapi.0593s0024	Sp7g21040
OG0009402	Stapi.4041s0001	Sp7g20990
OG0009403	Stapi.0593s0015	Sp7g20950
OG0009404	Stapi.0593s0013	Sp7g20930
OG0009405	Stapi.9870s0001	Sp7g20870
OG0009406	Stapi.1779s0002	Sp1g37820
OG0009407	Stapi.0377s0001, Stapi.1398s0002	Sp7g20780
OG0009409	Stapi.3177s0002, Stapi.0333s0014	Sp7g20690
OG0009410	Stapi.3692s0002	Sp7g20640
OG0009411	Stapi.1029s0016	Sp7g20610
OG0009412	Stapi.1864s0004	Sp7g20590
OG0009413	Stapi.6386s0002	Sp7g20550
OG0009414	Stapi.3130s0004	Sp7g20500
OG0009415	Stapi.5961s0006	Sp7g20440
OG0009416	Stapi.0147s0029	Sp7g20380
OG0009417	Stapi.5843s0001, Stapi.0147s0025	Sp7g20340
OG0009418	Stapi.3741s0001, Stapi.0147s0012	Sp7g20230
OG0009420	Stapi.0147s0003	Sp7g20180
OG0009421	Stapi.13253s0001, Stapi.3081s0001, Stapi.0147s0001	Sp7g20160
OG0009422	Stapi.2293s0004	Sp7g20150
OG0009423	Stapi.1998s0002, Stapi.2293s0007, Stapi.4506s0003	Sp7g20120
OG0009424	Stapi.3462s0004	Sp7g20010
OG0009425	Stapi.4439s0002	Sp7g19970
OG0009426	Stapi.1626s0012	Sp7g19900
OG0009427	Stapi.1626s0001	Sp7g19880
OG0009428	Stapi.3318s0005	Sp7g19740
OG0009429	Stapi.5113s0003, Stapi.3270s0005	Sp7g19700
OG0009430	Stapi.3898s0007	Sp7g19680
OG0009431	Stapi.6175s0002	SpUn0889_0010
OG0009432	Stapi.9789s0001	Sp7g19570
OG0009433	Stapi.8178s0001, Stapi.4852s0001	Sp7g19550
OG0009434	Stapi.4852s0004	Sp7g19440
OG0009435	Stapi.2919s0001, Stapi.7714s0002	Sp7g19340
OG0009436	Stapi.2179s0005	Sp7g19300
OG0009437	Stapi.2413s0001	Sp7g19270
OG0009438	Stapi.8562s0001, Stapi.4739s0003	Sp7g19240
OG0009439	Stapi.3435s0003, Stapi.4739s0001, Stapi.1287s0005	Sp7g19210
OG0009440	Stapi.2395s0007	Sp7g18990
OG0009441	Stapi.2662s0008, Stapi.5600s0002, Stapi.13301s0001	Sp7g18950
OG0009442	Stapi.2997s0008	Sp7g18790
OG0009443	Stapi.2997s0006	Sp7g18770
OG0009444	Stapi.7639s0001, Stapi.0981s0015	Sp7g18670
OG0009445	Stapi.6444s0002	Sp7g18590
OG0009446	Stapi.2598s0004	Sp7g18510
OG0009447	Stapi.2598s0006	Sp7g18500
OG0009448	Stapi.2598s0007, Stapi.12396s0001	Sp7g18490
OG0009449	Stapi.2598s0008	Sp7g18480
OG0009450	Stapi.2598s0009	Sp7g18470
OG0009451	Stapi.2073s0001, Stapi.3275s0003	Sp7g18380
OG0009452	Stapi.2355s0004	Sp7g18330
