og,gene_1,gene_2,C_amplexicaulis,E_salsugineum,S_diversifolius,S_parvula,retained.both,retained.S_div,retained.C_amp,retained.neither,other
1235,Sdiv_ptg000005l_1775-R,Sdiv_ptg000004l_2098-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1236,Sdiv_ptg000005l_1776-R,Sdiv_ptg000004l_2099-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1237,Sdiv_ptg000001l_1159-R,Sdiv_ptg000013l_1097-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1238,Sdiv_ptg000005l_1779-R,Sdiv_ptg000004l_2100-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1239,Sdiv_ptg000005l_1780-R,Sdiv_ptg000004l_2101-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1240,Sdiv_ptg000005l_1782-R,Sdiv_ptg000004l_2102-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1241,Sdiv_ptg000005l_1783-R,Sdiv_ptg000004l_2103-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1242,Sdiv_ptg000005l_1784-R,Sdiv_ptg000004l_2105-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1243,Sdiv_ptg000005l_1785-R,Sdiv_ptg000004l_2106-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1244,Sdiv_ptg000005l_1786-R,Sdiv_ptg000004l_2107-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1245,Sdiv_ptg000005l_1787-R,Sdiv_ptg000004l_2108-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1246,Sdiv_ptg000005l_1788-R,Sdiv_ptg000004l_2109-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1247,Sdiv_ptg000001l_1160-R,Sdiv_ptg000013l_1098-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1248,Sdiv_ptg000005l_1790-R,Sdiv_ptg000004l_2110-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1249,Sdiv_ptg000005l_1795-R,Sdiv_ptg000004l_2113-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1250,Sdiv_ptg000005l_1796-R,Sdiv_ptg000004l_2115-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1251,Sdiv_ptg000005l_1797-R,Sdiv_ptg000004l_2117-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1252,Sdiv_ptg000005l_1798-R,Sdiv_ptg000004l_2118-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1253,Sdiv_ptg000001l_1161-R,Sdiv_ptg000013l_1099-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1254,Sdiv_ptg000005l_1800-R,Sdiv_ptg000004l_2120-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1255,Sdiv_ptg000005l_1803-R,Sdiv_ptg000004l_2123-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1256,Sdiv_ptg000005l_1804-R,Sdiv_ptg000004l_2124-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1257,Sdiv_ptg000005l_1805-R,Sdiv_ptg000004l_2125-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1258,Sdiv_ptg000005l_1806-R,Sdiv_ptg000004l_2126-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1259,Sdiv_ptg000005l_1807-R,Sdiv_ptg000004l_2127-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1260,Sdiv_ptg000005l_1808-R,Sdiv_ptg000004l_2128-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1261,Sdiv_ptg000001l_1162-R,Sdiv_ptg000013l_1100-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1262,Sdiv_ptg000005l_1809-R,Sdiv_ptg000004l_2129-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1263,Sdiv_ptg000005l_1810-R,Sdiv_ptg000004l_2130-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1264,Sdiv_ptg000005l_1811-R,Sdiv_ptg000004l_2131-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1265,Sdiv_ptg000005l_1812-R,Sdiv_ptg000004l_2132-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1266,Sdiv_ptg000005l_1813-R,Sdiv_ptg000004l_2133-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1267,Sdiv_ptg000005l_1814-R,Sdiv_ptg000004l_2134-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1268,Sdiv_ptg000005l_1816-R,Sdiv_ptg000004l_2135-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1269,Sdiv_ptg000005l_1817-R,Sdiv_ptg000004l_2136-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1270,Sdiv_ptg000005l_1818-R,Sdiv_ptg000004l_2137-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1271,Sdiv_ptg000001l_1163-R,Sdiv_ptg000013l_1102-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1272,Sdiv_ptg000005l_1819-R,Sdiv_ptg000004l_2139-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1273,Sdiv_ptg000005l_1820-R,Sdiv_ptg000004l_2140-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1274,Sdiv_ptg000005l_1823-R,Sdiv_ptg000004l_2141-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1275,Sdiv_ptg000005l_1824-R,Sdiv_ptg000004l_2142-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1276,Sdiv_ptg000005l_1825-R,Sdiv_ptg000004l_2143-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1277,Sdiv_ptg000005l_1826-R,Sdiv_ptg000004l_2144-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1278,Sdiv_ptg000005l_1827-R,Sdiv_ptg000004l_2146-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1279,Sdiv_ptg000005l_1828-R,Sdiv_ptg000004l_2147-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1280,Sdiv_ptg000005l_1829-R,Sdiv_ptg000004l_2148-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1281,Sdiv_ptg000005l_1830-R,Sdiv_ptg000004l_2149-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1282,Sdiv_ptg000005l_1833-R,Sdiv_ptg000004l_2150-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1283,Sdiv_ptg000005l_1836-R,Sdiv_ptg000004l_2152-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1284,Sdiv_ptg000004l_2153-R,Sdiv_ptg000005l_1837-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1285,Sdiv_ptg000005l_1838-R,Sdiv_ptg000004l_2154-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1286,Sdiv_ptg000001l_1165-R,Sdiv_ptg000013l_1103-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1287,Sdiv_ptg000005l_1839-R,Sdiv_ptg000004l_2155-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1288,Sdiv_ptg000005l_1841-R,Sdiv_ptg000004l_2156-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1289,Sdiv_ptg000005l_1842-R,Sdiv_ptg000004l_2157-R,2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1290,Sdiv_ptg000005l_1843-R,Sdiv_ptg000004l_2158-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1291,Sdiv_ptg000005l_1844-R,Sdiv_ptg000004l_2159-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1292,Sdiv_ptg000005l_1846-R,Sdiv_ptg000004l_2160-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1293,Sdiv_ptg000005l_1847-R,Sdiv_ptg000004l_2161-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1294,Sdiv_ptg000005l_1848-R,Sdiv_ptg000004l_2162-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1295,Sdiv_ptg000001l_1166-R,Sdiv_ptg000013l_1105-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1296,Sdiv_ptg000005l_1849-R,Sdiv_ptg000004l_2163-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1297,Sdiv_ptg000005l_1850-R,Sdiv_ptg000004l_2164-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1298,Sdiv_ptg000005l_1851-R,Sdiv_ptg000004l_2165-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1299,Sdiv_ptg000005l_1852-R,Sdiv_ptg000004l_2167-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1300,Sdiv_ptg000005l_1853-R,Sdiv_ptg000004l_2168-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1301,Sdiv_ptg000005l_1855-R,Sdiv_ptg000004l_2169-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1302,Sdiv_ptg000005l_1856-R,Sdiv_ptg000004l_2170-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1303,Sdiv_ptg000005l_1857-R,Sdiv_ptg000004l_2171-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1304,Sdiv_ptg000005l_1858-R,Sdiv_ptg000004l_2172-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1305,Sdiv_ptg000001l_1167-R,Sdiv_ptg000013l_1106-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1306,Sdiv_ptg000005l_1859-R,Sdiv_ptg000004l_2173-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1307,Sdiv_ptg000005l_1861-R,Sdiv_ptg000004l_2174-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1308,Sdiv_ptg000005l_1862-R,Sdiv_ptg000004l_2177-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1309,Sdiv_ptg000005l_1863-R,Sdiv_ptg000004l_2178-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1310,Sdiv_ptg000005l_1864-R,Sdiv_ptg000004l_2179-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1311,Sdiv_ptg000005l_1865-R,Sdiv_ptg000004l_2180-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1312,Sdiv_ptg000005l_1867-R,Sdiv_ptg000004l_2181-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1313,Sdiv_ptg000005l_1869-R,Sdiv_ptg000004l_2182-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1314,Sdiv_ptg000005l_1871-R,Sdiv_ptg000004l_2183-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1315,Sdiv_ptg000005l_1872-R,Sdiv_ptg000004l_2186-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1316,Sdiv_ptg000005l_1873-R,Sdiv_ptg000004l_2188-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1317,Sdiv_ptg000005l_1875-R,Sdiv_ptg000004l_2187-R,0,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE
1318,Sdiv_ptg000004l_2191-R,Sdiv_ptg000005l_1877-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1319,Sdiv_ptg000001l_1169-R,Sdiv_ptg000013l_1108-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1320,Sdiv_ptg000005l_1879-R,Sdiv_ptg000004l_2192-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1321,Sdiv_ptg000005l_1880-R,Sdiv_ptg000004l_2193-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1322,Sdiv_ptg000005l_1882-R,Sdiv_ptg000004l_2195-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1323,Sdiv_ptg000005l_1883-R,Sdiv_ptg000004l_2194-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1324,Sdiv_ptg000004l_2198-R,Sdiv_ptg000005l_1884-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1325,Sdiv_ptg000005l_1885-R,Sdiv_ptg000004l_2199-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1326,Sdiv_ptg000005l_1886-R,Sdiv_ptg000004l_2200-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1327,Sdiv_ptg000005l_1887-R,Sdiv_ptg000004l_2201-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1328,Sdiv_ptg000005l_1888-R,Sdiv_ptg000004l_2202-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1329,Sdiv_ptg000001l_1170-R,Sdiv_ptg000013l_1109-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1330,Sdiv_ptg000005l_1890-R,Sdiv_ptg000004l_2203-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1331,Sdiv_ptg000005l_1891-R,Sdiv_ptg000004l_2204-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1332,Sdiv_ptg000005l_1893-R,Sdiv_ptg000004l_2205-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1333,Sdiv_ptg000005l_1894-R,Sdiv_ptg000004l_2206-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1334,Sdiv_ptg000005l_1895-R,Sdiv_ptg000004l_2207-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1335,Sdiv_ptg000005l_1896-R,Sdiv_ptg000004l_2209-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1336,Sdiv_ptg000001l_1171-R,Sdiv_ptg000013l_1110-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1337,Sdiv_ptg000005l_1899-R,Sdiv_ptg000004l_2210-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1338,Sdiv_ptg000005l_1906-R,Sdiv_ptg000004l_2212-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1339,Sdiv_ptg000005l_1907-R,Sdiv_ptg000004l_2234-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1340,Sdiv_ptg000001l_1172-R,Sdiv_ptg000013l_1111-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1341,Sdiv_ptg000005l_1909-R,Sdiv_ptg000004l_2233-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1342,Sdiv_ptg000005l_1910-R,Sdiv_ptg000004l_2231-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1343,Sdiv_ptg000005l_1911-R,Sdiv_ptg000004l_2230-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1344,Sdiv_ptg000005l_1912-R,Sdiv_ptg000004l_2229-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1345,Sdiv_ptg000005l_1913-R,Sdiv_ptg000004l_2228-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1346,Sdiv_ptg000005l_1914-R,Sdiv_ptg000004l_2227-R,2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1347,Sdiv_ptg000005l_1916-R,Sdiv_ptg000004l_2226-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1348,Sdiv_ptg000005l_1917-R,Sdiv_ptg000004l_2225-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1349,Sdiv_ptg000005l_1918-R,Sdiv_ptg000004l_2221-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1350,Sdiv_ptg000005l_1919-R,Sdiv_ptg000004l_2220-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1351,Sdiv_ptg000005l_1920-R,Sdiv_ptg000004l_2218-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1352,Sdiv_ptg000005l_1923-R,Sdiv_ptg000004l_2217-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1353,Sdiv_ptg000005l_1924-R,Sdiv_ptg000004l_2216-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1354,Sdiv_ptg000005l_1925-R,Sdiv_ptg000004l_2214-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1355,Sdiv_ptg000005l_1928-R,Sdiv_ptg000004l_2236-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1356,Sdiv_ptg000001l_1174-R,Sdiv_ptg000013l_1115-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1357,Sdiv_ptg000005l_1929-R,Sdiv_ptg000004l_2237-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1358,Sdiv_ptg000005l_1930-R,Sdiv_ptg000004l_2238-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1359,Sdiv_ptg000005l_1931-R,Sdiv_ptg000004l_2239-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1360,Sdiv_ptg000005l_1932-R,Sdiv_ptg000004l_2240-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1361,Sdiv_ptg000005l_1933-R,Sdiv_ptg000004l_2241-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1362,Sdiv_ptg000005l_1934-R,Sdiv_ptg000004l_2242-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1363,Sdiv_ptg000005l_1935-R,Sdiv_ptg000004l_2243-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1364,Sdiv_ptg000005l_1936-R,Sdiv_ptg000004l_2244-R,2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1365,Sdiv_ptg000005l_1937-R,Sdiv_ptg000004l_2245-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1366,Sdiv_ptg000001l_1175-R,Sdiv_ptg000013l_1116-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1367,Sdiv_ptg000005l_1940-R,Sdiv_ptg000004l_2247-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1368,Sdiv_ptg000005l_1942-R,Sdiv_ptg000004l_2248-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1369,Sdiv_ptg000005l_1943-R,Sdiv_ptg000004l_2250-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1370,Sdiv_ptg000005l_1944-R,Sdiv_ptg000004l_2251-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1371,Sdiv_ptg000005l_1946-R,Sdiv_ptg000004l_2252-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1372,Sdiv_ptg000001l_1176-R,Sdiv_ptg000013l_1117-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1373,Sdiv_ptg000005l_1949-R,Sdiv_ptg000004l_2253-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1374,Sdiv_ptg000005l_1950-R,Sdiv_ptg000004l_2254-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1375,Sdiv_ptg000005l_1953-R,Sdiv_ptg000004l_2257-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1376,Sdiv_ptg000005l_1955-R,Sdiv_ptg000004l_2259-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1377,Sdiv_ptg000005l_1958-R,Sdiv_ptg000004l_2262-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1378,Sdiv_ptg000001l_1177-R,Sdiv_ptg000013l_1118-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1379,Sdiv_ptg000005l_1959-R,Sdiv_ptg000004l_2263-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1380,Sdiv_ptg000005l_1960-R,Sdiv_ptg000004l_2266-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1381,Sdiv_ptg000005l_1961-R,Sdiv_ptg000004l_2268-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1382,Sdiv_ptg000005l_1964-R,Sdiv_ptg000004l_2270-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1383,Sdiv_ptg000005l_1965-R,Sdiv_ptg000004l_2271-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1384,Sdiv_ptg000005l_1966-R,Sdiv_ptg000004l_2274-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1385,Sdiv_ptg000005l_1967-R,Sdiv_ptg000004l_2275-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1386,Sdiv_ptg000005l_1968-R,Sdiv_ptg000004l_2276-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1387,Sdiv_ptg000001l_1178-R,Sdiv_ptg000013l_1119-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1388,Sdiv_ptg000005l_1969-R,Sdiv_ptg000004l_2277-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1389,Sdiv_ptg000005l_1970-R,Sdiv_ptg000004l_2278-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1390,Sdiv_ptg000005l_1971-R,Sdiv_ptg000004l_2279-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1391,Sdiv_ptg000005l_1972-R,Sdiv_ptg000004l_2280-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1392,Sdiv_ptg000004l_2281-R,Sdiv_ptg000005l_1974-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1393,Sdiv_ptg000005l_1977-R,Sdiv_ptg000004l_2282-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1394,Sdiv_ptg000005l_1978-R,Sdiv_ptg000004l_2283-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1395,Sdiv_ptg000001l_1179-R,Sdiv_ptg000013l_1120-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1396,Sdiv_ptg000005l_1979-R,Sdiv_ptg000004l_2285-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1397,Sdiv_ptg000005l_1980-R,Sdiv_ptg000004l_2286-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1398,Sdiv_ptg000005l_1981-R,Sdiv_ptg000004l_2288-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1399,Sdiv_ptg000005l_1982-R,Sdiv_ptg000004l_2290-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1400,Sdiv_ptg000005l_1986-R,Sdiv_ptg000004l_2291-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1401,Sdiv_ptg000005l_1987-R,Sdiv_ptg000004l_2292-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1402,Sdiv_ptg000005l_1988-R,Sdiv_ptg000004l_2293-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1403,Sdiv_ptg000005l_1990-R,Sdiv_ptg000004l_2294-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1404,Sdiv_ptg000005l_1991-R,Sdiv_ptg000004l_2295-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1405,Sdiv_ptg000005l_1993-R,Sdiv_ptg000004l_2297-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1406,Sdiv_ptg000005l_1994-R,Sdiv_ptg000004l_2299-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1407,Sdiv_ptg000005l_1996-R,Sdiv_ptg000004l_2300-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1408,Sdiv_ptg000005l_1998-R,Sdiv_ptg000004l_2304-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1409,Sdiv_ptg000001l_1181-R,Sdiv_ptg000013l_1121-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1410,Sdiv_ptg000005l_1999-R,Sdiv_ptg000004l_2305-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1411,Sdiv_ptg000005l_2001-R,Sdiv_ptg000004l_2306-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1412,Sdiv_ptg000005l_2002-R,Sdiv_ptg000004l_2309-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1413,Sdiv_ptg000005l_2005-R,Sdiv_ptg000004l_2310-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1414,Sdiv_ptg000005l_2006-R,Sdiv_ptg000004l_2311-R,2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1415,Sdiv_ptg000005l_2007-R,Sdiv_ptg000004l_2314-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1416,Sdiv_ptg000005l_2008-R,Sdiv_ptg000004l_2315-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1417,Sdiv_ptg000001l_1182-R,Sdiv_ptg000013l_1122-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1418,Sdiv_ptg000005l_2009-R,Sdiv_ptg000004l_2316-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1419,Sdiv_ptg000005l_2013-R,Sdiv_ptg000004l_2318-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1420,Sdiv_ptg000005l_2014-R,Sdiv_ptg000004l_2319-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1421,Sdiv_ptg000005l_2016-R,Sdiv_ptg000004l_2320-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1422,Sdiv_ptg000005l_2017-R,Sdiv_ptg000004l_2321-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1423,Sdiv_ptg000001l_1183-R,Sdiv_ptg000013l_1123-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1424,Sdiv_ptg000005l_2019-R,Sdiv_ptg000004l_2322-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1425,Sdiv_ptg000005l_2020-R,Sdiv_ptg000004l_2323-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1426,Sdiv_ptg000005l_2023-R,Sdiv_ptg000004l_2324-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1427,Sdiv_ptg000005l_2024-R,Sdiv_ptg000004l_2325-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
