Desc	Orthogroup	Aal	Aar	Aly	Ath	Boh	Cam	Chi	Dni	Esy	Rsq	Spi	Streptanthus	Tar	Tpa
(null)	OG0008153	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008154	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008155	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008156	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008157	1	1	1	1	1	2	1	0	1	3	2	2	1	1
(null)	OG0008158	1	1	1	1	1	2	1	2	1	2	1	1	2	1
(null)	OG0008159	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008160	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008161	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008162	1	1	1	1	3	2	1	0	1	3	1	1	1	1
(null)	OG0008163	1	1	1	1	1	2	1	2	1	1	3	1	1	1
(null)	OG0008164	1	1	2	1	2	2	2	0	1	2	0	2	1	1
(null)	OG0008165	1	1	2	1	1	2	1	1	1	2	1	2	1	1
(null)	OG0008166	2	1	1	1	1	2	1	1	1	2	1	2	1	1
(null)	OG0008167	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008168	1	0	1	1	2	2	1	0	1	1	3	2	2	1
(null)	OG0008169	1	1	1	1	1	2	2	1	1	2	2	1	1	1
(null)	OG0008170	1	1	1	1	2	2	1	1	2	1	1	2	1	1
(null)	OG0008171	1	1	1	2	1	2	1	0	1	2	2	2	1	1
(null)	OG0008172	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008173	1	0	1	2	2	1	2	1	2	2	1	1	1	1
(null)	OG0008174	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008175	1	1	1	1	3	2	1	0	1	3	1	1	1	1
(null)	OG0008176	1	1	1	1	2	2	1	1	2	2	1	1	1	1
(null)	OG0008177	1	1	1	1	1	2	1	1	1	1	1	2	2	2
(null)	OG0008178	1	1	1	1	1	2	1	0	1	1	4	2	1	1
(null)	OG0008179	1	1	1	1	3	2	1	1	1	1	1	2	1	1
(null)	OG0008180	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008181	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008182	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008183	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008184	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008185	1	1	1	1	1	2	2	1	1	1	2	2	1	1
(null)	OG0008186	2	1	1	1	1	2	1	1	1	1	1	2	1	2
(null)	OG0008187	1	1	2	1	2	2	1	1	1	1	1	2	1	1
(null)	OG0008188	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008189	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008190	1	1	1	1	2	2	1	1	1	2	1	1	1	2
(null)	OG0008191	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008192	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008193	1	1	1	1	2	2	1	0	1	3	2	1	1	1
(null)	OG0008194	1	1	1	2	1	2	1	0	1	1	2	2	1	2
(null)	OG0008195	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008196	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008197	1	0	1	1	2	4	1	1	1	1	1	2	1	1
(null)	OG0008198	2	2	2	1	1	2	1	1	1	1	1	2	0	1
(null)	OG0008199	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008200	1	1	1	1	3	2	1	1	1	1	1	2	1	1
(null)	OG0008201	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008202	1	2	1	2	2	2	1	1	1	1	0	2	1	1
(null)	OG0008203	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008204	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008205	2	1	1	1	2	2	1	0	1	2	2	1	1	1
(null)	OG0008206	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008207	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008208	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008209	1	2	1	1	2	1	1	1	1	2	2	1	1	1
(null)	OG0008210	1	1	1	1	1	2	1	1	1	1	2	3	1	1
(null)	OG0008211	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008212	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008213	1	1	1	3	2	2	1	1	1	0	0	2	1	2
(null)	OG0008214	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008215	2	1	1	1	1	2	1	1	1	2	1	2	1	1
(null)	OG0008216	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008217	1	1	1	1	1	2	1	1	2	1	2	2	1	1
(null)	OG0008218	1	1	1	1	1	3	1	2	1	1	1	2	1	1
(null)	OG0008219	2	1	1	1	2	2	1	1	1	2	1	1	1	1
(null)	OG0008220	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008221	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008222	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008223	1	1	1	1	2	2	1	0	1	2	1	3	1	1
(null)	OG0008224	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008225	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008226	1	1	1	1	2	2	1	0	1	2	1	3	1	1
(null)	OG0008227	1	1	1	1	1	2	2	1	1	1	2	2	1	1
(null)	OG0008228	1	2	2	1	2	2	1	0	1	2	0	2	1	1
(null)	OG0008229	1	1	2	1	2	2	1	1	1	2	0	2	1	1
(null)	OG0008230	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008231	1	1	1	1	1	2	1	0	1	3	1	2	1	2
(null)	OG0008232	1	1	1	1	2	2	1	0	2	2	1	2	1	1
(null)	OG0008233	1	0	0	1	9	1	0	2	2	0	0	0	1	1
(null)	OG0008234	1	1	1	1	2	2	1	1	1	1	1	2	2	1
(null)	OG0008235	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008236	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008237	1	1	1	1	3	2	1	1	0	3	1	1	1	1
(null)	OG0008238	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008239	2	1	1	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008240	1	1	2	2	1	2	1	1	1	1	1	1	2	1
(null)	OG0008241	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008242	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008243	1	1	1	1	2	2	1	2	1	1	1	2	1	1
(null)	OG0008244	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008245	1	1	3	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0008246	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008247	1	0	1	1	1	2	1	1	2	1	3	2	1	1
(null)	OG0008248	1	1	1	1	3	2	1	1	1	0	2	2	1	1
(null)	OG0008249	1	1	1	1	1	3	1	0	1	1	2	3	1	1
(null)	OG0008250	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008251	1	3	1	1	2	2	1	1	2	1	0	1	1	1
(null)	OG0008252	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008253	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008254	1	1	2	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008255	1	1	1	1	1	2	1	1	2	2	0	3	1	1
(null)	OG0008256	1	1	1	1	2	2	1	2	1	1	1	2	1	1
(null)	OG0008257	1	1	1	1	2	2	3	1	1	1	1	1	1	1
(null)	OG0008258	1	1	1	1	2	2	1	1	1	3	1	1	1	1
(null)	OG0008259	1	1	1	1	3	2	1	1	1	2	1	1	1	1
(null)	OG0008260	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008261	1	2	1	1	1	2	1	1	1	1	2	2	1	1
(null)	OG0008262	3	1	1	1	1	2	1	1	3	1	1	0	1	1
(null)	OG0008263	1	1	2	2	1	1	2	0	1	2	2	1	1	1
(null)	OG0008264	1	1	1	1	3	2	1	1	0	3	0	2	1	1
(null)	OG0008265	1	2	1	1	1	2	1	0	1	2	2	2	1	1
(null)	OG0008266	1	2	1	1	2	2	1	0	1	2	2	1	1	1
(null)	OG0008267	2	2	2	1	1	1	2	2	1	1	0	0	2	1
(null)	OG0008268	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008269	2	1	1	1	3	1	1	0	2	1	2	1	1	1
(null)	OG0008270	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008271	1	1	1	1	2	2	1	1	1	2	0	3	1	1
(null)	OG0008272	1	1	1	2	2	2	1	0	1	2	1	2	1	1
(null)	OG0008273	1	1	1	1	2	2	1	0	1	2	0	3	2	1
(null)	OG0008274	1	1	2	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008275	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008276	1	1	1	1	1	2	1	1	1	1	2	3	1	1
(null)	OG0008277	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008278	1	2	1	1	2	2	1	1	2	1	1	1	1	1
(null)	OG0008279	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008280	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008281	1	1	1	1	2	1	1	1	1	3	1	2	1	1
(null)	OG0008282	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008283	1	1	1	1	3	2	1	1	0	2	1	2	1	1
(null)	OG0008284	1	1	1	1	1	2	1	0	1	3	2	2	1	1
(null)	OG0008285	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008286	1	1	1	1	1	2	1	0	2	2	2	2	1	1
(null)	OG0008287	1	1	1	1	2	2	1	1	1	2	0	3	1	1
(null)	OG0008288	1	1	1	1	2	2	1	0	1	2	1	2	2	1
(null)	OG0008289	2	1	1	1	1	2	1	0	1	2	2	2	1	1
(null)	OG0008290	1	2	1	1	1	2	1	1	1	1	2	2	1	1
(null)	OG0008291	1	1	1	1	2	2	2	0	1	2	1	2	1	1
(null)	OG0008292	1	1	2	1	2	2	2	0	1	1	1	2	1	1
(null)	OG0008293	1	1	1	1	1	2	1	0	1	2	3	2	1	1
(null)	OG0008294	1	1	1	1	1	3	1	1	1	0	2	2	2	1
(null)	OG0008295	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008296	1	1	1	1	1	2	1	0	1	2	3	2	1	1
(null)	OG0008297	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008298	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008299	1	1	1	1	3	2	1	1	1	1	1	2	1	1
(null)	OG0008300	1	1	1	1	3	2	1	1	1	1	1	2	1	1
(null)	OG0008301	2	0	1	1	1	2	1	1	1	1	1	2	2	2
(null)	OG0008302	1	0	1	1	1	2	1	0	1	4	2	2	1	1
(null)	OG0008303	1	1	4	1	2	1	1	0	1	1	1	2	1	1
(null)	OG0008304	2	1	1	1	1	2	1	0	2	1	2	2	1	1
(null)	OG0008305	1	1	1	1	1	2	2	0	1	1	3	2	1	1
(null)	OG0008306	1	1	1	1	2	2	1	1	1	3	1	1	1	1
(null)	OG0008307	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008308	1	0	1	1	2	2	1	1	1	2	2	2	1	1
(null)	OG0008309	1	1	2	1	1	2	1	1	1	1	2	1	2	1
(null)	OG0008310	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008311	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008312	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008313	1	2	1	1	2	2	1	0	2	2	0	2	1	1
(null)	OG0008314	1	1	1	1	2	2	1	1	1	1	1	3	1	1
(null)	OG0008315	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008316	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008317	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008318	1	0	1	1	2	2	4	1	1	0	2	0	2	1
(null)	OG0008319	2	1	1	1	1	2	2	1	1	0	2	2	1	1
(null)	OG0008320	1	1	1	1	2	2	1	0	0	3	2	2	1	1
(null)	OG0008321	1	1	0	1	1	2	1	0	1	1	5	2	1	1
(null)	OG0008322	1	1	1	1	2	2	1	0	0	3	2	2	1	1
(null)	OG0008323	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008324	1	1	1	1	1	3	1	1	1	1	2	2	1	1
(null)	OG0008325	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008326	1	1	1	1	1	2	1	2	2	2	1	1	1	1
(null)	OG0008327	1	1	2	2	0	2	2	0	1	1	2	2	1	1
(null)	OG0008328	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008329	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008330	1	1	1	1	1	2	1	0	1	1	2	2	1	3
(null)	OG0008331	1	2	1	1	1	1	2	1	2	1	1	2	1	1
(null)	OG0008332	1	1	1	1	2	2	1	0	2	2	1	2	1	1
(null)	OG0008333	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008334	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008335	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008336	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008337	1	1	1	1	1	2	1	1	2	1	2	2	1	1
(null)	OG0008338	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008339	1	1	1	1	1	2	1	0	1	1	2	4	1	1
(null)	OG0008340	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008341	1	1	1	1	3	2	1	0	1	4	1	0	1	1
(null)	OG0008342	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008343	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008344	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008345	1	1	1	1	2	2	1	0	1	2	3	1	1	1
(null)	OG0008346	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008347	2	2	1	1	2	1	1	0	1	2	1	1	2	1
(null)	OG0008348	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008349	1	2	1	1	2	2	1	1	1	1	2	1	1	1
(null)	OG0008350	2	1	1	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008351	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008352	1	2	1	1	2	2	1	0	1	2	2	1	1	1
(null)	OG0008353	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008354	1	1	1	1	1	3	1	1	1	1	2	2	1	1
(null)	OG0008355	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008356	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008357	1	2	1	1	3	2	1	0	1	0	2	2	1	1
(null)	OG0008358	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008359	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008360	1	2	1	1	2	2	1	1	1	1	1	2	1	1
(null)	OG0008361	1	1	1	1	2	2	2	1	1	2	1	1	1	1
(null)	OG0008362	1	1	1	1	1	2	1	0	1	2	3	2	1	1
(null)	OG0008363	2	1	1	1	1	2	1	0	1	2	2	2	1	1
(null)	OG0008364	1	2	1	1	1	2	1	1	1	1	3	1	1	1
(null)	OG0008365	1	1	2	1	1	2	2	1	1	1	1	2	1	1
(null)	OG0008366	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008367	1	1	1	1	1	2	1	0	1	3	3	1	1	1
(null)	OG0008368	14	0	1	1	0	0	1	1	0	0	0	0	0	0
(null)	OG0008369	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008370	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008371	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008372	1	1	1	1	3	1	1	0	2	2	2	1	1	1
(null)	OG0008373	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008374	1	1	1	1	1	2	1	1	1	2	1	2	2	1
(null)	OG0008375	1	1	1	1	2	2	1	1	1	3	0	2	1	1
(null)	OG0008376	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008377	1	1	1	0	2	2	1	1	1	3	1	2	1	1
(null)	OG0008378	1	1	1	1	1	3	1	0	1	1	1	4	1	1
(null)	OG0008379	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008380	1	1	1	1	1	2	2	0	0	1	3	2	1	2
(null)	OG0008381	1	2	1	1	1	2	1	1	1	1	2	2	1	1
(null)	OG0008382	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008383	1	3	1	1	2	2	1	0	1	1	1	2	1	1
(null)	OG0008384	1	1	2	1	2	2	1	0	2	2	1	1	1	1
(null)	OG0008385	1	0	1	1	2	2	1	1	2	2	2	1	1	1
(null)	OG0008386	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008387	1	2	1	1	2	2	1	1	1	1	2	1	1	1
(null)	OG0008388	1	1	1	1	3	2	1	0	1	1	2	2	1	1
(null)	OG0008389	1	1	1	1	2	3	1	1	1	0	2	2	1	1
(null)	OG0008390	2	1	1	1	3	2	1	2	1	0	2	0	1	1
(null)	OG0008391	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008392	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008393	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008394	1	1	1	1	2	3	1	0	1	1	2	2	1	1
(null)	OG0008395	2	0	1	1	1	1	1	2	2	2	1	1	1	2
(null)	OG0008396	2	1	1	1	1	2	1	1	1	2	1	2	1	1
(null)	OG0008397	1	1	1	1	1	2	2	2	1	1	1	2	1	1
(null)	OG0008398	2	1	1	1	2	2	1	0	0	2	1	2	2	1
(null)	OG0008399	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008400	2	2	1	1	1	2	1	2	1	1	1	1	1	1
(null)	OG0008401	1	1	1	1	1	1	1	1	1	2	4	1	2	0
(null)	OG0008402	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008403	1	1	2	1	2	2	1	0	1	2	1	2	1	1
(null)	OG0008404	1	0	0	0	2	0	8	1	2	2	1	0	0	1
(null)	OG0008405	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008406	2	0	1	1	2	2	1	1	1	3	1	1	1	1
(null)	OG0008407	1	1	1	1	2	1	4	1	1	2	0	1	1	1
(null)	OG0008408	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008409	1	1	1	1	3	2	1	1	1	0	2	2	1	1
(null)	OG0008410	1	1	1	1	2	2	1	1	1	2	2	2	1	0
(null)	OG0008411	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008412	1	1	1	1	1	2	1	1	1	2	3	2	1	0
(null)	OG0008413	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008414	1	1	1	1	3	2	1	1	1	3	0	1	1	1
(null)	OG0008415	1	2	2	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0008416	1	1	1	1	3	2	1	1	1	1	1	2	1	1
(null)	OG0008417	1	2	1	1	2	2	1	0	1	2	2	1	1	1
(null)	OG0008418	1	1	1	1	2	2	1	1	0	3	1	2	1	1
(null)	OG0008419	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008420	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008421	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008422	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008423	1	1	1	1	2	2	2	0	1	2	1	2	1	1
(null)	OG0008424	1	1	2	1	2	1	1	1	1	2	1	2	1	1
(null)	OG0008425	1	1	1	1	2	2	1	0	1	2	1	3	1	1
(null)	OG0008426	2	1	2	2	1	2	1	0	1	1	0	2	2	1
(null)	OG0008427	1	1	1	1	1	2	1	1	1	1	3	2	1	1
(null)	OG0008428	1	1	1	1	1	2	1	1	1	2	3	1	1	1
(null)	OG0008429	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008430	1	2	1	1	1	3	1	0	1	1	2	2	1	1
(null)	OG0008431	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008432	1	1	1	1	1	2	1	1	2	1	2	2	1	1
(null)	OG0008433	1	1	1	1	2	2	1	0	1	2	1	2	1	2
(null)	OG0008434	2	1	2	1	1	2	1	0	0	1	1	4	1	1
(null)	OG0008435	1	1	1	1	2	2	1	0	1	3	1	2	1	1
(null)	OG0008436	1	1	1	1	2	2	1	1	1	3	0	2	1	1
(null)	OG0008437	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008438	1	1	2	1	2	2	1	1	1	0	2	2	1	1
(null)	OG0008439	1	1	1	1	4	2	1	0	1	1	1	2	1	1
(null)	OG0008440	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008441	2	1	2	1	1	2	2	2	0	1	1	1	1	1
(null)	OG0008442	1	1	1	1	3	2	1	0	1	2	1	2	1	1
(null)	OG0008443	1	1	1	1	1	3	1	1	1	1	2	2	1	1
(null)	OG0008444	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008445	1	2	2	1	1	1	1	1	1	2	2	1	1	1
(null)	OG0008446	1	1	1	1	1	2	1	1	2	1	2	2	1	1
(null)	OG0008447	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008448	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008449	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008450	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008451	1	1	1	0	2	2	1	1	1	1	2	2	1	2
(null)	OG0008452	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008453	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008454	1	1	2	1	2	2	1	1	1	2	1	1	1	1
(null)	OG0008455	1	0	1	1	2	2	1	0	1	3	2	2	1	1
(null)	OG0008456	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008457	2	1	1	1	0	2	1	1	1	1	3	2	1	1
(null)	OG0008458	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008459	1	1	1	1	2	2	1	0	3	2	0	2	1	1
(null)	OG0008460	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008461	1	1	1	1	2	2	1	0	1	3	2	1	1	1
(null)	OG0008462	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008463	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008464	1	1	1	1	2	2	1	1	2	2	0	2	1	1
(null)	OG0008466	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008467	1	0	1	1	3	2	1	1	1	2	1	2	1	1
(null)	OG0008468	1	2	1	1	1	2	1	1	2	1	1	2	1	1
(null)	OG0008469	1	1	1	4	1	1	1	1	2	1	1	1	1	1
(null)	OG0008470	2	2	1	1	2	2	1	0	2	2	0	1	1	1
(null)	OG0008471	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008472	1	1	1	1	3	2	1	1	1	1	1	2	1	1
(null)	OG0008473	1	1	1	1	1	2	1	1	1	3	1	1	2	1
(null)	OG0008474	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008475	2	0	1	2	1	1	1	2	1	0	3	2	1	1
(null)	OG0008476	1	1	1	1	2	2	1	0	1	1	2	2	1	2
(null)	OG0008477	2	1	1	1	1	2	3	0	3	1	0	1	1	1
(null)	OG0008478	1	1	1	1	3	2	1	0	1	3	0	2	1	1
(null)	OG0008479	1	1	1	1	2	1	1	1	1	2	2	2	1	1
(null)	OG0008480	1	1	1	1	2	2	1	1	0	2	2	2	1	1
(null)	OG0008481	2	1	1	1	2	2	1	1	2	1	1	1	1	1
(null)	OG0008482	1	1	1	1	2	2	1	1	0	2	1	3	1	1
(null)	OG0008483	2	1	1	1	1	2	1	2	1	1	1	2	1	1
(null)	OG0008484	1	1	1	1	3	2	1	1	1	2	1	1	1	1
(null)	OG0008485	2	1	1	2	1	2	1	1	1	1	1	2	1	1
(null)	OG0008486	1	1	1	1	2	2	1	0	1	1	3	2	1	1
(null)	OG0008487	1	1	1	1	2	2	1	2	1	2	0	2	1	1
(null)	OG0008488	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008489	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008490	1	1	1	1	1	2	1	1	1	2	2	2	1	1
(null)	OG0008491	1	1	1	1	2	1	1	1	1	2	2	2	1	1
(null)	OG0008492	1	0	1	1	2	2	1	2	1	2	1	2	1	1
(null)	OG0008493	1	1	2	1	1	2	1	2	1	1	2	1	1	1
(null)	OG0008494	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008495	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008496	1	1	1	1	1	2	1	0	1	3	2	2	1	1
(null)	OG0008497	1	1	1	2	2	2	1	1	1	1	1	2	1	1
(null)	OG0008498	2	0	0	1	2	4	0	1	3	2	0	1	1	1
(null)	OG0008499	1	1	1	1	1	3	2	1	0	1	2	2	1	1
(null)	OG0008500	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008501	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008502	1	1	1	1	2	2	1	1	1	1	2	2	1	1
(null)	OG0008503	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008504	1	1	1	1	2	2	1	1	1	3	1	1	1	1
(null)	OG0008505	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008506	1	1	1	1	2	2	1	1	1	2	2	1	1	1
(null)	OG0008507	1	1	1	1	3	2	1	1	1	0	2	2	1	1
(null)	OG0008508	1	1	1	1	1	2	1	1	1	3	2	1	1	1
(null)	OG0008509	1	1	1	1	2	2	1	1	1	2	1	2	1	1
(null)	OG0008510	3	1	1	1	1	2	1	1	1	0	2	2	1	1
(null)	OG0008511	1	0	2	2	1	2	2	1	1	1	2	1	1	1
(null)	OG0008512	1	1	1	1	2	2	2	0	1	2	1	2	1	1
(null)	OG0008513	3	1	1	1	2	2	1	0	1	2	1	1	1	1
(null)	OG0008514	1	1	1	1	2	2	1	0	1	2	2	2	1	1
(null)	OG0008515	1	1	2	1	1	1	1	4	1	2	0	1	1	1
(null)	OG0008516	1	1	2	1	3	2	1	0	1	2	0	2	1	1
(null)	OG0008517	1	1	1	1	2	2	1	1	1	0	2	3	1	1
(null)	OG0008518	1	1	1	1	1	2	1	1	1	3	1	2	1	1
(null)	OG0008519	1	1	1	1	1	2	1	1	3	2	0	2	1	1
